"iWAT_M03(r1)"	"iWAT_M03(r2)"	"Beige/brite (RG on iWAT)_M03(r1)"	"Beige/brite (RG on iWAT)_M03(r2)"
"ENSMUSG00000002393"	9.494835	9.3791	9.388995	9.333735
"ENSMUSG00000002395"	10.74465	10.679785	10.8276	10.869335
"ENSMUSG00000002396"	6.50884	6.51822	6.60786	6.42547
"ENSMUSG00000002409"	7.2607	7.3697	7.36157	7.43236
"ENSMUSG00000002413"	5.38703	5.4617	5.40337	5.59317
"ENSMUSG00000002416"	10.1565133333333	10.2018666666667	10.38502	10.4828733333333
"ENSMUSG00000002428"	5.72973333333333	5.75809333333333	5.53799	5.55647333333333
"ENSMUSG00000002455"	7.86700666666667	7.82704	7.80246333333333	7.79139333333333
"ENSMUSG00000002458"	9.17611	9.12737	8.874735	8.85325
"ENSMUSG00000002459"	4.24928	4.17537	4.05534	4.40431
"ENSMUSG00000002475"	7.88554	7.86012	8.51222	8.46973
"ENSMUSG00000002477"	11.03534	10.91444	10.80868	10.74957
"ENSMUSG00000002489"	7.07019	7.05945	6.90403	6.96895
"ENSMUSG00000002496"	8.65133	8.71279	8.61637	8.54419
"ENSMUSG00000002500"	5.26714	5.55888	5.4232	5.40932
"ENSMUSG00000002504"	6.01641666666667	6.02367666666667	5.93366333333333	6.12597
"ENSMUSG00000002524"	10.76659	10.78919	10.71667	10.57518
"ENSMUSG00000002546"	9.81009	9.91898	9.92616	9.86343
"ENSMUSG00000002550"	9.61662	9.68483	10.30398	10.36285
"ENSMUSG00000002565"	4.65515	5.01513	4.77301	4.79316
"ENSMUSG00000002578"	5.87054	5.766065	5.89182	5.992285
"ENSMUSG00000002580"	10.62285	10.62638	10.69043	10.72801
"ENSMUSG00000002588"	4.70521	4.60589	4.68135	4.71968
"ENSMUSG00000002602"	11.35535	11.2127	11.08743	10.91657
"ENSMUSG00000002603"	7.95383	7.877085	7.83771	7.858475
"ENSMUSG00000002608"	6.91643	6.844385	6.8122	7.001225
"ENSMUSG00000002617"	5.73525	5.71074	5.70936	5.45284
"ENSMUSG00000002625"	7.90558	7.91901	8.14335	8.07635
"ENSMUSG00000002633"	4.26444	4.3072	4.38823	4.50871
"ENSMUSG00000002635"	8.46028	8.497085	8.42341	8.58161
"ENSMUSG00000002658"	9.83029	9.868005	9.87804	9.83902
"ENSMUSG00000002660"	10.26384	10.158805	10.50678	10.49445
"ENSMUSG00000002664"	4.94673	4.96498	4.89868	4.86577
"ENSMUSG00000002679"	8.96541	8.97018	9.01209	8.93731
"ENSMUSG00000002688"	8.71879	8.7567	8.79642	8.6833
"ENSMUSG00000002699"	5.197205	5.152485	5.091375	5.093345
"ENSMUSG00000002718"	10.24572	10.14047	10.05568	10.01894
"ENSMUSG00000002728"	10.91827	10.85989	11.00315	11.09331
"ENSMUSG00000002731"	9.03798	9.00971	8.88713	8.78891
"ENSMUSG00000002732"	12.23825	12.10443	11.55197	11.61789
"ENSMUSG00000002733"	9.949735	9.946555	9.94522	9.9188
"ENSMUSG00000002741"	10.044405	10.05496	10.01401	9.90071
"ENSMUSG00000002748"	8.4201	8.40807333333333	8.51368666666667	8.30651666666667
"ENSMUSG00000002763"	8.63645	8.6531275	8.931065	8.9499625
"ENSMUSG00000002767"	11.1277	11.16594	11.29983	11.36876
"ENSMUSG00000002768"	10.08688	9.950825	9.83044	9.792515
"ENSMUSG00000002769"	5.65503	5.59585	5.60504	5.73388
"ENSMUSG00000002771"	5.50363	5.47565	5.71339	5.72992
"ENSMUSG00000002778"	11.77666	11.80173	11.56856	11.50001
"ENSMUSG00000002781"	7.3123	7.27272	7.45185	7.47147
"ENSMUSG00000002797"	7.37546	7.489755	7.22188	7.08922
"ENSMUSG00000002799"	5.28322	5.23404	5.31937	5.35197
"ENSMUSG00000002804"	7.96448	7.67999	7.86723	7.86165
"ENSMUSG00000002808"	9.087855	9.1311	8.613025	8.5188
"ENSMUSG00000002812"	10.378415	10.32	10.23604	10.178805
"ENSMUSG00000002814"	6.23393	6.32133	6.2212	6.19294
"ENSMUSG00000002820"	7.06805	7.22627	7.58914	7.45938
"ENSMUSG00000002825"	8.52583	8.63795	8.65739	8.5252
"ENSMUSG00000002831"	11.69085	11.81061	11.67004	11.76151
"ENSMUSG00000002833"	7.24521	7.24628	7.06995	7.0205
"ENSMUSG00000002844"	11.09866	11.06007	10.69475	10.65045
"ENSMUSG00000002845"	9.57698	9.51551	9.44628	9.22806
"ENSMUSG00000002846"	8.51644	8.39832	8.77854	8.7404
"ENSMUSG00000002847"	11.84694	11.94016	11.42598	11.36973
"ENSMUSG00000002870"	8.73208	8.728575	8.817535	8.535705
"ENSMUSG00000002871"	7.95262	7.82582	7.78977	7.6949
"ENSMUSG00000002881"	10.049405	10.036715	9.903255	9.821025
"ENSMUSG00000002885"	10.07366	10.10064	9.96718	9.87851
"ENSMUSG00000002897"	8.69845	8.862445	8.64938	8.54279
"ENSMUSG00000002900"	10.2574166666667	10.2462266666667	10.2772333333333	10.2840533333333
"ENSMUSG00000002908"	5.15233	5.018345	5.04067	5.214545
"ENSMUSG00000002930"	4.46533	4.43004	4.31595	4.691
"ENSMUSG00000002944"	11.9163233333333	11.9616933333333	12.57872	12.57685
"ENSMUSG00000002948"	7.92018	7.986395	7.981235	8.0386925
"ENSMUSG00000002949"	9.57115	9.63774	10.403385	10.426145
"ENSMUSG00000002957"	8.034526	8.035586	7.899896	7.899218
"ENSMUSG00000002963"	8.30641	8.22558	8.05841	8.07118
"ENSMUSG00000002968"	8.61407	8.59753	8.58619	8.63967
"ENSMUSG00000002980"	6.34329	6.25351	6.07097	6.30878
"ENSMUSG00000002981"	10.42381	10.39341	10.54282	10.48517
"ENSMUSG00000002983"	7.9482	7.88649	7.8052	7.60605
"ENSMUSG00000002984"	10.16178	10.13198	10.70501	10.61959
"ENSMUSG00000002985"	12.7213	12.73422	10.99679	11.13244
"ENSMUSG00000002992"	7.08033	7.06964	6.44059	6.59879
"ENSMUSG00000002996"	9.894885	9.789735	9.90954	9.90128
"ENSMUSG00000003031"	7.878005	7.860075	7.664125	7.62204
"ENSMUSG00000003032"	9.27166	9.144995	9.162825	8.94943
"ENSMUSG00000003033"	8.90598	8.89522	8.93159	8.89564
"ENSMUSG00000003037"	9.8859	9.86703	9.89966	9.78677
"ENSMUSG00000003038"	12.65056	12.6292	12.03667	12.09641
"ENSMUSG00000003039"	9.86668	9.873335	9.831255	9.718195
"ENSMUSG00000003051"	5.73177	5.749	6.03763	6.01743
"ENSMUSG00000003053"	4.64507	4.80246	4.83003	4.71274
"ENSMUSG00000003062"	9.7933	9.7161	9.50708	9.37695
"ENSMUSG00000003068"	9.79742	9.76499	9.70765	9.72711
"ENSMUSG00000003070"	5.20937	5.1176	5.43777	5.43007
"ENSMUSG00000003072"	12.938275	12.92044	13.450435	13.45562
"ENSMUSG00000003099"	8.86658333333333	8.82563	8.83430333333333	8.74428
"ENSMUSG00000003119"	6.62637	6.522115	6.77833	6.61416
"ENSMUSG00000003123"	10.53446	10.69771	11.51337	11.57442
"ENSMUSG00000003131"	9.640755	9.6301225	9.5437375	9.50113
"ENSMUSG00000003134"	4.870125	4.864785	5.060955	5.06347
"ENSMUSG00000003153"	5.8951375	5.83979	5.88522	5.9291825
"ENSMUSG00000003154"	6.97817	7.120085	7.048205	6.997445
"ENSMUSG00000003161"	9.99301	9.98433	9.739885	9.711895
"ENSMUSG00000003166"	8.24210333333333	8.04967666666667	8.07085666666667	8.05228333333333
"ENSMUSG00000003184"	7.48566333333333	7.57505666666667	7.48228333333333	7.65358666666667
"ENSMUSG00000003198"	6.2393	6.32276	6.16258	5.96753
"ENSMUSG00000003199"	10.20711	10.21407	10.12487	10.12812
"ENSMUSG00000003200"	9.55905	9.46112	9.34749	9.18847
"ENSMUSG00000003206"	4.78406	4.94723	5.04282	5.10741
"ENSMUSG00000003226"	10.1027	10.23313	10.10852	10.13555
"ENSMUSG00000003227"	5.11879	5.20172	5.01984	5.28682
"ENSMUSG00000003228"	9.52125	9.59426	9.2284	9.17398
"ENSMUSG00000003233"	5.22612	5.26424	5.40337	5.72284
"ENSMUSG00000003234"	7.21121	7.2471	7.27912666666667	7.20642
"ENSMUSG00000003235"	9.82852	9.80385	9.67043	9.68803
"ENSMUSG00000003269"	9.86687	9.88505	9.92863	9.958
"ENSMUSG00000003271"	5.39511	5.29056	5.57827	5.48168
"ENSMUSG00000003273"	6.21494	6.21942	6.46401	6.36675
"ENSMUSG00000003282"	4.86417	4.90951	4.7913	4.9551
"ENSMUSG00000003283"	8.60464	8.5576	8.55617	8.45959
"ENSMUSG00000003299"	10.81018	10.75964	11.08287	11.14686
"ENSMUSG00000003308"	8.08687	8.097695	8.086755	8.19835
"ENSMUSG00000003309"	4.84654	4.78954	4.78954	5.04488
"ENSMUSG00000003316"	10.4279166666667	10.4236166666667	10.0123466666667	10.0156366666667
"ENSMUSG00000003344"	8.04494	8.00482	7.73244	7.73439
"ENSMUSG00000003345"	9.50306	9.39902	9.36097	9.08484
"ENSMUSG00000003346"	10.41497	10.31737	10.25755	10.27956
"ENSMUSG00000003352"	7.88535	7.88537	7.4885	7.41382
"ENSMUSG00000003354"	4.86378	4.92278	4.95815	4.86976
"ENSMUSG00000003355"	10.32619	10.24058	9.98918	9.92014
"ENSMUSG00000003363"	10.42528	10.34864	10.1531	10.0409
"ENSMUSG00000003378"	5.69914	5.78374	5.48616	5.50305
"ENSMUSG00000003379"	4.82403	5.03511	4.96051	5.14847
"ENSMUSG00000003380"	12.40435	12.28527	12.13278	12.14713
"ENSMUSG00000003382"	7.42461333333333	7.42799333333333	8.18432333333333	8.18399666666667
"ENSMUSG00000003402"	10.72107	10.63315	10.52554	10.4167
"ENSMUSG00000003410"	5.49324333333333	5.51030333333333	5.52610333333333	5.57242666666667
"ENSMUSG00000003411"	6.32196	6.21467	6.36168	6.14471
"ENSMUSG00000003420"	10.7753	10.77831	10.84793	10.86391
"ENSMUSG00000003421"	8.80823	8.775725	8.59755	8.596165
"ENSMUSG00000003423"	9.54221	9.4431	9.41687	9.4238
"ENSMUSG00000003429"	13.90829	13.92338	13.71718	13.74889
"ENSMUSG00000003435"	11.06345	11.09241	11.01912	10.87877
"ENSMUSG00000003436"	5.06226	5.08638	5.10708	5.22394
"ENSMUSG00000003437"	8.73394	8.65974	8.46289	8.52522
"ENSMUSG00000003438"	10.04327	10.08316	10.47173	10.43583
"ENSMUSG00000003444"	7.542545	7.47107	7.61133	7.475015
"ENSMUSG00000003452"	4.44126666666667	4.47745333333333	4.45637	4.51329666666667
"ENSMUSG00000003458"	6.55757	6.45348	6.24641	6.33208
"ENSMUSG00000003464"	9.927735	10.113535	10.845095	10.818325
"ENSMUSG00000003476"	4.901375	4.92382	5.138985	5.128685
"ENSMUSG00000003477"	5.74695	5.64034	5.39622	5.39203
"ENSMUSG00000003484"	4.83309	4.75464	5.03663	4.91545
"ENSMUSG00000003500"	8.488	8.35409	8.46221	8.61251
"ENSMUSG00000003505"	4.22636	4.2735	4.28473	4.31332
"ENSMUSG00000003518"	8.25254	8.252855	8.874305	8.66065
"ENSMUSG00000003526"	5.45564	5.47835	5.53776	5.59076
"ENSMUSG00000003527"	6.863045	6.81902	6.644895	6.8599
"ENSMUSG00000003531"	8.83261	8.74552	8.6865	8.68263
"ENSMUSG00000003534"	8.286636	8.220386	7.922434	7.854708
"ENSMUSG00000003541"	10.70094	10.76949	10.98073	10.80897
"ENSMUSG00000003545"	4.80018	4.90476	4.64024	5.10868
"ENSMUSG00000003546"	6.79928	6.75081	6.790855	6.777035
"ENSMUSG00000003549"	9.27711	9.10398	8.86873	8.84029
"ENSMUSG00000003555"	5.01134	4.90544	4.84678	5.03915
"ENSMUSG00000003559"	6.28111	6.13243	6.96882	7.10201
"ENSMUSG00000003573"	7.22067	6.93797	6.88781	6.64078
"ENSMUSG00000003585"	6.3967	6.14905	6.03639	6.35557
"ENSMUSG00000003617"	9.20806857142857	9.25103	7.89379428571429	7.92982857142857
"ENSMUSG00000003623"	9.36705	9.2579	9.16421	9.25778
"ENSMUSG00000003644"	5.2382	5.29235	5.30619	5.43497
"ENSMUSG00000003657"	7.35261	7.37183	6.98103	7.38627
"ENSMUSG00000003662"	10.59023	10.61275	10.67253	10.7474
"ENSMUSG00000003665"	6.86738	6.75453	6.80653	6.76955
"ENSMUSG00000003680"	8.0903	8.094965	8.249005	8.194405
"ENSMUSG00000003721"	9.02952	9.03258	8.98159333333333	9.04448
"ENSMUSG00000003731"	8.54956	8.60346	8.674405	8.61643
"ENSMUSG00000003746"	9.281505	9.31394	9.01615	9.00273
"ENSMUSG00000003762"	7.83867	7.76337	7.90275	7.96987
"ENSMUSG00000003778"	7.4664525	7.564045	7.36658	7.2606125
"ENSMUSG00000003779"	8.01103	7.83035	7.79951	7.66364
"ENSMUSG00000003808"	8.69778	8.69042	8.79838	8.78021
"ENSMUSG00000003809"	7.79728	7.86489	7.84594	7.90941
"ENSMUSG00000003810"	9.22	9.24962	9.12684	9.10026
"ENSMUSG00000003813"	7.991165	8.099675	8.192805	8.163
"ENSMUSG00000003814"	12.7764766666667	12.7744166666667	12.32978	12.3789833333333
"ENSMUSG00000003824"	8.28244	8.15953	8.6554	8.63376
"ENSMUSG00000003847"	5.486165	5.493925	5.4857925	5.5950975
"ENSMUSG00000003849"	7.79168	7.67063	7.40252	7.31322
"ENSMUSG00000003865"	8.13326	8.20795	8.686935	8.62566
"ENSMUSG00000003868"	9.68068	9.55879	10.01357	9.95069
"ENSMUSG00000003872"	5.021735	5.005805	5.046455	5.1369575
"ENSMUSG00000003873"	10.85358	10.83158	10.43074	10.38188
"ENSMUSG00000003882"	5.48161	5.48574	5.47083	5.63019
"ENSMUSG00000003923"	9.67261	9.59917	9.68191	9.72117
"ENSMUSG00000003929"	4.76098	4.59742	4.35632	4.33642
"ENSMUSG00000003934"	5.83708	6.01051	6.04334	5.97882
"ENSMUSG00000003948"	12.42141	12.554835	13.51579	13.45216
"ENSMUSG00000003949"	5.38591	5.31773	5.128755	5.377925
"ENSMUSG00000003955"	12.94939	12.84859	13.70687	13.78779
"ENSMUSG00000003970"	13.60181	13.53978	13.37174	13.2888
"ENSMUSG00000003992"	7.560965	7.790265	7.15599	7.142715
"ENSMUSG00000004018"	8.2871	8.40503	8.61864	8.55462
"ENSMUSG00000004032"	10.75905	10.75495	10.40429	10.36983
"ENSMUSG00000004035"	5.74735	5.76316	5.87955	5.78405
"ENSMUSG00000004038"	5.42493	5.33727	5.451125	5.3819
"ENSMUSG00000004040"	11.31053	11.328045	11.16241	11.187565
"ENSMUSG00000004043"	7.647995	7.90295	7.75935	7.7751
"ENSMUSG00000004044"	8.64177	8.60749	9.42755	9.252345
"ENSMUSG00000004054"	8.03692	8.08241	8.02569	8.15222
"ENSMUSG00000004056"	9.04341	9.00443	9.38078	9.30481
"ENSMUSG00000004069"	7.33874	7.35112333333333	7.72838666666667	7.75425
"ENSMUSG00000004070"	10.28688	10.24505	10.40214	10.42358
"ENSMUSG00000004071"	7.73165	7.863915	8.163135	8.149115
"ENSMUSG00000004085"	5.38519	5.49197	5.588575	5.484135
"ENSMUSG00000004096"	11.14235	11.0294	10.91388	10.91841
"ENSMUSG00000004098"	7.670685	7.707665	7.89189	7.958135
"ENSMUSG00000004099"	9.21916	9.23051	9.071335	8.937085
"ENSMUSG00000004100"	9.20697	9.11873	9.12626	9.18939
"ENSMUSG00000004105"	8.6991725	8.73171	8.59568	8.4867275
"ENSMUSG00000004110"	5.10982	5.37418	5.27689	5.3104
"ENSMUSG00000004113"	5.6716	5.90319	5.94907	5.8876
"ENSMUSG00000004127"	8.39734	8.424195	8.668025	8.562535
"ENSMUSG00000004151"	4.821765	4.764735	4.73245	4.670185
"ENSMUSG00000004187"	4.96065	5.06311	5.124415	5.13039
"ENSMUSG00000004207"	12.41022	12.433855	12.336415	12.303535
"ENSMUSG00000004221"	8.15510666666667	8.14835666666667	8.27395666666667	8.18557333333333
"ENSMUSG00000004263"	6.14638	6.0904	5.96565	5.94547
"ENSMUSG00000004264"	11.9287566666667	11.8942633333333	12.32763	12.38467
"ENSMUSG00000004266"	5.56877	5.47729	5.55793	5.67585
"ENSMUSG00000004267"	5.48996	5.37204	5.49141	5.4481
"ENSMUSG00000004268"	11.5381	11.5559	11.47912	11.3815
"ENSMUSG00000004270"	11.45884	11.52014	12.22568	12.30804
"ENSMUSG00000004285"	11.42185	11.40184	11.37327	11.42038
"ENSMUSG00000004296"	4.95582	4.914835	4.92556	5.00598
"ENSMUSG00000004317"	6.961915	6.90457	6.892725	6.73366
"ENSMUSG00000004319"	7.6279975	7.626995	7.9332225	7.871865
"ENSMUSG00000004328"	6.39916666666667	6.42273	6.46009	6.53488333333333
"ENSMUSG00000004341"	4.65655	4.75993	4.5848	4.82545
"ENSMUSG00000004344"	5.10184	5.3074	5.24703	5.30885
"ENSMUSG00000004347"	4.514255	4.48597	4.48976	4.66769
"ENSMUSG00000004356"	9.08622	9.09517	9.03989	8.95524
"ENSMUSG00000004359"	4.643035	4.7722	4.83759	4.91527
"ENSMUSG00000004364"	8.65685333333333	8.63116	8.64654666666667	8.58396333333333
"ENSMUSG00000004366"	5.59135	5.60567	5.73721	5.82977
"ENSMUSG00000004371"	8.45136	8.36988	8.09108	7.82457
"ENSMUSG00000004383"	7.60228	7.57612	7.3976	7.43441
"ENSMUSG00000004393"	8.99881	9.08238	9.13012	9.03476
"ENSMUSG00000004394"	7.49558	7.59716	7.455905	7.448415
"ENSMUSG00000004415"	5.07705	4.93891	5.12617	5.16837
"ENSMUSG00000004446"	7.584875	7.71933	7.50022	7.537615
"ENSMUSG00000004451"	10.00569	9.972145	9.776805	9.66981
"ENSMUSG00000004455"	11.542255	11.568915	11.365045	11.242045
"ENSMUSG00000004460"	11.0611	11.0445	10.92605	10.85551
"ENSMUSG00000004473"	7.72198	7.72247	7.63889	7.71031
"ENSMUSG00000004508"	6.03348	6.12396	6.05262	6.21672
"ENSMUSG00000004530"	8.061295	8.152715	7.86173	7.639115
"ENSMUSG00000004535"	9.95482	10.00702	10.22317	10.16671
"ENSMUSG00000004540"	4.20129	4.01484	4.01164	4.00088
"ENSMUSG00000004542"	4.05809666666667	4.03769	4.02976	4.06529
"ENSMUSG00000004552"	5.27232	5.47934	5.33541	5.56813
"ENSMUSG00000004558"	9.19654	9.21341	10.13502	10.24824
"ENSMUSG00000004561"	7.93859	8.0279	8.29013	8.19915
"ENSMUSG00000004562"	8.3565	8.27608	8.19998333333333	8.18738333333333
"ENSMUSG00000004565"	7.68821	7.79729	7.49974	7.67327
"ENSMUSG00000004567"	8.372645	8.42385	8.391415	8.35978
"ENSMUSG00000004568"	8.98106	9.15934	9.5497	9.59316
"ENSMUSG00000004609"	5.53461	5.37668	5.26918	5.54527
"ENSMUSG00000004610"	12.11152	12.07978	12.67949	12.68133
"ENSMUSG00000004612"	5.36407	5.09628	5.07254	5.38984
"ENSMUSG00000004626"	8.12286333333333	8.09987333333333	8.6495	8.72267
"ENSMUSG00000004630"	5.2796	5.30456	5.52191666666667	5.48199333333333
"ENSMUSG00000004631"	10.38694	10.4537	10.18204	10.1773
"ENSMUSG00000004633"	4.49543	4.519185	4.412465	4.41316
"ENSMUSG00000004637"	5.74089	5.75344333333333	5.80691333333333	5.81496
"ENSMUSG00000004642"	10.93891	10.88918	10.89044	10.8164
"ENSMUSG00000004651"	4.43201666666667	4.43554	4.50497666666667	4.49633333333333
"ENSMUSG00000004654"	5.88431	5.95667	5.93342	6.18912
"ENSMUSG00000004655"	7.13692	6.73808	6.98142	6.93047
"ENSMUSG00000004661"	6.18534	5.8832	5.99621	5.84703
"ENSMUSG00000004665"	12.52051	12.43308	12.02954	11.82121
"ENSMUSG00000004667"	8.67098	8.551255	8.73725	8.686395
"ENSMUSG00000004677"	9.67935	9.6486	9.42946	9.39917
"ENSMUSG00000004698"	4.93562	5.08117	4.9551	5.19971
"ENSMUSG00000004707"	5.56099	5.58362	5.45688	5.59443
"ENSMUSG00000004709"	4.48558	4.6134	4.61431	4.58544
"ENSMUSG00000004730"	8.0775	8.11573	8.13599	8.20773
"ENSMUSG00000004748"	6.95452	7.09737	8.49148	8.73307
"ENSMUSG00000004768"	7.825025	7.86868	7.70379	7.453545
"ENSMUSG00000004771"	10.991035	10.95737	10.825165	10.74793
"ENSMUSG00000004788"	9.47149	9.37172666666667	9.38529	9.28624666666667
"ENSMUSG00000004789"	9.125055	9.27961	9.94239	9.87019
"ENSMUSG00000004791"	7.49138	7.37487	7.57011	7.5189
"ENSMUSG00000004798"	8.05365333333333	8.00445333333333	7.77888333333333	7.65621666666667
"ENSMUSG00000004814"	5.93176	5.98468	5.98944	6.05685
"ENSMUSG00000004815"	6.46275	6.66312	6.5737	6.63586
"ENSMUSG00000004821"	4.28966	4.36486	4.25929	4.21491
"ENSMUSG00000004842"	4.72336	4.77654	4.82514	4.77654
"ENSMUSG00000004846"	11.68076	11.56456	11.2559	11.24871
"ENSMUSG00000004849"	10.67205	10.53826	10.66691	10.65811
"ENSMUSG00000004864"	6.16788	6.07707	6.30137	6.26729
"ENSMUSG00000004865"	8.90862	8.80766	9.17821	9.31331
"ENSMUSG00000004872"	4.69458	4.742215	4.757545	4.86967
"ENSMUSG00000004880"	9.8654	9.74723	9.71675	9.52404
"ENSMUSG00000004885"	6.79604	6.50665	6.56071	6.71317
"ENSMUSG00000004891"	6.81584666666667	6.94558333333333	6.76848666666667	6.64774666666667
"ENSMUSG00000004892"	5.91992	6.10285	6.25637	6.34523
"ENSMUSG00000004894"	5.91256	5.87485	5.92451	5.850505
"ENSMUSG00000004895"	8.05846	7.95609	8.07648	8.17164
"ENSMUSG00000004896"	7.73184	7.74736	7.76598	7.707
"ENSMUSG00000004897"	11.186135	11.1891	11.10906	11.06377
"ENSMUSG00000004929"	7.13337	7.11198	7.19785	7.29586
"ENSMUSG00000004931"	8.99689	8.97176	9.18224	9.22504
"ENSMUSG00000004933"	4.826875	4.967895	5.01417	5.00071
"ENSMUSG00000004934"	8.94957	8.93518	8.94212	9.02548
"ENSMUSG00000004936"	11.5335	11.43585	11.47398	11.45049
"ENSMUSG00000004937"	10.5481	10.60603	11.02987	11.05243
"ENSMUSG00000004945"	10.33045	10.28726	10.68098	10.69996
"ENSMUSG00000004947"	8.978115	8.98385	9.543095	9.59712
"ENSMUSG00000004948"	4.643	4.59668	4.69117	4.62458
"ENSMUSG00000004951"	12.59909	12.542295	12.2152	12.01773
"ENSMUSG00000004952"	6.71197	6.58478	6.75656	6.48427
"ENSMUSG00000004961"	6.68531	6.71836	6.89525	6.88665
"ENSMUSG00000004980"	11.279245	11.30061	11.2016325	11.1966425
"ENSMUSG00000004988"	5.47355	5.79221	5.67574	5.86163
"ENSMUSG00000004994"	5.99259	5.96141	6.01128	5.94517
"ENSMUSG00000004996"	9.12173	9.05876	8.99103	8.99136
"ENSMUSG00000005034"	7.48893	7.600625	7.583315	7.40463
"ENSMUSG00000005043"	6.484225	6.60164	6.501335	6.52722
"ENSMUSG00000005054"	12.885935	12.854275	13.20629	13.304585
"ENSMUSG00000005057"	6.679805	6.80825	7.362745	7.189465
"ENSMUSG00000005069"	8.89936	8.899445	9.799315	9.776395
"ENSMUSG00000005078"	10.407975	10.46486	10.583245	10.519235
"ENSMUSG00000005087"	11.22237	11.10229	10.981235	10.78753
"ENSMUSG00000005089"	5.02453	4.97747	4.97797	5.01214
"ENSMUSG00000005102"	7.65799	7.66193	7.64185	7.69584
"ENSMUSG00000005103"	10.8144666666667	10.7152966666667	10.7303633333333	10.5751066666667
"ENSMUSG00000005107"	5.40074	5.51581	5.49639	5.37471
"ENSMUSG00000005124"	11.27427	11.25521	10.820875	10.660105
"ENSMUSG00000005125"	7.142982	7.113978	7.524148	7.642416
"ENSMUSG00000005142"	10.24244	10.29661	9.96473	9.89217
"ENSMUSG00000005148"	5.33009	5.49518	5.32303	5.3925
"ENSMUSG00000005150"	8.49646	8.4675	8.69853	8.76718
"ENSMUSG00000005161"	11.04606	10.96177	11.026195	10.980655
"ENSMUSG00000005198"	7.901455	7.889535	7.875125	7.853135
"ENSMUSG00000005202"	4.94519	4.81086	4.80929	5.05846
"ENSMUSG00000005204"	10.56739	10.64393	10.76134	10.6547
"ENSMUSG00000005220"	4.43914	4.42946	4.25054	4.47736
"ENSMUSG00000005232"	4.30736	4.28652	4.32085	4.33931
"ENSMUSG00000005233"	7.043775	7.132475	7.31394	7.25876
"ENSMUSG00000005251"	4.348105	4.317235	4.430085	4.30757
"ENSMUSG00000005262"	9.74558	9.761965	9.826125	9.796775
"ENSMUSG00000005267"	4.24493	4.21496	4.2106	4.04135
"ENSMUSG00000005268"	5.36466	5.32956833333333	5.90357333333333	5.86764666666667
"ENSMUSG00000005299"	6.39842	6.4720925	6.85685	6.7595975
"ENSMUSG00000005312"	10.84748	10.87266	11.416695	11.3992
"ENSMUSG00000005320"	4.38858	4.407895	4.39368	4.414195
"ENSMUSG00000005338"	5.681795	5.745875	5.733675	5.866965
"ENSMUSG00000005339"	4.44398	4.26746	4.23408	4.42131
"ENSMUSG00000005354"	10.40446	10.4393266666667	10.9310866666667	10.9046333333333
"ENSMUSG00000005355"	4.80403	5.06921	5.09565	5.22445
"ENSMUSG00000005357"	6.9637	6.95449	6.52625	6.05067
"ENSMUSG00000005360"	7.13136333333333	7.26061	6.80122666666667	6.86233666666667
"ENSMUSG00000005362"	9.73987	9.75877	9.87934	9.888475
"ENSMUSG00000005364"	4.42521	4.52291	4.61312	4.48982
"ENSMUSG00000005370"	8.5825	8.58364	8.4825	8.15447
"ENSMUSG00000005371"	8.99319	8.94074	8.49335	8.58097
"ENSMUSG00000005373"	7.96121	8.21423	8.14349	8.07248
"ENSMUSG00000005374"	7.30498	7.33153333333333	7.34249333333333	7.31897666666667
"ENSMUSG00000005378"	9.2296	9.2808	9.19556	9.16069
"ENSMUSG00000005397"	11.04717	11.088055	11.18993	11.238685
"ENSMUSG00000005410"	7.87232	7.75614	7.85396	7.68538
"ENSMUSG00000005413"	11.87434	11.89555	12.73648	12.76417
"ENSMUSG00000005417"	11.42064	11.46972	11.38467	11.3049
"ENSMUSG00000005442"	8.68852	8.62838	8.51304	8.64352
"ENSMUSG00000005447"	8.78339	8.60566	9.04441	9.21899
"ENSMUSG00000005465"	6.05939	6.14665	6.29286	6.35663
"ENSMUSG00000005469"	9.31249	9.37616	9.53397	9.53029
"ENSMUSG00000005470"	8.45098	8.52607	8.82472	8.70843
"ENSMUSG00000005474"	4.99986	5.23539	4.99843	5.29248
"ENSMUSG00000005481"	10.8890525	10.8278325	10.751185	10.6349475
"ENSMUSG00000005483"	10.266715	10.30784	10.355715	10.36038
"ENSMUSG00000005493"	4.69417	4.86642	4.91994	4.77529
"ENSMUSG00000005503"	5.34693	5.23025	5.19155	5.36947
"ENSMUSG00000005505"	8.47093	8.50032	8.43173	8.37791
"ENSMUSG00000005506"	8.745622	8.79827	8.759502	8.778476
"ENSMUSG00000005510"	12.28283	12.39782	12.71515	12.75497
"ENSMUSG00000005514"	10.13835	10.17505	10.47724	10.38563
"ENSMUSG00000005533"	8.16828	8.14514	7.87388	7.73239
"ENSMUSG00000005534"	5.54334	5.542965	5.587525	5.559365
"ENSMUSG00000005540"	4.884535	4.830315	4.995075	5.08896
"ENSMUSG00000005547"	4.93284	4.93407	4.98056	4.9481
"ENSMUSG00000005553"	5.51787	5.59428	5.66578	5.67478
"ENSMUSG00000005566"	10.47086	10.42805	10.13377	10.02
"ENSMUSG00000005575"	8.144685	8.118335	8.43387	8.409675
"ENSMUSG00000005580"	7.84335	7.75548	7.70369	7.7022
"ENSMUSG00000005583"	6.720562	6.713082	6.368122	6.379582
