"Beige/brite (cold on sWAT)_M10(r1)"	"Beige/brite (cold on sWAT)_M10(r2)"	"Beige/brite (cold on sWAT)_M10(r3)"	"Treated BAT (cold)_M10(r1)"	"Treated BAT (cold)_M10(r2)"	"Treated BAT (cold)_M10(r3)"	"sWAT_M10(r1)"	"sWAT_M10(r2)"	"sWAT_M10(r3)"	"mWAT_M10(r1)"	"mWAT_M10(r2)"	"Beige/brite (cold on mWAT)_M10(r1)"	"Beige/brite (cold on mWAT)_M10(r2)"	"BAT_M10(r1)"	"Beige/brite (cold on mWAT)_M10(r3)"	"mWAT_M10(r3)"	"BAT_M10(r2)"	"BAT_M10(r3)"
"ENSMUSG00000043945"	3.115735	3.08504	3.015845	3.273805	3.29998	3.41485	3.119775	3.042125	3.100315	3.249365	2.895345	3.383615	3.163315	3.254925	3.088885	3.158705	3.037225	3.248095
"ENSMUSG00000043953"	7.96536	7.07886	7.21413	7.1239	7.21445	7.09847	7.42278	7.56834	7.1244	6.56757	7.02245	7.0393	7.20875	6.90884	6.98729	6.74284	6.97838	6.61068
"ENSMUSG00000043962"	10.35291	10.4586433333333	10.4713566666667	10.46455	10.2605666666667	10.2938333333333	10.5041633333333	10.46621	10.4050533333333	10.4290633333333	10.0869966666667	10.3931966666667	10.4792533333333	10.1803533333333	10.0028933333333	10.41853	10.4795933333333	10.4781366666667
"ENSMUSG00000043964"	9.47676	8.77585	9.2283	10.16745	10.096	10.10211	9.10615	9.24183	9.23253	9.22733	9.59749	9.45076	9.45523	9.41884	9.53309	9.44171	9.66443	9.34996
"ENSMUSG00000043969"	8.24815	7.88446	8.0987	3.68071	4.47077	3.40483	7.93445	8.00003	8.08028	3.08543	3.25155	2.8696	2.99905	5.0709	2.96037	2.80504	3.48841	5.53742
"ENSMUSG00000043982"	4.01643	3.9066	3.85273	3.93899	4.56115	4.43171	3.84431	3.79233	3.74088	3.97861	3.81208	3.9002	3.79233	4.00178	4.15262	3.90996	4.31132	4.26762
"ENSMUSG00000043986"	4.57703	4.89859	4.85198	5.252	5.30429	5.58653	4.70467	4.4969	4.64157	4.77589	4.71603	4.65508	4.57782	5.28815	4.62635	4.85783	5.45091	5.33032
"ENSMUSG00000043987"	9.05812	8.94813	9.16843	8.86595	8.72687	8.59616	9.54411	9.23419	9.40834	9.38164	9.17161	9.25475	9.35215	8.75499	9.0543	9.47055	8.87003	8.78086
"ENSMUSG00000043991"	10.2205283333333	10.2874266666667	10.343285	10.3946683333333	10.4032383333333	10.4476316666667	10.3369866666667	10.4467516666667	10.40259	10.5138633333333	10.635075	10.4576316666667	10.2720166666667	10.1649666666667	10.6199466666667	10.3728266666667	10.4273283333333	10.3635283333333
"ENSMUSG00000043993"	8.03632	7.96232	7.36028	7.34069	7.56093	7.16756	7.45826	7.76142	6.9912	6.20029	7.31433	6.78276	7.17808	8.23905	7.60028	6.67541	7.60191	8.13079
"ENSMUSG00000043998"	8.54594	8.82541	8.86461	8.580295	8.573685	8.795315	8.87566	8.72304	8.850705	8.94567	8.66957	8.79242	8.85076	8.56814	8.818725	8.790615	8.74692	8.83352
"ENSMUSG00000043999"	6.29384	5.99958	5.95398	6.41142	6.2957	6.41945	5.69498	5.80267	5.82893	5.92316	6.42913	5.97466	6.01595	5.9881	6.84911	6.09793	5.86803	6.18043
"ENSMUSG00000044005"	6.62669	6.17128	6.74811	6.29533	6.84798	6.53913	7.54149	6.25122	6.47646	6.52552	7.13587	6.48011	10.88143	5.97844	7.18049	6.4778	6.74198	6.26352
"ENSMUSG00000044006"	6.140545	6.1811	6.147255	6.74128	6.81126	6.901795	6.03372	6.07376	5.9199	5.969925	6.287815	5.861155	5.90525	6.972985	6.125745	5.979205	6.87117	6.636165
"ENSMUSG00000044014"	3.320425	3.051935	3.324905	3.40596	3.55808	3.507975	2.943235	3.24779	3.081575	3.280235	3.36278	3.2999	3.248075	3.58891	3.3548	3.195225	3.433735	3.49147
"ENSMUSG00000044017"	9.44148	9.10197	8.57067	8.64342	8.66095	9.46926	8.84914	9.00344	9.02165	9.33579	10.05303	9.49612	8.89931	7.44714	10.22796	9.51634	6.83136	7.58032
"ENSMUSG00000044018"	10.70092	10.61835	10.77631	11.563745	11.586225	11.60746	10.33321	10.532735	10.142055	10.134725	10.298825	9.99626	9.98117	11.39808	10.320895	10.10421	11.7017	11.55369
"ENSMUSG00000044022"	5.7301	5.640285	5.47655	5.540815	5.45967	5.699625	5.640785	5.97956	5.645655	5.58675	6.19433	5.81605	5.89284	5.602495	6.347585	5.74414	5.563495	5.476325
"ENSMUSG00000044024"	6.22407	6.23553	6.23823	6.40841	6.28528	6.06482	6.20632	5.93175	6.15033	6.14217	5.84564	6.12164	6.32817	6.3936	6.13636	6.28951	6.23007	6.28389
"ENSMUSG00000044026"	10.23949	9.86838	10.34672	10.65784	10.9102	11.12313	9.48899	9.699	9.581	9.45369	9.07684	9.4089	9.16446	9.20769	9.29897	9.15783	9.77195	9.76481
"ENSMUSG00000044030"	8.06969	8.1916	7.99604	8.25547	8.0608	8.04323	8.33614	8.15539	8.17998	8.09711	8.23411	8.02688	8.03137	8.3352	8.17073	8.19264	8.49701	8.3843
"ENSMUSG00000044033"	6.48722	6.294102	6.338694	6.027798	5.947852	5.928462	6.616676	6.741038	6.294818	6.36006	6.826432	6.202448	6.070498	5.943744	6.7078	6.331634	5.969732	5.944458
"ENSMUSG00000044034"	5.92308	6.0511	5.81059	5.9743	5.97129	5.45336	5.73847	5.81059	5.86546	6.16757	6.52965	6.39006	6.28435	5.60474	6.42723	6.22957	5.94745	5.68094
"ENSMUSG00000044037"	8.321395	8.49305	8.458525	8.17316	8.2188	8.39417	8.41555	8.842815	8.751575	8.541905	8.222645	8.568715	8.28507	8.16901	8.154705	8.70118	7.932375	8.24461
"ENSMUSG00000044041"	3.59139	3.43114	3.74521	3.66588	3.86243	4.20771	3.48932	3.34044	3.53114	3.4163	3.3855	3.46742	3.29265	3.37067	3.29655	3.48767	3.46817	3.53095
"ENSMUSG00000044042"	6.654225	6.85131	6.85789	4.750575	5.1942	5.21546	6.71292	7.128605	6.793735	6.82113	7.22302	6.93521	6.70057	5.18533	7.22044	6.974075	4.434565	5.337585
"ENSMUSG00000044043"	4.535805	4.641785	4.61999	4.750205	4.91929	4.961475	4.453205	4.709205	4.446275	4.45836	4.85973	4.532345	4.52057	4.64931	4.86706	4.492265	4.839005	4.57532
"ENSMUSG00000044052"	6.2738	6.28827	6.54177	6.54914	6.67702	7.07964	6.12652	5.872	6.28919	6.36691	6.15708	6.35432	6.07748	6.84349	6.01453	6.48187	6.78634	6.63634
"ENSMUSG00000044055"	4.27554	4.37986	4.2623	4.43146	4.58913	4.5644	4.3166	4.24024	4.26514	4.1239	4.01879	4.47897	4.60373	4.34574	4.24865	4.49486	4.44389	4.37581
"ENSMUSG00000044056"	4.86967	5.0706	4.45274	5.57857	5.36132	5.21884	4.82247	4.40263	4.875	4.96856	5.47984	4.67972	4.85659	4.72524	5.15407	4.91155	5.1692	5.13401
"ENSMUSG00000044060"	6.61781333333333	6.96072333333333	6.33025333333333	6.30687333333333	6.31931333333333	6.31192333333333	6.15766333333333	6.37797333333333	6.26714333333333	6.29454666666667	6.75814333333333	6.50532	6.63661	6.68257	6.70726333333333	6.44007333333333	6.94810666666667	6.87825666666667
"ENSMUSG00000044062"	5.47531	5.47116	5.56316	5.86413	5.87698	5.85256	5.5152	5.54009	5.57834	4.93002	5.42745	4.97151	4.63656	5.50535	5.10207	4.98289	5.69974	5.40778
"ENSMUSG00000044065"	3.17154	3.03922	2.95045	3.30551	3.26934	3.39235	2.89577	3.03784	2.86976	3.22066	3.34589	3.51849	3.48472	3.13127	3.57796	3.33893	3.0548	2.92613
"ENSMUSG00000044066"	7.572376	7.459234	7.508914	8.302916	8.360422	8.378482	7.489648	7.409878	7.381892	7.443638	7.429016	7.372108	7.341464	8.66793	7.259276	7.301234	8.538548	8.421166
"ENSMUSG00000044067"	3.88859	3.583755	3.60015	3.80776	3.646935	3.380425	3.570635	3.644185	4.02193	4.51752	5.65374	4.82828	4.61327	3.641595	5.080905	5.0136	3.58367	3.54533
"ENSMUSG00000044068"	11.15436	11.29493	11.13248	11.24038	11.20551	11.13905	10.70729	11.00197	11.10226	11.29622	11.57359	11.32083	11.46353	11.5436	11.34528	11.25534	11.53526	11.6155
"ENSMUSG00000044071"	5.27265	4.67805	4.53681	4.58372	4.94014	5.07667	3.85682	4.44685	4.22065	5.59786	6.49816	5.77059	5.64149	4.37058	6.85994	5.93083	4.4586	4.59223
"ENSMUSG00000044072"	4.903815	4.71651	4.62901	4.810465	4.80917	4.737185	4.685745	4.80909	4.96883	4.900655	5.01325	4.72558	5.22786	4.742215	4.799115	4.913225	4.70908	4.70543
"ENSMUSG00000044080"	10.957075	10.708655	10.838245	11.555605	11.59358	11.606135	10.34309	10.68024	10.079735	9.93912	10.37679	9.93745	9.98322	11.90197	10.43638	9.77443	11.88721	11.83945
"ENSMUSG00000044081"	5.59805	6.09012	5.60488	6.20574	6.25151	5.61928	5.59168	5.58336	5.45806	5.29769	5.60957	5.46247	5.41549	5.48761	6.13323	5.16591	5.44234	5.21288
"ENSMUSG00000044083"	5.3285	5.4499	5.30735	5.19626	4.79345	5.13346	5.73622	6.91544	6.0569	4.96948	5.03285	4.7417	4.73285	5.69522	4.7201	5.42074	5.67922	6.11703
"ENSMUSG00000044086"	5.79493	6.57056	5.91123	5.23909	6.44461	6.25615	6.99801	5.91675	5.9482	5.31721	6.04806	5.4558	5.13414	8.12635	5.96641	5.81316	5.79794	8.73571
"ENSMUSG00000044092"	7.12395	6.6203	6.13414	7.00491	6.406	6.91712	6.77416	6.77462	6.30868	6.79704	6.38527	7.50073	7.97734	6.72374	6.68175	6.92138	6.96182	6.51297
"ENSMUSG00000044098"	9.14519666666667	9.47184666666667	9.53748666666667	9.34251	9.22772	9.12743	9.33619	9.42527666666667	9.55504333333333	9.55064666666667	9.25149	9.53636666666667	9.49226333333333	9.65217	9.30865666666667	9.60217666666667	9.66463666666667	9.63971
"ENSMUSG00000044103"	3.94417	3.73549	3.67756	4.49068	4.28138	4.16391	3.95478	3.97212	3.61223	3.7424	4.12693	3.69396	3.58461	4.12081	3.54186	3.87935	4.73089	4.60668
"ENSMUSG00000044117"	5.22836	5.26597	5.14567	5.60317	5.47371	5.47225	5.25206	5.15785	5.22549	5.97237	7.1077	6.00001	6.10053	5.34876	6.99469	6.18638	5.48258	5.37171
"ENSMUSG00000044121"	3.06654	3.15738	3.1336	3.3345	3.35478	3.54695	2.98195	2.95227	2.86061	3.14806	3.16522	3.08135	2.82442	3.26376	3.08318	3.10281	3.52182	3.03415
"ENSMUSG00000044122"	11.86193	11.65023	11.64575	12.7711	12.84431	12.96086	11.33354	11.46264	11.16929	10.9216	11.46049	10.78211	10.76288	12.5757	11.24023	10.44742	12.48051	12.18661
"ENSMUSG00000044134"	8.45258	8.55826	8.45768	8.34764	8.32362	8.45067	8.75458	8.58576	8.5158	8.19706	8.43413	8.14118	8.18648	8.74423	8.48864	8.0364	8.86705	8.80591
"ENSMUSG00000044139"	6.69622	6.32496	6.16792	6.42732	6.67386	6.69622	6.27632	6.73694	6.36626	6.28979	6.71744	6.20268	6.46747	6.71202	6.46307	6.46172	7.03786	6.73745
"ENSMUSG00000044147"	10.927465	10.8810075	11.076215	11.025245	11.0576	11.06099	11.0843975	10.9506025	11.1271375	11.1469825	10.6761975	11.1426375	10.9788225	10.8793975	10.7321575	11.0394575	11.0350975	10.9414275
"ENSMUSG00000044148"	9.175055	9.231925	9.328305	9.60459	9.48705	9.545105	9.243585	9.255735	9.38285	9.238595	9.156305	9.32724	9.194505	9.45682	9.150995	9.05758	9.601575	9.375815
"ENSMUSG00000044149"	6.395	6.50021	6.29517	6.341615	6.138415	6.200215	6.62618	6.471765	6.611965	6.472605	6.57018	6.44933	6.38569	6.355865	6.334245	6.405705	6.43955	6.266155
"ENSMUSG00000044150"	9.32491	9.36274	9.45926	9.25899	9.07202	9.08325	9.68734	9.50168	9.67288	9.6868	9.14294	9.54727	9.47377	9.33368	8.88311	9.47406	9.3521	9.26346
"ENSMUSG00000044155"	7.602585	7.390215	7.52502	7.72744	7.262815	7.47606	7.546365	7.540925	7.58392	7.8275	7.83578	7.720025	7.708935	7.390175	7.63594	7.49361	7.564475	7.352215
"ENSMUSG00000044156"	7.42955	6.48951	6.27945	4.3543	4.65203	4.05095	9.59093	7.16473	7.03685	7.32678	5.97567	6.73734	6.99812	6.17229	5.788	7.30567	5.34714	5.13989
"ENSMUSG00000044164"	6.02581	5.702905	5.64699	8.12799	7.34669	7.62275	6.702355	5.84069	5.898075	5.53984	6.349435	5.681625	5.22024	8.88924	6.062485	5.731675	9.18004	8.661495
"ENSMUSG00000044165"	6.58588	6.83477	6.98095	7.82583	7.27177	7.35704	11.62614	7.76164	6.89978	6.23327	5.56352	6.55593	6.57064	6.71195	5.84964	5.85789	7.15663	6.51355
"ENSMUSG00000044167"	10.1707833333333	10.24498	10.2370333333333	10.2398166666667	10.24948	10.1199633333333	10.26239	10.2352933333333	10.4743433333333	10.47802	10.0978833333333	10.5423166666667	10.4693466666667	10.1655466666667	10.0020233333333	10.4328133333333	10.1703633333333	10.0456266666667
"ENSMUSG00000044172"	4.15514	4.28543	3.78953	4.21011	4.54258	4.68537	4.14832	4.04084	3.97436	4.356	4.61909	4.34356	4.27026	4.62345	4.26795	4.47439	4.39597	4.08954
"ENSMUSG00000044176"	3.72364	3.9985	3.97786	4.0265	4.45403	3.9373	3.92693	4.0089	3.96888	3.7923	4.33336	3.99267	3.96048	3.58216	3.97786	4.12475	3.80552	4.29447
"ENSMUSG00000044177"	5.56191	5.46236	5.83936	5.70492	5.06562	5.68716	5.37173	5.38274	5.43394	6.48524	7.20437	6.61034	6.43491	5.88705	7.30287	6.59725	5.68427	5.82711
"ENSMUSG00000044186"	4.43932	4.54299	4.70771	5.116855	5.060445	5.181305	4.514845	4.6797	4.60734	4.29396	4.498095	4.6205	4.463965	4.954085	4.74888	4.690725	4.873195	4.85734
"ENSMUSG00000044197"	7.4181525	7.5623375	7.7062625	7.8956175	8.0976625	8.34163	6.77622	7.3479525	6.9468775	6.8459425	6.970255	7.513745	7.2780725	7.3046875	7.2919	6.888665	7.71962	7.7286575
"ENSMUSG00000044199"	8.41727	8.60561	8.58904	6.82996	7.14616	6.65344	8.29593	8.222	9.57551	9.40014	6.67024	9.36676	9.36836	7.19348	6.75298	9.27639	6.91444	7.22261
"ENSMUSG00000044201"	6.246265	6.204005	6.20799	6.136045	6.237345	5.883	8.458365	5.778445	6.93716	7.12273	5.663945	6.997075	6.82336	5.887	5.85487	6.73249	5.64507	5.93884
"ENSMUSG00000044206"	5.85888	5.72409	5.352	3.45841	4.29445	4.13914	5.15544	4.58615	5.04132	7.3031	6.7022	5.39074	6.88233	3.55489	7.47869	6.88284	3.23861	3.47215
"ENSMUSG00000044216"	5.41576	5.29552	5.67999	5.93847	5.88995	5.82121	5.00569	5.44149	5.31319	5.31592	5.44019	5.27029	4.9432	5.80185	5.45778	5.17343	5.29137	5.42646
"ENSMUSG00000044217"	12.32977	12.45586	11.99397	7.27677	6.66268	7.2186	11.57249	12.46746	12.17843	8.71022	8.7311	7.90782	7.45749	7.37889	9.51908	8.55455	6.36779	7.28847
"ENSMUSG00000044220"	6.313345	6.485145	6.557095	6.9992	6.98868	6.975325	6.37103	6.26068	6.348985	6.8688	7.322725	6.9579	6.65583	6.912445	7.126465	6.96738	6.879185	6.70857
"ENSMUSG00000044221"	11.4019833333333	11.6091066666667	11.6729566666667	12.41787	12.4376566666667	12.43645	11.2524433333333	11.2837866666667	11.0605366666667	11.2763633333333	11.4398266666667	11.30796	11.2587566666667	12.28265	11.61457	11.3613966666667	12.2863533333333	12.28919
"ENSMUSG00000044222"	4.31909	4.26879	4.22038	4.46999	4.45548	4.52577	4.1366	4.21138	4.16456	4.32201	4.27513	4.27	4.29936	4.396	4.25867	4.19978	4.29132	4.71015
"ENSMUSG00000044224"	8.82631	8.676505	8.76675	9.649715	9.48721	9.541045	8.6845	8.81453	8.636765	8.685465	8.74345	8.45663	8.624005	9.348975	8.635365	8.539125	9.389465	9.344855
"ENSMUSG00000044227"	3.25595	3.3299	3.22569	3.59774	3.41687	3.58858	3.1383	3.25237	3.25443	3.23108	3.1774	3.21396	3.20663	3.62743	3.27445	3.31847	3.36556	3.24503
"ENSMUSG00000044229"	7.26278	7.27155	7.0596	5.10493	5.59296	5.17614	7.11888	7.07553	7.28756	6.94235	7.2651	7.3634	7.355	5.78627	7.80586	7.23033	5.85246	6.22507
"ENSMUSG00000044231"	7.45269	7.27653	7.28814	8.26847	8.14941	8.18037	6.91609	7.18319	6.75483	7.0076	7.93672	7.10904	6.79178	8.18739	7.63819	7.37965	7.91078	7.74206
"ENSMUSG00000044243"	4.631	4.32223	4.4969	6.44094	6.10164	6.23849	4.1607	4.59078	4.20429	4.22274	4.34071	4.7919	4.28976	4.53242	4.54754	4.39784	4.70125	4.2724
"ENSMUSG00000044244"	6.80673	6.49137	6.46364	6.22124	6.24363	6.43354	6.27998	6.56514	6.27437	6.01099	6.0186	5.5437	5.69422	6.45112	6.02343	5.7347	6.25429	6.18026
"ENSMUSG00000044248"	3.59415	3.2375	3.44504	3.51247	3.38118	3.72869	3.21284	3.41115	3.27147	3.04928	3.17727	3.13275	3.06221	3.46193	3.21794	3.20253	3.38512	3.33332
"ENSMUSG00000044249"	3.45849	3.58428	3.28686	3.40485	3.49816	3.24312	4.79644	4.37607	4.30676	3.00637	3.14036	3.08303	3.08437	3.15462	3.24354	3.15568	3.50935	3.68161
"ENSMUSG00000044250"	7.19138	7.53702	7.8098	5.80289	6.00529	5.89449	7.70183	7.51035	8.2799	8.16398	6.25707	8.16978	7.80207	6.20878	6.53634	8.20564	5.69839	6.06589
"ENSMUSG00000044252"	9.57977	9.54863	9.38259	10.24912	10.19807	10.200725	9.41796	9.5403	8.96748	8.66327	9.431055	8.75827	8.855265	10.531045	9.333	8.72042	10.49562	10.49917
"ENSMUSG00000044254"	3.37857	3.37128	3.35003	3.96914	3.9375	3.64474	3.43472	3.39839	3.33825	3.31117	3.54963	3.42229	3.38444	3.55189	3.43145	3.44049	3.74791	3.70782
"ENSMUSG00000044258"	11.29513	11.588765	11.365565	10.849425	10.57172	10.78545	11.060165	11.349	11.226695	11.366045	10.95197	11.526795	11.68919	9.96229	11.499865	11.28069	9.749895	10.24061
"ENSMUSG00000044276"	3.22726	3.31393	3.44322	3.67875	3.5913	4.49728	3.37872	3.09874	3.39553	3.12889	3.23548	2.97061	2.83923	3.262	3.22882	3.13802	3.59232	3.61718
"ENSMUSG00000044279"	7.45267	7.55058	7.27619	6.30041	6.749275	6.76739	7.769855	7.785095	7.592185	6.47627	6.546305	6.48083	7.69827	6.64203	6.50023	6.523855	6.40839	6.475965
"ENSMUSG00000044285"	13.7687833333333	13.92842	13.8695366666667	13.7259	13.6662533333333	13.6982766666667	13.8429266666667	13.7997666666667	13.88483	13.8984533333333	13.91101	13.8865466666667	13.8660966666667	13.6273266666667	13.9558033333333	13.9066833333333	13.6200066666667	13.5956633333333
"ENSMUSG00000044287"	4.44342	4.98188	4.86256	5.41019	5.45648	5.54972	4.52323	4.70391	4.80792	4.60278	4.67309	4.99095	4.63277	5.09234	4.43904	4.33397	5.35863	5.2177
"ENSMUSG00000044288"	5.704955	5.944365	5.42997	4.866945	5.24267	4.890755	5.231565	5.589115	5.461565	6.338405	7.1266	6.29286	6.208805	4.630435	7.0778	6.5589	4.653945	4.729555
"ENSMUSG00000044294"	5.14147	5.17397	5.21444	5.8014	5.78405	5.66539	4.91617	5.29475	4.83172	5.14424	5.31147	5.2252	4.6376	5.22509	5.33543	5.28762	5.40032	5.46508
"ENSMUSG00000044296"	6.00081	5.86003	5.59565	6.64612	7.10942	6.29467	5.40773	5.76944	5.03983	5.19999	5.99467	5.39132	6.10385	6.65309	6.28142	5.37564	6.61474	6.26721
"ENSMUSG00000044303"	6.19591	6.02408	6.27788	5.57809	5.49493	5.84666	6.45679	6.22746	6.09527	6.51033	5.22553	7.45053	7.44404	5.5392	5.19293	6.5659	5.43979	5.554
"ENSMUSG00000044306"	5.2877	5.35046	5.42423	5.8014	6.05943	5.83766	5.31177	5.37298	5.27732	5.48065	5.33232	5.44567	4.98223	5.49775	5.2608	5.40226	5.8454	5.40392
"ENSMUSG00000044308"	9.658345	9.697205	9.6731575	10.0764475	10.0057475	10.00933	9.2477725	9.49465	9.2203275	9.2016775	9.52644	9.33117	9.394095	9.641765	9.6569575	9.26634	9.7304975	9.727445
"ENSMUSG00000044309"	8.78506	9.87484	10.590385	4.50392	6.009385	7.09385	9.84412	9.053485	11.23818	11.860745	5.990395	11.92342	12.368365	6.490165	5.634225	11.860485	5.271855	4.938935
"ENSMUSG00000044312"	3.88323	4.10858	3.970675	4.59484	4.564625	4.57662	3.920045	4.06549	3.823755	3.63487	3.79857	3.579975	3.91296	4.22056	4.004365	3.997275	4.14667	4.37274
"ENSMUSG00000044313"	4.48956	4.95862	4.91244	4.35923	4.48999	4.82362	5.34441	4.62518	6.00063	5.79655	4.37023	5.95391	6.62308	4.82079	4.56811	6.10028	4.43317	4.1715
"ENSMUSG00000044317"	8.27219	8.35237	8.14998	8.93266	8.66232	8.89361	7.62028	8.08788	7.48487	7.58306	7.54382	7.36228	7.54449	8.83824	7.68566	7.39575	8.72581	8.34019
"ENSMUSG00000044320"	5.64589	5.55907	5.56667	6.06617	5.58015	5.46462	6.31285	5.52042	5.42515	5.04504	5.08201	5.07457	5.3382	6.23386	5.25535	4.92761	5.95529	5.54587
"ENSMUSG00000044322"	3.131995	3.13891	3.129765	3.446425	3.301845	3.49749	3.19087	3.26391	3.28048	3.068655	3.03783	3.104825	3.04174	3.22132	3.086055	3.135435	3.378895	3.296575
"ENSMUSG00000044328"	8.04663	8.12378	7.98028	7.98511	8.0297	7.96861	7.79058	7.99311	7.9631	7.62854	7.91976	7.77195	7.88262	7.94201	8.09146	7.76344	7.94942	7.93244
"ENSMUSG00000044330"	12.65272	12.59581	12.66194	13.18829	13.26803	13.23489	12.18752	12.22596	12.00855	12.07849	12.69865	12.48647	12.14646	12.96876	12.76875	12.32557	12.93589	12.81187
"ENSMUSG00000044337"	11.74416	11.49665	11.5897	12.69996	12.93527	12.90422	11.37773	11.70814	11.47367	11.05297	11.32702	11.252	10.66818	12.20012	11.7924	10.9853	12.6532	12.20932
"ENSMUSG00000044338"	11.209545	11.0673	10.758875	10.200645	10.468845	9.626815	11.092855	11.548485	10.66483	9.817975	9.847195	9.052735	9.47197	11.6641	9.666865	9.78687	11.656175	11.632265
"ENSMUSG00000044339"	9.38798	9.14577	9.23422	10.1515	10.33537	10.62515	9.3528	9.19857	9.24896	8.92691	8.57158	8.95105	9.05122	8.75114	8.62547	8.84047	8.99165	8.76011
"ENSMUSG00000044340"	10.92016	10.9177	11.03852	11.41672	11.4948	11.5259	10.74355	10.8489	10.66247	10.60179	10.5757	10.66719	10.58772	11.18396	10.61222	10.56898	11.73238	11.63863
"ENSMUSG00000044345"	9.39473333333333	9.4376	9.45729666666667	9.16681333333333	9.2107	9.14424666666667	9.26419333333333	9.50926	9.19715	10.09947	11.0134666666667	10.3210533333333	10.0926233333333	10.23706	10.80185	10.46146	10.2481966666667	10.17987
"ENSMUSG00000044348"	7.6655	7.96819	7.976605	7.55998	7.129635	7.09649	7.629595	7.20301	8.20464	8.370715	6.871245	8.29673	8.422755	6.684025	7.052525	8.079675	6.5797	6.626515
"ENSMUSG00000044349"	9.153875	9.350715	8.616175	6.672485	7.03133	6.19983	8.57958	8.956575	9.07938	8.383695	9.12364	8.11271	8.215955	9.415075	8.97934	8.580015	9.02783	9.29779
"ENSMUSG00000044350"	8.82305	8.28123	8.68296	7.96633	8.43827	8.15561	8.60603	8.81587	8.46698	8.30999	8.07373	8.4479	8.10806	8.6816	8.40322	8.40258	8.6022	8.73675
"ENSMUSG00000044352"	5.03955	4.4146	4.62824	4.36706	4.32715	4.93819	4.18648	5.94856	4.28774	3.91112	4.24841	3.81428	4.42983	4.31645	3.66138	4.06316	4.62174	4.71171
"ENSMUSG00000044359"	3.5296	3.67629	3.51106	3.70187	4.27103	3.94129	3.6194	3.53225	3.79339	3.63627	3.68386	3.31039	3.55261	3.78702	3.67174	3.48472	3.67059	3.69756
"ENSMUSG00000044361"	6.30523	6.39406	6.26539	7.35425	7.1528	7.29331	6.16105	5.69563	5.93148	5.98405	5.94975	6.29817	6.31662	7.00746	6.36831	5.98468	6.32212	6.48696
"ENSMUSG00000044362"	5.12536	5.07951	4.79655	5.036285	4.972395	4.957265	4.903555	4.932345	4.775135	4.6928	5.099055	4.718085	4.91802	5.14791	4.80573	4.967295	5.35658	5.014345
"ENSMUSG00000044364"	4.82566	4.98819	5.14145	7.53714	7.51777	7.6853	4.19755	4.50942	4.54869	4.70977	5.00512	4.842	4.22807	7.86197	5.04259	5.00725	8.01791	7.65894
"ENSMUSG00000044365"	6.01580333333333	5.97724333333333	5.61848666666667	6.33173666666667	6.21806666666667	6.51423666666667	5.85058666666667	6.04087666666667	5.38879666666667	5.36901333333333	6.17596666666667	5.68492333333333	5.91684666666667	5.79219666666667	6.00327666666667	5.66091666666667	5.93286333333333	6.09428
"ENSMUSG00000044367"	7.77695	7.71786	7.55067	7.74009	7.71476	7.85621	7.23212	7.60281	7.3393	7.48785	7.50319	7.53784	7.49168	7.81855	7.69528	7.4173	7.71032	7.60108
"ENSMUSG00000044375"	4.36252	4.18699	4.1783	4.4098	4.24902	4.21212	3.99345	4.10447	4.08987	4.03154	3.96773	4.13196	4.14569	4.2427	4.04561	4.04194	4.04561	4.11282
"ENSMUSG00000044377"	10.07067	9.90078	9.97743	10.15232	10.23905	10.30056	9.82201	9.99737	9.91801	9.98458	10.07572	9.65756	9.68498	10.56742	10.0932	9.82988	10.5959	10.64237
"ENSMUSG00000044378"	3.27647	3.0536	3.05402	3.06215	3.4541	3.16134	2.82113	2.98516	3.04127	2.86007	2.85583	2.85456	2.75404	3.26771	2.94945	2.8368	3.55659	2.9232
"ENSMUSG00000044390"	7.5026	7.21014	8.12452	7.74913	8.07633	8.43742	8.1708	7.36137	7.69733	7.6944	7.29272	7.6005	7.52372	7.9405	7.24625	7.60809	8.64558	7.8028
"ENSMUSG00000044393"	7.355162	7.224632	7.446728	4.502592	4.707484	4.898116	8.410482	7.574126	7.781334	7.267758	6.70291	7.529062	7.887088	5.041892	6.610048	7.283914	4.281512	4.43127
"ENSMUSG00000044405"	13.3759	13.35764	13.25674	13.34303	13.32069	13.32748	13.11147	13.4416	13.13534	12.80997	13.04133	12.80159	12.8403	13.46848	13.06427	12.80178	13.62038	13.55883
"ENSMUSG00000044408"	11.96976	11.94685	12.18326	11.93052	12.0366	11.93506	12.19262	12.12688	12.07789	12.34287	12.53365	12.30963	12.23204	12.26183	12.26779	12.36282	12.22313	12.2261
"ENSMUSG00000044424"	13.2793	13.314615	13.355085	12.803585	12.83777	12.778255	13.457535	13.438845	13.578865	13.51879	13.299265	13.48662	13.33216	13.17585	13.169555	13.47635	13.224205	13.25721
