"gWAT_M02(r1)"	"gWAT_M02(r2)"	"BAT_M02(r1)"	"BAT_M02(r2)"
"ENSMUSG00000002265"	8.00891333333333	8.54004	7.37937333333333	7.87158333333333
"ENSMUSG00000002266"	2.807035	3.078135	3.024075	2.995375
"ENSMUSG00000002274"	6.826545	7.676505	5.346935	5.652855
"ENSMUSG00000002279"	8.91674	9.30517	9.50299	9.42643
"ENSMUSG00000002280"	8.6371	8.87308	9.56942	9.5164
"ENSMUSG00000002289"	12.32389	12.298585	12.261975	11.822425
"ENSMUSG00000002297"	5.505445	4.643615	5.167995	4.865555
"ENSMUSG00000002307"	9.60178	9.93489	9.13854	8.92852
"ENSMUSG00000002308"	6.50105	7.376135	5.50804	5.575005
"ENSMUSG00000002319"	9.43468	9.66954	9.10378333333333	9.06836333333333
"ENSMUSG00000002320"	7.427255	7.435815	7.586105	7.811835
"ENSMUSG00000002324"	2.95565	2.81468	2.90012	2.95964
"ENSMUSG00000002325"	7.87173	7.55465	8.42901	8.38731
"ENSMUSG00000002326"	9.75669	9.65219	9.25736	9.65129
"ENSMUSG00000002329"	9.75904	9.84767	9.28119	9.645855
"ENSMUSG00000002332"	10.54588	10.25556	10.30352	10.73039
"ENSMUSG00000002341"	7.36276	6.89572	5.963405	7.445505
"ENSMUSG00000002342"	8.47481666666667	8.79590666666667	8.37467666666667	8.43709333333333
"ENSMUSG00000002343"	5.73413	6.013095	5.66983	5.566445
"ENSMUSG00000002345"	7.754135	7.98078	7.498325	7.92549
"ENSMUSG00000002346"	6.066505	6.7058	8.48439	7.999825
"ENSMUSG00000002365"	9.40673	9.15894	9.24722	9.22311
"ENSMUSG00000002372"	8.52782	8.84838	8.83541	8.45578
"ENSMUSG00000002379"	7.74058	7.732305	7.943215	8.21314
"ENSMUSG00000002384"	3.49433	3.485245	3.983785	4.208505
"ENSMUSG00000002393"	9.148665	9.393185	10.18899	9.903105
"ENSMUSG00000002395"	9.91795333333333	9.93212666666667	9.93107	9.90618666666667
"ENSMUSG00000002396"	6.98466	7.05058	6.96304	6.89871
"ENSMUSG00000002409"	5.56139	6.05918	5.24668	5.81947
"ENSMUSG00000002413"	6.6901375	6.7478975	6.263195	6.5884075
"ENSMUSG00000002416"	7.95571	8.090765	8.600685	8.6813625
"ENSMUSG00000002428"	6.62548333333333	6.36803	6.39478333333333	6.48412666666667
"ENSMUSG00000002455"	7.63999	7.72955666666667	7.87615666666667	7.73414333333333
"ENSMUSG00000002458"	10.329555	10.10717	9.11871	9.062205
"ENSMUSG00000002459"	2.79591666666667	2.82785	2.93309333333333	2.90863666666667
"ENSMUSG00000002475"	7.53604	8.09538	6.2792	7.00877
"ENSMUSG00000002477"	10.28473	9.92273	9.77496	9.92748
"ENSMUSG00000002486"	6.75223	7.13597	7.19578	6.76806
"ENSMUSG00000002489"	5.70178666666667	5.98278	5.30592	5.40530666666667
"ENSMUSG00000002496"	8.86974	9.47845	9.41564	9.45588
"ENSMUSG00000002500"	2.75589	3.16316	3.30409	3.06024
"ENSMUSG00000002504"	8.48850333333333	7.93902333333333	10.975795	10.79815
"ENSMUSG00000002524"	10.82906	11.02357	11.03601	10.8482
"ENSMUSG00000002546"	9.94417	10.24719	10.45083	10.13526
"ENSMUSG00000002550"	10.02865	10.61185	11.38399	11.61315
"ENSMUSG00000002565"	2.80445	2.47836	2.2169	2.25988
"ENSMUSG00000002578"	3.60047	3.66309666666667	4.66358666666667	4.01282333333333
"ENSMUSG00000002580"	10.0079	10.20685	9.47777	9.78971
"ENSMUSG00000002588"	7.30092	7.95261	10.65405	10.98321
"ENSMUSG00000002602"	10.26842	8.0703	8.82592	8.09213
"ENSMUSG00000002603"	6.69423	6.08601666666667	6.63438666666667	6.53112333333333
"ENSMUSG00000002608"	6.688805	6.88919	6.164235	6.654275
"ENSMUSG00000002617"	5.5533	5.59973	5.11772	5.52876
"ENSMUSG00000002625"	8.5689	8.99993	8.78932	8.54855
"ENSMUSG00000002633"	3.431475	3.455225	3.357855	3.26294
"ENSMUSG00000002635"	8.226585	7.885985	8.10331	7.77766
"ENSMUSG00000002658"	9.356955	9.45971	8.45817	9.014045
"ENSMUSG00000002660"	10.399665	10.82946	11.20283	11.44542
"ENSMUSG00000002661"	9.02771	9.48626	10.50621	10.52865
"ENSMUSG00000002664"	3.48984	3.37654	3.29282	3.77485
"ENSMUSG00000002668"	6.42999	4.41609	3.57876	3.00415
"ENSMUSG00000002679"	9.51079	9.38558	9.17548	9.30395
"ENSMUSG00000002688"	9.653145	10.11213	10.025205	9.67787
"ENSMUSG00000002699"	6.31505666666667	5.03211666666667	4.17167333333333	3.87513333333333
"ENSMUSG00000002718"	9.53374	9.77084	9.77418	9.64475
"ENSMUSG00000002728"	10.00679	9.73026	10.4937	10.27843
"ENSMUSG00000002731"	9.11727	9.27619	9.18888	9.0533
"ENSMUSG00000002732"	11.54679	11.53218	10.51415	10.9537
"ENSMUSG00000002733"	8.4014	8.271485	8.06724	7.986335
"ENSMUSG00000002741"	9.25693	9.450085	8.77621	9.02005
"ENSMUSG00000002748"	6.286385	6.692935	6.56787	6.361385
"ENSMUSG00000002763"	6.63274	6.9513925	7.7879975	7.4335125
"ENSMUSG00000002767"	10.63067	10.96908	11.17462	11.37496
"ENSMUSG00000002768"	10.52193	10.805565	10.25796	10.698435
"ENSMUSG00000002769"	4.35644	4.71518	5.05917	5.36265
"ENSMUSG00000002771"	4.927395	4.73486	4.287705	4.69522
"ENSMUSG00000002778"	10.74312	10.88495	10.65519	10.33862
"ENSMUSG00000002781"	6.39128	6.9487	8.028185	8.076455
"ENSMUSG00000002797"	6.30638	6.56082333333333	6.08173666666667	6.33183333333333
"ENSMUSG00000002799"	5.17039	4.67051	7.64015	7.37129
"ENSMUSG00000002803"	6.65151	7.18007	7.90519	7.35809
"ENSMUSG00000002804"	8.55978	8.50567	8.54392	8.54618
"ENSMUSG00000002808"	7.214665	7.430105	5.854995	5.73602
"ENSMUSG00000002812"	10.484	10.418135	10.898475	10.532
"ENSMUSG00000002814"	6.2883	6.45703	6.17606	5.745
"ENSMUSG00000002820"	6.13727	6.362535	6.76243	6.969955
"ENSMUSG00000002825"	6.39029	6.64715	6.55661	6.50808
"ENSMUSG00000002831"	12.77703	12.95384	12.11557	12.08069
"ENSMUSG00000002833"	7.44853	6.99677	8.61622	8.32839
"ENSMUSG00000002844"	10.17442	10.04337	10.03937	9.95448
"ENSMUSG00000002845"	7.215095	7.56398	7.38918	7.465155
"ENSMUSG00000002846"	8.34614	8.73601	8.80757	9.0088
"ENSMUSG00000002847"	8.32365	6.44926	7.7591	7.55752
"ENSMUSG00000002870"	7.12704	6.5674	6.486645	5.906705
"ENSMUSG00000002871"	10.35828	9.92006	9.36069	9.64923
"ENSMUSG00000002881"	5.97308666666667	5.92461666666667	6.28713	6.50575333333333
"ENSMUSG00000002885"	10.59286	10.20829	9.87221	9.72657
"ENSMUSG00000002897"	7.493715	7.755315	6.198315	6.08811
"ENSMUSG00000002900"	7.9449675	8.16312	7.624415	7.8721125
"ENSMUSG00000002908"	5.74943	6.24518	6.316355	5.85667
"ENSMUSG00000002910"	7.63975	8.03921	7.61377	7.20589
"ENSMUSG00000002930"	2.08974	2.08974	1.94134	2.08974
"ENSMUSG00000002944"	12.3446666666667	12.2932133333333	12.3524933333333	12.3595166666667
"ENSMUSG00000002948"	6.725465	6.917365	6.95125333333333	6.83892666666667
"ENSMUSG00000002949"	8.51798	8.780395	10.4495	9.8167
"ENSMUSG00000002957"	8.548638	8.577732	7.694708	8.131604
"ENSMUSG00000002963"	8.29293	8.59701	8.49638	8.4697
"ENSMUSG00000002968"	7.20875	7.55376	7.23001	7.13622
"ENSMUSG00000002980"	6.1332	6.16756	7.67995	7.60175
"ENSMUSG00000002981"	7.911675	8.149265	8.330745	8.1713
"ENSMUSG00000002983"	7.89429	7.88334	7.72856	7.51455
"ENSMUSG00000002984"	8.29293	8.78774	8.62316	8.93474
"ENSMUSG00000002985"	13.24238	13.19674	11.58636	11.84892
"ENSMUSG00000002992"	8.74489	8.53142	5.84828	6.30559
"ENSMUSG00000002996"	8.09580333333333	8.25881333333333	7.6473	7.65348
"ENSMUSG00000002997"	11.6842366666667	11.7819166666667	12.1204433333333	12.02552
"ENSMUSG00000003031"	9.069185	8.73319	9.712845	9.622395
"ENSMUSG00000003032"	11.451445	10.25051	11.797935	11.681965
"ENSMUSG00000003033"	7.89716	7.803185	9.14912	8.752065
"ENSMUSG00000003037"	8.20142	8.18903	7.971155	8.23923
"ENSMUSG00000003038"	11.86344	11.90676	11.13878	11.3077
"ENSMUSG00000003039"	10.72338	10.88998	10.6106	10.57204
"ENSMUSG00000003051"	2.94638	2.96414	2.86957	2.93758
"ENSMUSG00000003053"	2.5185	2.57685	2.78613	2.91565
"ENSMUSG00000003062"	8.64224	8.27421	7.65804	7.43694
"ENSMUSG00000003068"	9.76799	10.0558	10.1276	10.15871
"ENSMUSG00000003070"	7.29794	7.869965	6.646755	6.848185
"ENSMUSG00000003072"	12.373945	12.548915	13.124565	13.02717
"ENSMUSG00000003099"	7.68701	7.89590333333333	8.13954333333333	8.11929666666667
"ENSMUSG00000003119"	5.757022	6.067786	5.653006	5.654288
"ENSMUSG00000003123"	7.917655	7.94693	7.566625	7.676285
"ENSMUSG00000003131"	8.812218	8.766884	8.255396	8.608142
"ENSMUSG00000003134"	6.768155	5.42579	7.11646	6.66886
"ENSMUSG00000003135"	7.89734666666667	7.92341	7.75049666666667	8.07499
"ENSMUSG00000003153"	5.249845	5.9617475	5.29208	5.1901375
"ENSMUSG00000003154"	6.674285	6.83809	6.946775	6.759085
"ENSMUSG00000003161"	7.90450333333333	7.56993	7.50286	7.54271333333333
"ENSMUSG00000003166"	7.95495	8.32489666666667	7.59649333333333	7.84374666666667
"ENSMUSG00000003184"	8.2718	8.40296333333333	8.30326666666667	8.60762666666667
"ENSMUSG00000003190"	6.83631	6.99253	7.03068	7.02115
"ENSMUSG00000003198"	5.64873	5.49608	6.07963	5.8622
"ENSMUSG00000003199"	10.14769	10.55826	10.62957	10.2697
"ENSMUSG00000003200"	8.41448	8.40462	8.22033	7.94637
"ENSMUSG00000003206"	8.45367	6.23376	5.29868	4.67127
"ENSMUSG00000003208"	6.61562	6.70695	6.88675	6.57554
"ENSMUSG00000003226"	9.7955	9.75534	9.82617	9.71896
"ENSMUSG00000003227"	2.49068	2.54366	2.56131	2.20432
"ENSMUSG00000003228"	8.98977	8.5238	9.69937	9.4565
"ENSMUSG00000003233"	5.30531	5.60121	5.03688	5.566
"ENSMUSG00000003234"	7.16110333333333	7.34635333333333	7.44813	7.3866
"ENSMUSG00000003235"	9.46363	9.81512	9.55791	9.55011
"ENSMUSG00000003269"	9.16114	9.14073	9.36525	9.0285
"ENSMUSG00000003271"	3.96522	3.6534	3.49569	3.55262
"ENSMUSG00000003273"	5.66556	6.47536	6.86845	7.55476
"ENSMUSG00000003279"	3.30399	3.23370833333333	3.65059	3.52517166666667
"ENSMUSG00000003282"	2.456345	2.454665	2.43162	2.72026
"ENSMUSG00000003283"	8.83674	6.02391	5.67146	4.14885
"ENSMUSG00000003299"	9.25852	9.54471	10.30768	10.19028
"ENSMUSG00000003308"	7.785245	7.97825	7.767635	7.94063
"ENSMUSG00000003309"	2.8288	3.03549	2.92478	2.89693
"ENSMUSG00000003316"	8.903515	8.9748375	8.2355425	8.1798075
"ENSMUSG00000003341"	2.98285	3.06078	2.91836	3.0413
"ENSMUSG00000003344"	8.50576	8.98208	8.92391	8.92007
"ENSMUSG00000003345"	9.44088	9.64447	9.82866	9.60612
"ENSMUSG00000003346"	8.15208	8.63825	8.75098	8.47359
"ENSMUSG00000003348"	10.3753	10.12579	8.72985	8.91991
"ENSMUSG00000003352"	5.19858	4.78278	6.89744	5.60383
"ENSMUSG00000003354"	3.97077	4.01662	3.79355	3.5723
"ENSMUSG00000003355"	5.7234	5.23713	4.12293	4.24689
"ENSMUSG00000003360"	3.18298	3.33349	3.20206	3.25022
"ENSMUSG00000003363"	11.64372	9.85511	9.04999	8.72172
"ENSMUSG00000003378"	5.26047	5.52769	5.73856	5.91581
"ENSMUSG00000003379"	4.61246	4.43396	5.35605	5.54606
"ENSMUSG00000003380"	11.53481	11.5743	10.95388	11.3693
"ENSMUSG00000003382"	8.6541425	8.6996325	8.098275	8.11287
"ENSMUSG00000003402"	9.42336	9.61823	8.98809	9.23335
"ENSMUSG00000003410"	4.27926	4.51315666666667	4.47682666666667	4.30731333333333
"ENSMUSG00000003411"	3.94588	3.94745	4.17656	4.22284
"ENSMUSG00000003418"	4.88046333333333	3.42043666666667	6.64584333333333	6.65119
"ENSMUSG00000003420"	11.9257	11.87507	11.60778	11.64593
"ENSMUSG00000003421"	8.40297	8.68283	8.369435	8.50884
"ENSMUSG00000003423"	9.43995	9.55768	9.75884	9.66741
"ENSMUSG00000003429"	12.69085	12.54046	12.56805	12.53134
"ENSMUSG00000003435"	10.49574	10.62802	10.69878	10.22274
"ENSMUSG00000003436"	3.21211	3.4799	3.41572	3.54497
"ENSMUSG00000003437"	11.01781	11.20374	10.84845	10.72128
"ENSMUSG00000003438"	9.83121	10.29609	10.41429	10.46781
"ENSMUSG00000003444"	6.05763	6.15373333333333	6.07531	5.90251333333333
"ENSMUSG00000003452"	2.961158	3.131458	3.765216	3.566028
"ENSMUSG00000003458"	8.29621	8.22755	7.86712	7.62483
"ENSMUSG00000003464"	9.28600333333333	9.52043	8.99201333333333	9.48612
"ENSMUSG00000003469"	3.61616	3.64564	3.09718	3.18948
"ENSMUSG00000003476"	2.768305	3.01624	2.511335	2.612175
"ENSMUSG00000003477"	8.6607	11.1852	5.36697	5.36697
"ENSMUSG00000003484"	5.39171	4.469915	4.20255	4.02652
"ENSMUSG00000003500"	7.74443	8.10353	9.46133	8.61243
"ENSMUSG00000003505"	3.87395	3.7599	3.63238	3.85416
"ENSMUSG00000003518"	10.0585533333333	10.0787033333333	9.42081	9.58957
"ENSMUSG00000003526"	8.1474	9.07267	7.21803	7.40651
"ENSMUSG00000003527"	6.839625	6.82706	6.964485	6.7035
"ENSMUSG00000003528"	9.82128	10.30022	10.63101	11.32161
"ENSMUSG00000003531"	9.414655	9.964865	10.057895	10.0387
"ENSMUSG00000003534"	8.515532	9.009708	7.391198	7.887674
"ENSMUSG00000003541"	11.66042	11.54391	11.46566	11.58067
"ENSMUSG00000003545"	11.75588	11.37918	11.94089	11.77512
"ENSMUSG00000003546"	7.408135	6.68012	7.042635	7.027245
"ENSMUSG00000003549"	8.39869	8.14540666666667	8.98686333333333	9.00069333333333
"ENSMUSG00000003555"	2.66264	3.33629	2.73059	2.37239
"ENSMUSG00000003559"	7.92411	7.48516	8.33486	8.25673
"ENSMUSG00000003573"	8.20985	8.20431	8.15447	8.16791
"ENSMUSG00000003575"	5.85491666666667	6.09707	5.69943666666667	5.57323666666667
"ENSMUSG00000003581"	7.91368	8.19787	8.67017	8.2076
"ENSMUSG00000003585"	4.9218	4.54834	5.68841	4.72536
"ENSMUSG00000003604"	6.16062	6.479	6.04039	6.44962
"ENSMUSG00000003617"	7.94766375	8.73536375	7.2035	8.00713375
"ENSMUSG00000003623"	6.393485	6.70803	6.552745	6.673445
"ENSMUSG00000003644"	9.14785	7.3322	8.41092	7.87039
"ENSMUSG00000003657"	3.24552	3.31663	3.35363	3.46558
"ENSMUSG00000003660"	10.34076	10.69822	10.86401	10.57725
"ENSMUSG00000003662"	8.76508	9.12866	8.8937	9.03411
"ENSMUSG00000003665"	5.37146	5.12441	4.88914	5.2103
"ENSMUSG00000003680"	7.75639	7.49788	7.10361	7.267155
"ENSMUSG00000003721"	9.70092333333333	10.1017933333333	9.04578333333333	9.27256
"ENSMUSG00000003731"	9.35263	9.62164	9.26782	9.291805
"ENSMUSG00000003746"	10.563595	10.427195	8.75359	8.63418
"ENSMUSG00000003752"	6.64465	6.93916	7.12804	6.90128
"ENSMUSG00000003762"	7.75281	8.09873	7.9951	7.91623
"ENSMUSG00000003778"	6.86018	6.93938333333333	7.349315	7.26761
"ENSMUSG00000003779"	6.80905	5.92706	5.71369	5.37154
"ENSMUSG00000003808"	6.00167333333333	6.09741	5.94870333333333	6.10472333333333
"ENSMUSG00000003809"	9.88513	10.02976	10.7331	10.51685
"ENSMUSG00000003810"	9.59295	10.20244	9.94577	9.38267
"ENSMUSG00000003812"	2.78381	2.84844	3.05524	2.99505
"ENSMUSG00000003813"	8.65203	8.94973666666667	8.90949666666667	9.05932666666667
"ENSMUSG00000003814"	11.97532	11.8904833333333	11.80107	11.806
"ENSMUSG00000003824"	7.9249	7.35737	7.47797	6.9598
"ENSMUSG00000003847"	4.632744	4.622202	4.965188	4.826936
"ENSMUSG00000003848"	7.05722	7.10428	7.51893	7.28296
"ENSMUSG00000003849"	7.51182	7.78399	7.14517	7.22913
"ENSMUSG00000003863"	4.87647	6.12791	4.22879	4.42758
"ENSMUSG00000003865"	7.41656	8.140225	8.232655	8.381935
"ENSMUSG00000003868"	8.87997	9.05901	10.17544	10.20334
"ENSMUSG00000003872"	5.75559	6.94934	4.679645	4.9945225
"ENSMUSG00000003873"	9.81359	9.5011	9.34348	9.11083
"ENSMUSG00000003882"	9.51031	5.96398	5.152	4.12619
"ENSMUSG00000003923"	8.93154	9.237505	9.761825	9.777955
"ENSMUSG00000003929"	6.49166	6.683525	6.355825	6.143485
"ENSMUSG00000003934"	3.00133	3.15898	3.49628	3.3922
"ENSMUSG00000003948"	12.1611833333333	12.3418833333333	11.5668866666667	11.7311733333333
"ENSMUSG00000003949"	6.972885	6.816545	8.671205	8.449965
"ENSMUSG00000003955"	10.78843	10.95284	11.36521	11.51066
"ENSMUSG00000003970"	12.02583	12.03364	11.82052	11.68405
"ENSMUSG00000003974"	2.73186	2.53155	4.42595	3.3757
"ENSMUSG00000003992"	5.4126325	5.7699375	5.9448325	5.8502275
"ENSMUSG00000004018"	6.564355	6.63306	6.10958	6.17474
"ENSMUSG00000004031"	3.74682	3.74682	3.58153	3.81102
"ENSMUSG00000004032"	10.80387	11.03052	10.79226	11.20063
"ENSMUSG00000004035"	6.93147	7.19983	6.66491	7.07626
"ENSMUSG00000004038"	2.75984	3.098655	2.72358	2.837635
"ENSMUSG00000004040"	8.1854	8.44945	8.15696	7.952135
"ENSMUSG00000004043"	8.24179	8.648375	8.031455	8.27482
"ENSMUSG00000004044"	8.90171	8.81417	8.34681	8.43827
"ENSMUSG00000004054"	8.23647	7.88611	9.06388	8.59219
"ENSMUSG00000004056"	7.97004	8.29735333333333	8.42866	8.69064
"ENSMUSG00000004069"	7.43585333333333	7.6084	8.45406666666667	8.62889666666667
"ENSMUSG00000004070"	10.93343	10.61884	10.81458	10.78502
"ENSMUSG00000004071"	8.980165	8.97416	9.954255	9.924105
"ENSMUSG00000004085"	7.33211	7.4899875	6.7245275	6.6525225
"ENSMUSG00000004096"	11.56689	11.55634	11.44348	11.46109
"ENSMUSG00000004098"	6.474955	6.85067	5.566455	5.784415
"ENSMUSG00000004099"	8.775455	8.129355	8.97471	8.56635
"ENSMUSG00000004100"	8.2511	8.55175	8.19523	8.12793
"ENSMUSG00000004105"	6.963568	7.140386	6.42644	6.620986
"ENSMUSG00000004110"	5.710515	6.094455	3.219105	3.175695
"ENSMUSG00000004113"	3.1225975	3.7016825	3.216575	3.0814975
"ENSMUSG00000004127"	6.58689333333333	6.93319333333333	6.92616666666667	6.86849333333333
"ENSMUSG00000004151"	5.2466825	4.520365	4.463955	4.0708625
"ENSMUSG00000004187"	5.950705	6.23335	7.22523	6.765425
"ENSMUSG00000004207"	13.013865	12.372025	12.476755	12.35621
"ENSMUSG00000004221"	7.715028	7.853882	7.02151	7.331618
"ENSMUSG00000004233"	5.9352	5.98958	6.721075	6.932495
"ENSMUSG00000004263"	8.66225	9.05297	8.93894	8.49812
"ENSMUSG00000004264"	9.3074175	9.4187075	9.8906025	9.931355
"ENSMUSG00000004266"	9.139415	6.691805	5.70088	5.380635
"ENSMUSG00000004267"	8.46415	5.98445	6.2493	5.70905
"ENSMUSG00000004268"	10.76685	10.60332	11.12091	11.16985
"ENSMUSG00000004270"	9.2728	9.47717	9.00506	9.31904
"ENSMUSG00000004285"	11.03384	10.77263	10.79524	11.00449
"ENSMUSG00000004296"	3.442535	3.433485	3.366695	3.569205
"ENSMUSG00000004317"	6.960745	6.566475	5.71932	5.92244
"ENSMUSG00000004319"	8.241964	8.416208	8.183322	8.68557
"ENSMUSG00000004328"	3.50746333333333	3.87223833333333	3.30861333333333	3.29387833333333
"ENSMUSG00000004341"	2.43992	2.50122	2.55483	2.59174
"ENSMUSG00000004344"	6.10594	3.25179	2.65141	2.78105
"ENSMUSG00000004347"	3.02973	2.81686	2.98501333333333	2.90281
"ENSMUSG00000004356"	8.1812	8.56843	8.11801	7.92055
"ENSMUSG00000004359"	5.725305	3.832755	3.62124	3.497405
"ENSMUSG00000004360"	6.49123	7.25014	4.105845	5.271855
"ENSMUSG00000004364"	8.728442	8.777598	8.886792	9.060546
"ENSMUSG00000004366"	4.01262	4.48768	3.77448	4.2582
"ENSMUSG00000004371"	4.09368	4.24097	4.03456	3.84306
"ENSMUSG00000004383"	6.722065	6.8718	6.07717	6.11289
"ENSMUSG00000004393"	8.65649	9.10849	7.83997	8.34209
"ENSMUSG00000004394"	8.703	9.211025	8.890165	8.92235
"ENSMUSG00000004415"	2.628045	2.85364	2.63107	2.704605
"ENSMUSG00000004446"	7.704195	7.87245	6.27402	6.40118
"ENSMUSG00000004451"	10.89158	10.65822	10.976505	10.868645
"ENSMUSG00000004455"	10.674975	10.46738	10.664655	10.596525
"ENSMUSG00000004460"	10.01779	9.94692	9.51364	9.54689
"ENSMUSG00000004462"	6.785625	7.14913	6.363105	6.538305
"ENSMUSG00000004473"	6.68174	7.09186	6.51015	7.31408
"ENSMUSG00000004500"	4.62137	5.81154	5.06188	5.47779
"ENSMUSG00000004508"	7.57135	7.79498	6.78431333333333	6.77866666666667
"ENSMUSG00000004530"	8.741345	7.98884	6.690275	7.2417
"ENSMUSG00000004535"	8.34769	8.18919333333333	8.21019333333333	8.23413
"ENSMUSG00000004540"	2.11598	2.4295	2.13701	2.40233
"ENSMUSG00000004542"	2.14295666666667	2.19433333333333	2.09129666666667	2.31000333333333
"ENSMUSG00000004552"	2.82845	2.93212	2.78937	2.83274
"ENSMUSG00000004558"	11.89753	12.14956	11.98101	12.0514
"ENSMUSG00000004561"	5.88421666666667	6.16902333333333	6.47881333333333	6.42008666666667
"ENSMUSG00000004562"	7.15613666666667	7.48463333333333	7.69956333333333	7.18831333333333
"ENSMUSG00000004565"	7.94806	8.15881	8.98119	8.75433
"ENSMUSG00000004567"	8.23189333333333	8.28889666666667	8.29516666666667	8.16437666666667
"ENSMUSG00000004568"	5.7460525	5.99424	5.80971	5.9994325
"ENSMUSG00000004591"	8.493335	8.605055	8.55287	8.477495
"ENSMUSG00000004609"	6.917945	5.43113	4.372615	4.312795
"ENSMUSG00000004610"	13.15709	13.10379	13.51864	13.48134
"ENSMUSG00000004612"	4.3643	3.80664	3.67865	3.73282
"ENSMUSG00000004613"	3.25725	3.34916	3.01281	3.66687
"ENSMUSG00000004626"	9.12221333333333	8.84038666666667	8.54092333333333	8.91327333333333
"ENSMUSG00000004630"	5.54140666666667	5.63577333333333	5.65934666666667	5.58813
"ENSMUSG00000004631"	10.17553	10.61358	9.27627	9.31465
"ENSMUSG00000004633"	6.21279	4.589275	6.10876	5.501395
"ENSMUSG00000004637"	5.3911225	5.723875	5.5631775	5.74575
"ENSMUSG00000004642"	8.654285	8.15967	9.659875	9.419595
"ENSMUSG00000004651"	2.14689666666667	2.21820666666667	2.17242666666667	2.27716666666667
"ENSMUSG00000004654"	3.62392	3.84433	4.1178	3.86636
"ENSMUSG00000004655"	10.68815	9.46414	12.75304	12.42184
"ENSMUSG00000004661"	5.86534	5.94354	5.67792	5.68277
"ENSMUSG00000004665"	9.92677	9.63633	9.84346	9.80484
"ENSMUSG00000004667"	6.559945	6.60263	6.58449	6.916
"ENSMUSG00000004668"	2.1595	2.240735	2.50993	2.609345
"ENSMUSG00000004677"	10.90419	10.0851	10.01888	9.82278
"ENSMUSG00000004698"	6.70606	6.43136	5.26036	4.754055
"ENSMUSG00000004707"	8.52338	5.73403	4.34639	3.94316
"ENSMUSG00000004709"	3.992	3.717555	3.35976	3.139365
"ENSMUSG00000004730"	11.71085	9.36704	8.61335	7.1162
"ENSMUSG00000004748"	7.21238	7.81467	9.93166	10.3262
"ENSMUSG00000004768"	6.09779333333333	6.61938333333333	6.08410333333333	6.16589
"ENSMUSG00000004771"	10.118635	9.888025	10.2359	10.15464
"ENSMUSG00000004788"	7.79057666666667	8.06799333333333	7.78497333333333	7.70127
"ENSMUSG00000004789"	8.80024	9.088415	10.83616	10.786815
"ENSMUSG00000004791"	6.47693	5.85383	5.99343	5.54715
"ENSMUSG00000004798"	9.43241666666667	9.48776	9.10158333333333	8.86469
"ENSMUSG00000004814"	7.69861	7.97042	5.20011	6.52721
"ENSMUSG00000004815"	4.88914	5.22427	5.28205	4.83181
"ENSMUSG00000004821"	2.37438	2.45036	3.02868	2.68955
"ENSMUSG00000004837"	7.20147	6.26486	8.63908	8.01979
"ENSMUSG00000004842"	2.6147	2.89668	2.46769	2.81916
"ENSMUSG00000004843"	9.566495	9.45771	9.50258	9.467
"ENSMUSG00000004846"	9.3279	9.83843	8.28316	8.35551
"ENSMUSG00000004849"	9.60263	9.62196	8.7802	9.09384
"ENSMUSG00000004864"	5.19969	5.39333	5.96717	5.98091
"ENSMUSG00000004865"	9.833505	10.147635	9.88442	9.92106
"ENSMUSG00000004872"	2.95035333333333	2.90124333333333	3.23878	3.13523666666667
"ENSMUSG00000004880"	10.00629	8.95907	10.90173	10.6472
"ENSMUSG00000004885"	4.84642	4.79731	4.83902	5.05016
"ENSMUSG00000004891"	5.60842666666667	4.63975333333333	7.35626666666667	7.25151666666667
"ENSMUSG00000004892"	5.09212	5.48856	5.06394	5.21606
"ENSMUSG00000004894"	3.08953	3.19929	3.06105333333333	3.16119333333333
"ENSMUSG00000004895"	7.52638	7.8258	8.01107	7.63577
"ENSMUSG00000004896"	6.91463	7.14977	7.48191	7.2303
"ENSMUSG00000004897"	10.513435	10.684985	10.765225	10.869035
"ENSMUSG00000004902"	3.44673	4.05327	3.03282	3.09498
"ENSMUSG00000004929"	4.406075	4.68929	4.085245	4.22582
"ENSMUSG00000004931"	7.25433	7.52264	7.87025	8.13429
"ENSMUSG00000004933"	6.566925	4.338215	4.152535	3.696645
"ENSMUSG00000004934"	5.65973666666667	5.94524666666667	5.81174	5.86842333333333
"ENSMUSG00000004936"	10.67541	10.44954	10.75279	10.62834
"ENSMUSG00000004937"	10.45773	10.83613	10.98387	11.01312
"ENSMUSG00000004939"	2.98549	3.03799	3.33349	2.88449
"ENSMUSG00000004945"	5.67443666666667	5.98448	5.76629333333333	5.91917
