"BAT_M01(r1)"	"BAT_M01(r2)"	"WAT_M01(r1)"	"WAT_M01(r2)"
"ENSMUSG00000002228"	6.25821	6.70819	4.99741	5.2339
"ENSMUSG00000002233"	8.4015	8.441995	9.009675	9.106525
"ENSMUSG00000002240"	5.03881	5.02581	5.10892	5.20595
"ENSMUSG00000002249"	6.1399	6.59457	7.19006	7.45016
"ENSMUSG00000002250"	5.94563	6.421245	5.86478	5.56269
"ENSMUSG00000002257"	5.21703	4.9008	5.5732	5.68701
"ENSMUSG00000002265"	8.85733666666667	8.16496	8.69287333333333	8.26564333333333
"ENSMUSG00000002266"	4.15617	3.88752	3.840805	3.79199
"ENSMUSG00000002274"	5.794695	6.023765	5.52212	5.630155
"ENSMUSG00000002279"	8.48782	8.8136	7.45329	7.12672
"ENSMUSG00000002280"	9.02418	9.33024	8.12362	7.89426
"ENSMUSG00000002289"	7.86509	7.65495	7.48542	7.33606
"ENSMUSG00000002297"	4.73696	4.56237	4.90684	4.61063
"ENSMUSG00000002307"	8.46781	8.36297	8.6631	8.49742
"ENSMUSG00000002308"	6.341965	6.434425	7.057715	6.756345
"ENSMUSG00000002319"	8.70195333333333	8.71037	9.04563	9.08523666666667
"ENSMUSG00000002320"	7.447835	7.240095	8.1858	8.14826
"ENSMUSG00000002324"	5.08652	5.78429	7.82277	8.53475
"ENSMUSG00000002325"	7.39025	7.15979	8.21708	8.23201
"ENSMUSG00000002326"	7.99594	8.00036	7.9072	7.79895
"ENSMUSG00000002329"	8.57495	8.57402	8.87281	8.890335
"ENSMUSG00000002332"	9.6747	9.69451	9.34342	9.78517
"ENSMUSG00000002341"	4.955055	4.97895	4.537115	4.52773
"ENSMUSG00000002342"	7.07487666666667	7.06497333333333	6.71517	6.61745333333333
"ENSMUSG00000002343"	6.51843	6.566485	6.21268	6.000995
"ENSMUSG00000002345"	8.03641	7.90297	7.621185	7.60938
"ENSMUSG00000002346"	7.323545	7.58359	6.060085	6.29089
"ENSMUSG00000002365"	9.51831	9.58607	8.72281	8.71231
"ENSMUSG00000002372"	8.0665	8.15136	7.9002	7.86188
"ENSMUSG00000002379"	8.46241	8.637835	8.206785	8.11567
"ENSMUSG00000002384"	4.925795	4.918625	4.76951	4.82251
"ENSMUSG00000002393"	8.22834	8.446885	8.30119	8.40879
"ENSMUSG00000002395"	9.54934	9.72791	9.88712666666667	9.93943666666667
"ENSMUSG00000002396"	6.16772	6.25248	5.53505	5.22502
"ENSMUSG00000002409"	7.87543	7.66971	7.36318	7.30167
"ENSMUSG00000002413"	6.3042375	6.0866875	6.5888575	6.824565
"ENSMUSG00000002416"	9.223885	9.3263425	8.314135	8.2944925
"ENSMUSG00000002428"	5.59023333333333	5.53145333333333	6.38765333333333	6.49723
"ENSMUSG00000002455"	6.62240333333333	6.43226	7.04699	7.23049
"ENSMUSG00000002458"	6.67257	6.523805	6.66692	6.34581
"ENSMUSG00000002459"	4.12757666666667	4.09840333333333	4.25717666666667	4.12342666666667
"ENSMUSG00000002475"	6.56037	6.21016	6.71832	7.07784
"ENSMUSG00000002477"	7.75941	7.75461	8.71239	8.58096
"ENSMUSG00000002486"	6.00451	6.54241	6.31778	6.6371
"ENSMUSG00000002489"	4.74125333333333	4.95165	4.69155	4.63633666666667
"ENSMUSG00000002496"	8.91711	9.05912	7.99033	8.15776
"ENSMUSG00000002500"	9.97458	10.67702	6.95113	7.70574
"ENSMUSG00000002504"	7.94729166666667	7.930475	7.14800833333333	7.13240333333333
"ENSMUSG00000002524"	9.73368	9.7361	9.87216	9.90618
"ENSMUSG00000002546"	9.32775	9.24536	8.81407	8.91934
"ENSMUSG00000002550"	11.20582	11.14282	9.2867	9.29168
"ENSMUSG00000002565"	4.49022	4.55915	5.11928	4.71766
"ENSMUSG00000002578"	4.51835333333333	4.32469	4.60541	4.70109333333333
"ENSMUSG00000002580"	9.90003	9.85404	11.00756	11.02317
"ENSMUSG00000002588"	9.11481	8.89528	6.12496	5.39453
"ENSMUSG00000002602"	8.99325	8.57219	8.49685	8.41379
"ENSMUSG00000002603"	6.52149333333333	6.45203666666667	6.55397333333333	6.69239333333333
"ENSMUSG00000002608"	6.801595	6.75576	5.988535	6.30106
"ENSMUSG00000002617"	4.27072	4.52664	4.83014	4.94838
"ENSMUSG00000002625"	8.15902	8.29963	8.47523	8.52844
"ENSMUSG00000002633"	5.00622	5.41017	6.657525	6.78406
"ENSMUSG00000002635"	7.516665	7.69177	7.42355	7.36646
"ENSMUSG00000002658"	8.06488	8.101165	8.60792	8.494445
"ENSMUSG00000002660"	10.37684	10.532625	9.514075	9.560265
"ENSMUSG00000002661"	9.24517	9.72838	8.32368	8.37448
"ENSMUSG00000002664"	4.23632	4.20886	4.25014	4.23476
"ENSMUSG00000002668"	5.81866	5.39711	5.62369	5.236
"ENSMUSG00000002679"	6.2313	6.19302	6.21305	6.1847
"ENSMUSG00000002688"	8.706	8.822455	8.470105	8.429405
"ENSMUSG00000002699"	5.24496333333333	4.87450666666667	5.26572	4.86763666666667
"ENSMUSG00000002718"	9.14143	9.41157	9.59372	9.34643
"ENSMUSG00000002728"	9.96498	10.086	9.07887	8.70816
"ENSMUSG00000002731"	7.49461	7.57721	7.60023	7.91164
"ENSMUSG00000002732"	9.41554	9.373	8.75695	8.77859
"ENSMUSG00000002733"	7.519515	7.4292	9.961645	10.686045
"ENSMUSG00000002741"	9.29638	8.80539	8.885935	8.87553
"ENSMUSG00000002748"	6.927595	7.052435	6.842835	6.7400525
"ENSMUSG00000002763"	9.4483025	9.57925	8.2561425	8.0752925
"ENSMUSG00000002767"	10.1486	10.3586	9.44367	9.34318
"ENSMUSG00000002768"	9.058365	9.107125	8.73228	8.66483
"ENSMUSG00000002769"	6.71563	6.38713	6.54399	6.3053
"ENSMUSG00000002771"	5.378445	5.7632	5.48434	5.419125
"ENSMUSG00000002778"	10.07495	10.02478	10.12884	10.14276
"ENSMUSG00000002781"	8.49107	8.486665	6.25179	6.080475
"ENSMUSG00000002797"	5.72730666666667	5.99743666666667	6.44121	6.40811333333333
"ENSMUSG00000002799"	6.74998	6.9902	6.59711	6.65701
"ENSMUSG00000002803"	7.26659	7.46862	6.8732	6.8943
"ENSMUSG00000002804"	7.1487	7.12779	8.0136	8.10038
"ENSMUSG00000002808"	8.39464	8.638335	6.067925	6.298765
"ENSMUSG00000002812"	9.658575	9.80128	8.71948	8.651755
"ENSMUSG00000002814"	5.91368	5.93449	5.74041	5.78775
"ENSMUSG00000002820"	5.84967	5.971025	5.235135	5.302195
"ENSMUSG00000002825"	7.01136	6.96159	7.03693	6.93814
"ENSMUSG00000002831"	12.42232	11.93715	12.23753	12.03689
"ENSMUSG00000002833"	6.41004	6.64801	6.57765	6.61581
"ENSMUSG00000002844"	9.30407	9.3014	8.88444	8.65707
"ENSMUSG00000002845"	7.0418	7.070845	7.68181	7.617765
"ENSMUSG00000002846"	6.96179	7.32242	6.56362	6.64739
"ENSMUSG00000002847"	8.97131	8.17479	9.04014	8.67323
"ENSMUSG00000002870"	6.407635	6.46321	7.397205	7.39424
"ENSMUSG00000002871"	8.12955	8.22521	8.34164	8.45075
"ENSMUSG00000002881"	7.29923	7.45463	7.17401333333333	7.04512666666667
"ENSMUSG00000002885"	9.61236	9.42235	9.81385	9.68723
"ENSMUSG00000002897"	6.18028	5.92924	6.32208	6.32693
"ENSMUSG00000002900"	8.160425	7.7795275	7.54432	7.3985875
"ENSMUSG00000002908"	5.675	5.825595	5.07582	5.074705
"ENSMUSG00000002910"	5.62466	6.56135	7.0628	7.44724
"ENSMUSG00000002930"	3.65334	3.85392	3.79426	3.55527
"ENSMUSG00000002944"	12.1383466666667	12.0825333333333	11.85748	11.82539
"ENSMUSG00000002948"	6.72653	6.85135666666667	6.62647333333333	6.63102
"ENSMUSG00000002949"	10.009985	10.16739	8.71764	8.56544
"ENSMUSG00000002957"	7.85933	7.674646	7.77795	7.821996
"ENSMUSG00000002963"	7.46435	7.55361	7.47244	7.57959
"ENSMUSG00000002968"	8.42474	8.59253	8.14195	8.25054
"ENSMUSG00000002980"	8.62535	8.36152	8.37109	8.72726
"ENSMUSG00000002981"	7.370325	7.374665	6.997585	6.851685
"ENSMUSG00000002983"	6.42153	6.20369	6.98219	6.31268
"ENSMUSG00000002984"	9.0948	9.21893	8.15812	8.18276
"ENSMUSG00000002985"	13.0633	12.60576	13.39988	13.3985
"ENSMUSG00000002992"	5.55673	5.20874	4.89358	5.13224
"ENSMUSG00000002996"	8.10132666666667	8.08357333333333	8.18174	8.19864
"ENSMUSG00000002997"	11.95869	12.0872166666667	9.76088333333333	9.53790333333333
"ENSMUSG00000003031"	6.87685	7.11062	7.69578	7.63114
"ENSMUSG00000003032"	9.062295	8.697165	8.08342	8.162335
"ENSMUSG00000003033"	9.018105	8.971355	8.351145	8.30467
"ENSMUSG00000003037"	7.3554	7.25081	7.546285	7.451485
"ENSMUSG00000003038"	9.99629	9.82654	11.41582	11.33623
"ENSMUSG00000003039"	8.68636	8.72343	8.93452	8.846525
"ENSMUSG00000003051"	5.86564	5.77835	9.01177	9.15101
"ENSMUSG00000003053"	3.80915	3.82906	3.9216	3.88905
"ENSMUSG00000003062"	7.65833	7.41241	8.51394	8.62701
"ENSMUSG00000003068"	9.57971	9.59152	9.0231	8.92526
"ENSMUSG00000003070"	5.466375	5.448815	5.45749	5.22254
"ENSMUSG00000003072"	13.120635	13.248645	11.86448	11.62546
"ENSMUSG00000003099"	8.87788666666667	8.89431666666667	8.19271333333333	8.15475666666667
"ENSMUSG00000003119"	5.609116	5.788156	5.851768	5.924956
"ENSMUSG00000003123"	8.278995	8.366385	7.79755	7.624255
"ENSMUSG00000003131"	7.530198	7.301018	7.655122	7.694044
"ENSMUSG00000003134"	6.03461	5.90372	8.40409	9.103235
"ENSMUSG00000003135"	6.35357	6.33246333333333	6.21012333333333	6.27689
"ENSMUSG00000003153"	5.29193	5.1082275	6.161315	6.2473525
"ENSMUSG00000003154"	7.13057	7.079115	7.12941	7.260615
"ENSMUSG00000003161"	7.77943	7.52644666666667	7.92135	7.82583666666667
"ENSMUSG00000003166"	8.13630666666667	8.00914	7.91137333333333	7.80687
"ENSMUSG00000003184"	7.51694333333333	7.60004333333333	7.636	7.59887333333333
"ENSMUSG00000003190"	7.3402	7.4326	7.17657	7.03881
"ENSMUSG00000003198"	6.21805	6.22883	6.26331	6.47069
"ENSMUSG00000003199"	9.98292	10.05052	9.51609	9.56983
"ENSMUSG00000003200"	7.81866	7.66109	8.03564	8.05304
"ENSMUSG00000003206"	6.11895	5.93605	5.96456	5.96984
"ENSMUSG00000003208"	6.58231	6.54854	6.4851	6.45133
"ENSMUSG00000003226"	8.1152	8.40609	8.98888	9.079
"ENSMUSG00000003227"	5.23925	5.0758	4.83448	4.76249
"ENSMUSG00000003228"	9.2343	9.06744	8.21889	8.07274
"ENSMUSG00000003233"	5.55726	5.54627	5.15874	5.00102
"ENSMUSG00000003234"	6.03761333333333	5.91263666666667	6.16192	6.22538
"ENSMUSG00000003235"	8.90831	8.88072	8.65969	8.7722
"ENSMUSG00000003269"	8.7314	8.93744	8.70357	8.44875
"ENSMUSG00000003271"	5.02019	5.18519	6.24098	6.25755
"ENSMUSG00000003273"	6.73099	6.50211	5.67086	5.39404
"ENSMUSG00000003279"	4.56086666666667	4.691565	4.719275	4.69491
"ENSMUSG00000003282"	4.093245	3.979925	3.95031	3.895435
"ENSMUSG00000003283"	5.50253	5.17911	5.93321	5.33158
"ENSMUSG00000003299"	10.26837	10.5302	8.90197	8.88294
"ENSMUSG00000003308"	8.210815	8.187335	7.710825	7.688375
"ENSMUSG00000003309"	6.31371	5.526	9.2755	9.29006
"ENSMUSG00000003316"	8.825995	8.6995875	8.9650925	9.0572425
"ENSMUSG00000003341"	6.9755	6.87828	6.72289	6.85819
"ENSMUSG00000003344"	8.36323	8.54213	7.88201	8.00401
"ENSMUSG00000003345"	8.82029	8.68236	8.84575	9.0701
"ENSMUSG00000003346"	9.8065	9.850945	9.139215	9.29457
"ENSMUSG00000003348"	6.5985	6.07069	6.96068	6.604
"ENSMUSG00000003352"	5.51417	5.88563	6.03062	5.58555
"ENSMUSG00000003354"	4.71018	4.68635	4.55498	4.90557
"ENSMUSG00000003355"	6.13678	5.38359	9.6008	8.75373
"ENSMUSG00000003360"	4.41378	4.26646	4.57344	4.80621
"ENSMUSG00000003363"	8.74141	8.63228	9.52328	9.50458
"ENSMUSG00000003378"	6.41002	6.43163	6.04149	6.00857
"ENSMUSG00000003379"	4.95097	4.95097	6.16107	4.78616
"ENSMUSG00000003380"	11.43261	11.44335	11.83753	11.81416
"ENSMUSG00000003382"	7.150615	7.0154125	7.0430925	6.90611
"ENSMUSG00000003402"	9.42774	9.47237	9.9935	10.00083
"ENSMUSG00000003410"	5.01992333333333	4.99075	4.80901333333333	4.58190333333333
"ENSMUSG00000003411"	6.16347	5.91	6.05094	5.93398
"ENSMUSG00000003418"	4.7787	5.03896333333333	8.88436	9.49248333333333
"ENSMUSG00000003420"	11.02684	10.83313	10.28683	10.33653
"ENSMUSG00000003421"	7.46859	7.68143	7.522395	7.602765
"ENSMUSG00000003423"	8.067885	8.085375	8.110465	8.1217
"ENSMUSG00000003429"	12.72633	12.72826	13.22565	13.0532
"ENSMUSG00000003435"	9.69773	9.62157	10.21774	10.09409
"ENSMUSG00000003436"	4.3763	4.71653	4.33378	4.11085
"ENSMUSG00000003437"	7.33108	7.56184	7.51308	7.92768
"ENSMUSG00000003438"	9.66856	9.90145	8.5997	8.37586
"ENSMUSG00000003444"	5.34582	5.41771	5.24275333333333	5.29278
"ENSMUSG00000003452"	3.809302	3.795304	4.258134	4.739524
"ENSMUSG00000003458"	7.26839	7.37469	8.09978	8.77093
"ENSMUSG00000003464"	9.42017666666667	9.43169666666667	8.61274666666667	8.593
"ENSMUSG00000003469"	4.34401	4.50156	4.23043	4.20011
"ENSMUSG00000003476"	5.262135	5.79428	4.544085	4.493085
"ENSMUSG00000003477"	8.64066	9.28737	11.03355	11.48003
"ENSMUSG00000003484"	5.25451	5.160005	5.24744	4.861855
"ENSMUSG00000003500"	8.98169	9.22633	7.66192	7.614
"ENSMUSG00000003505"	3.99221	3.96938	8.76216	6.78066
"ENSMUSG00000003518"	7.76095	7.84702333333333	7.14356666666667	7.14003666666667
"ENSMUSG00000003526"	8.30156	8.1735	8.78101	8.92128
"ENSMUSG00000003527"	5.86304	5.94745	5.90098	6.006415
"ENSMUSG00000003528"	12.22508	12.14821	10.21474	10.18368
"ENSMUSG00000003531"	9.14949	9.253335	8.49648	8.50574
"ENSMUSG00000003534"	6.15471	6.157106	6.892	7.083444
"ENSMUSG00000003541"	7.42358	6.89236	8.3205	8.62867
"ENSMUSG00000003545"	4.11896	3.9544	4.03103	4.01547
"ENSMUSG00000003546"	7.49025	7.60696	7.1647	7.38754
"ENSMUSG00000003549"	8.23245333333333	8.07732333333333	7.91558333333333	7.92555666666667
"ENSMUSG00000003555"	5.10575	5.16338	6.24471	6.08697
"ENSMUSG00000003559"	7.2797	7.33676	7.16109	7.18395
"ENSMUSG00000003573"	6.22585	5.87108	6.38968	6.8491
"ENSMUSG00000003575"	6.20680333333333	6.02228666666667	6.07975	6.23495
"ENSMUSG00000003581"	7.11229	6.87817	7.16081	7.12211
"ENSMUSG00000003585"	6.01884	6.12053	7.12957	7.01949
"ENSMUSG00000003604"	7.49915	7.44557	6.65059	6.63797
"ENSMUSG00000003617"	8.318245	8.06237625	9.18852	9.286855
"ENSMUSG00000003623"	6.99731	7.461205	6.849205	6.992785
"ENSMUSG00000003644"	6.56796	6.80427	7.41014	6.98276
"ENSMUSG00000003657"	4.37712	4.36506	4.57672	4.3839
"ENSMUSG00000003660"	9.84156	9.88183	9.59514	9.66023
"ENSMUSG00000003662"	9.58371	9.69407	9.58084	9.6121
"ENSMUSG00000003665"	6.11413	6.44116	5.99663	5.38165
"ENSMUSG00000003680"	7.409535	7.66021	7.79171	7.87062
"ENSMUSG00000003721"	8.7174	8.76143	8.45240333333333	8.52886
"ENSMUSG00000003731"	7.328895	7.34943	6.796915	6.99797
"ENSMUSG00000003746"	8.80171	8.539655	12.126235	12.330025
"ENSMUSG00000003752"	6.75121	6.35249	6.1342	6.04855
"ENSMUSG00000003762"	7.85844	7.71284	7.65752	7.65274
"ENSMUSG00000003778"	6.24547166666667	6.11401333333333	6.83132333333333	6.78648833333333
"ENSMUSG00000003779"	4.05837	4.18569	4.90215	4.34269
"ENSMUSG00000003808"	6.04364	6.14208333333333	6.10604666666667	6.09926666666667
"ENSMUSG00000003809"	9.28516	9.4453	8.4077	8.35819
"ENSMUSG00000003810"	9.1527	9.35549	8.23571	8.26439
"ENSMUSG00000003812"	4.15119	4.03312	5.55883	5.74179
"ENSMUSG00000003813"	9.59573	9.81765666666667	8.62317333333333	8.65120666666667
"ENSMUSG00000003814"	11.5112166666667	11.24749	12.1699266666667	12.36747
"ENSMUSG00000003824"	6.6284	6.22302	8.16515	7.86822
"ENSMUSG00000003847"	5.325108	5.349892	5.88805	6.118444
"ENSMUSG00000003848"	7.99475	7.94806	8.0818	7.88511
"ENSMUSG00000003849"	5.97933	6.12207	7.37178	7.26495
"ENSMUSG00000003863"	5.13268	4.86458	5.29791	5.43601
"ENSMUSG00000003865"	10.196155	10.289185	8.01284	7.95908
"ENSMUSG00000003868"	9.37429	9.66562	9.23877	9.09857
"ENSMUSG00000003872"	5.0274	5.3112175	5.10455	5.305105
"ENSMUSG00000003873"	8.1227	7.93751	8.83565	9.02085
"ENSMUSG00000003882"	4.0277	4.07062	4.91514	4.52845
"ENSMUSG00000003923"	6.867795	7.064335	6.40538	6.45316
"ENSMUSG00000003929"	4.550855	4.786335	4.908375	4.89911
"ENSMUSG00000003934"	5.16152	5.27802	5.04492	4.99718
"ENSMUSG00000003948"	11.7283466666667	11.4353633333333	11.07884	10.9751166666667
"ENSMUSG00000003949"	6.902975	6.96054	7.37167	7.348215
"ENSMUSG00000003955"	10.9237	11.22196	10.06294	10.00994
"ENSMUSG00000003970"	12.02775	11.98734	12.93502	12.84973
"ENSMUSG00000003974"	4.07519	4.42703	4.08048	3.9661
"ENSMUSG00000003992"	5.98969	5.9785575	5.9764525	5.880535
"ENSMUSG00000004018"	5.58974	5.58185	5.91882	6.02746
"ENSMUSG00000004031"	4.48957	4.39497	4.08297	4.12623
"ENSMUSG00000004032"	10.35017	10.52171	11.73371	12.13801
"ENSMUSG00000004035"	6.87606	6.87443	11.38153	11.35692
"ENSMUSG00000004038"	5.39705	5.50227	5.265175	5.33666
"ENSMUSG00000004040"	9.38789	9.41423	9.60618	9.54272
"ENSMUSG00000004043"	8.90519	8.467895	7.866875	7.01732
"ENSMUSG00000004044"	9.22234	8.760235	8.829235	8.71252
"ENSMUSG00000004054"	7.45418	7.49454	7.04555	7.07507
"ENSMUSG00000004056"	8.97175333333333	8.926	7.91221666666667	7.70386333333333
"ENSMUSG00000004069"	8.10080333333333	8.38516333333333	6.79898666666667	6.74751666666667
"ENSMUSG00000004070"	9.88014	9.85491	9.55959	9.73301
"ENSMUSG00000004071"	9.08336	9.218295	8.00186	8.19715
"ENSMUSG00000004085"	6.75526	6.709975	5.4201825	5.451365
"ENSMUSG00000004096"	9.73497	9.88592	9.7443	9.53851
"ENSMUSG00000004098"	6.957045	6.667705	6.408055	6.593005
"ENSMUSG00000004099"	6.86283	6.597265	7.970355	7.490565
"ENSMUSG00000004100"	7.98183	7.76474	7.9591	7.82835
"ENSMUSG00000004105"	7.605054	7.61532	6.633808	6.45047
"ENSMUSG00000004110"	5.477375	5.40489	5.2525	5.009725
"ENSMUSG00000004113"	4.2764425	4.2367675	3.9826725	3.9807
"ENSMUSG00000004127"	6.70096	6.61658	6.95593333333333	6.96745
"ENSMUSG00000004151"	4.38196	4.165725	5.14649	5.905935
"ENSMUSG00000004187"	6.68884	7.00921	6.68255	6.364855
"ENSMUSG00000004207"	12.870365	12.689305	12.2166	12.222265
"ENSMUSG00000004221"	7.255046	7.125036	6.83222	6.778156
"ENSMUSG00000004233"	6.514065	6.877405	6.1366	6.23229
"ENSMUSG00000004263"	6.62887	6.15711	6.51024	6.77733
"ENSMUSG00000004264"	10.515075	10.63774	9.7285575	9.686745
"ENSMUSG00000004266"	7.187585	6.788505	8.062765	7.56241
"ENSMUSG00000004267"	5.19485	4.43886	4.90339	4.52667
"ENSMUSG00000004268"	10.30911	10.53029	10.31772	10.01676
"ENSMUSG00000004270"	10.62951	10.47917	9.99944	10.02154
"ENSMUSG00000004285"	10.52283	10.58277	10.69212	10.71712
"ENSMUSG00000004296"	4.11915	4.029145	3.96244	3.962815
"ENSMUSG00000004317"	5.79664	5.504785	7.334405	7.636475
"ENSMUSG00000004319"	7.40741	7.53094	7.832198	7.9651
"ENSMUSG00000004328"	4.93486333333333	4.91107666666667	4.76824	4.8429
"ENSMUSG00000004341"	5.25215	5.719	8.40047	8.73779
"ENSMUSG00000004344"	4.99116	5.08153	14.26452	14.40072
"ENSMUSG00000004347"	3.99702333333333	4.11353	3.88574	3.89357
"ENSMUSG00000004356"	7.07723	7.14622	7.37202	7.09374
"ENSMUSG00000004359"	3.97218	3.901015	3.98793	3.94867
"ENSMUSG00000004360"	4.92089	4.96869	4.678715	4.84385
"ENSMUSG00000004364"	8.32485	8.550406	7.532812	7.722448
"ENSMUSG00000004366"	4.88435	4.83959	4.7859	4.55189
"ENSMUSG00000004371"	5.69267	6.02135	5.68231	5.6079
"ENSMUSG00000004383"	6.02116	5.94503	5.67025	5.618415
"ENSMUSG00000004393"	7.49123	7.36802	7.70675	7.82317
"ENSMUSG00000004394"	7.161315	7.30156	7.785505	8.03786
"ENSMUSG00000004415"	3.87506	4.108185	3.974605	3.796115
"ENSMUSG00000004446"	6.360265	5.872015	6.891605	7.06887
"ENSMUSG00000004451"	8.328615	8.117295	8.1787	8.029
"ENSMUSG00000004455"	10.258815	10.21817	10.774565	10.845965
"ENSMUSG00000004460"	9.29367	9.18866	9.88997	9.94551
"ENSMUSG00000004462"	6.1737	5.90349	6.08849	6.21881
"ENSMUSG00000004473"	6.4469	6.67631	7.82391	8.10116
"ENSMUSG00000004500"	5.24144	5.28082	5.44194	5.42836
"ENSMUSG00000004508"	7.27098333333333	6.94453	7.17660333333333	7.18239333333333
"ENSMUSG00000004530"	6.764835	6.386855	6.2336	6.36554
"ENSMUSG00000004535"	7.59667	7.77618666666667	8.00212333333333	7.96674666666667
"ENSMUSG00000004540"	4.14762	4.19519	6.58758	5.3229
"ENSMUSG00000004542"	3.71124333333333	3.81004666666667	4.23916	3.85219333333333
"ENSMUSG00000004552"	6.03664	6.05237	6.615	6.00737
"ENSMUSG00000004558"	11.81603	11.9766	9.90095	9.86606
"ENSMUSG00000004561"	6.99592333333333	7.04051	7.20334666666667	7.12892
"ENSMUSG00000004562"	7.01519333333333	7.10310333333333	6.95549	6.96549666666667
"ENSMUSG00000004565"	7.59852	7.397	7.78004	7.94818
"ENSMUSG00000004567"	6.99114	6.94642333333333	7.12804	7.32017666666667
"ENSMUSG00000004568"	6.5065375	6.317855	6.3457	6.2801775
"ENSMUSG00000004591"	7.998655	7.97571	8.100225	8.116455
"ENSMUSG00000004609"	4.958915	4.920595	4.99728	4.954715
"ENSMUSG00000004610"	12.9322	13.0988	11.022	10.94054
"ENSMUSG00000004612"	5.68949	5.24826	5.93646	5.71834
"ENSMUSG00000004613"	5.06769	4.98189	4.91605	4.85246
"ENSMUSG00000004626"	8.16694	8.41273333333333	8.26198	8.28064666666667
"ENSMUSG00000004630"	4.79841666666667	4.79710333333333	4.76606333333333	4.57403
"ENSMUSG00000004631"	9.82997	9.536	9.51478	9.54342
"ENSMUSG00000004633"	4.78198	4.59381	4.401175	4.24049
"ENSMUSG00000004637"	5.514175	5.617325	5.677495	5.721025
"ENSMUSG00000004642"	7.70695	7.41484	7.69431	7.475205
"ENSMUSG00000004651"	4.17984666666667	4.16421666666667	3.91192	3.87095666666667
"ENSMUSG00000004654"	5.72654	5.84644	5.86838	5.84822
"ENSMUSG00000004655"	11.3699	11.54973	11.1746	11.30283
"ENSMUSG00000004661"	5.14868	5.41844	5.07267	5.0232
"ENSMUSG00000004665"	8.43628	8.1911	9.23159	8.79897
"ENSMUSG00000004667"	8.28468	8.457785	8.015465	7.793775
"ENSMUSG00000004668"	3.748855	3.514495	3.653445	3.57019
"ENSMUSG00000004677"	7.11386	7.20353	8.04709	7.46871
"ENSMUSG00000004698"	5.11068	4.93543	4.65231	4.65875
"ENSMUSG00000004707"	4.98894	4.80224	4.83997	4.85657
"ENSMUSG00000004709"	4.297195	4.330885	4.41483	4.176815
"ENSMUSG00000004730"	7.95799	7.13672	7.45398	7.35008
"ENSMUSG00000004748"	9.41498	9.52442	6.41886	6.86408
"ENSMUSG00000004768"	5.97262	6.01076	6.01707	6.14598
"ENSMUSG00000004771"	9.12343	9.18492	8.80603	8.952005
"ENSMUSG00000004788"	8.04826666666667	8.17149333333333	8.82201666666667	8.84857333333333
"ENSMUSG00000004789"	10.092225	10.2363	7.79055	7.86529
"ENSMUSG00000004791"	6.0371	6.23388	7.9306	8.03993
"ENSMUSG00000004798"	8.51776333333333	8.53288666666667	7.87866666666667	8.07099333333333
"ENSMUSG00000004814"	7.55742	7.25953	7.46815	7.20117
"ENSMUSG00000004815"	6.53294	6.68302	6.2076	6.4253
"ENSMUSG00000004821"	4.38614	3.97304	3.72299	3.91576
"ENSMUSG00000004837"	6.23586	5.97736	5.96418	5.87168
"ENSMUSG00000004842"	4.52632	4.33752	4.09479	3.96426
"ENSMUSG00000004843"	8.5051	8.46034	9.06543	8.912705
"ENSMUSG00000004846"	9.65829	9.5442	9.1527	8.98497
"ENSMUSG00000004849"	9.06337	9.26525	8.71265	8.50207
"ENSMUSG00000004864"	5.55395	5.69878	8.24126	8.15231
"ENSMUSG00000004865"	7.33469	7.07947	7.81461	7.927205
"ENSMUSG00000004872"	4.29761666666667	4.23604333333333	4.11079	4.01851333333333
"ENSMUSG00000004880"	8.32171	8.48844	8.85091	8.57908
"ENSMUSG00000004885"	5.15798	5.36851	7.23599	5.56161
"ENSMUSG00000004891"	6.72645666666667	6.66586333333333	6.08340666666667	6.15510666666667
"ENSMUSG00000004892"	6.02881	5.88189	5.3869	5.25741
"ENSMUSG00000004894"	4.59257333333333	4.56093	4.55152666666667	4.49718
"ENSMUSG00000004895"	6.26006	6.51806	6.83504	6.59536
"ENSMUSG00000004896"	6.98232	7.12565	6.90496	6.93697
"ENSMUSG00000004897"	9.45562	9.671505	8.93151	8.872655
"ENSMUSG00000004902"	5.12129	5.27043	5.0316	5.10261
"ENSMUSG00000004929"	6.415575	6.367785	6.04976	5.836575
"ENSMUSG00000004931"	8.99435	9.206	7.96046	7.80491
"ENSMUSG00000004933"	4.860545	4.65744	4.506015	4.640335
"ENSMUSG00000004934"	6.63845333333333	6.60870666666667	6.39444666666667	6.29323666666667
"ENSMUSG00000004936"	9.53217	9.41983	9.20832	9.17676
"ENSMUSG00000004937"	10.58422	10.67773	9.51757	9.49389
"ENSMUSG00000004939"	6.56813	6.85892	5.30386	5.32611
"ENSMUSG00000004945"	6.37385666666667	6.3452	6.00293666666667	5.96113333333333
"ENSMUSG00000004947"	9.21094	8.87843	8.8257	8.454905
"ENSMUSG00000004948"	4.14023	4.29325	4.33235	4.25387
"ENSMUSG00000004951"	12.01653	12.08633	10.921325	10.44224
"ENSMUSG00000004952"	5.37748	5.693895	5.218035	5.42418
"ENSMUSG00000004961"	6.04628	5.99841	5.76737	5.66257
