"sWAT_M06(r1)"	"sWAT_M06(r2)"	"sWAT_M06(r3)"	"sWAT_M06(r4)"	"BAT_M06(r1)"	"BAT_M06(r2)"	"BAT_M06(r3)"	"BAT_M06(r4)"
"ENSMUSG00000022982"	12.275695	12.38133	12.2753	12.17507	12.30707	12.368435	12.37306	12.37673
"ENSMUSG00000022983"	7.08413	6.85672	6.76290333333333	7.15426	6.91354	6.93567	6.90879333333333	6.63931333333333
"ENSMUSG00000022986"	3.93538	4.16953	4.59122	3.83904	4.25345	4.55037	4.21031	4.37962
"ENSMUSG00000022991"	4.80311	4.33682	4.82853	4.88574	4.96236	4.68835	4.62162	4.85469
"ENSMUSG00000022992"	9.48485	9.35109	9.2324	9.5277	9.50228	9.4759	9.39762	8.95971
"ENSMUSG00000022993"	4.09788	4.33557	4.65421	4.44899	5.02344	4.66617	4.55173	4.5896
"ENSMUSG00000022994"	7.70634	8.76746	6.13548	8.40382	9.71659	9.7807	9.93978	9.27978
"ENSMUSG00000022995"	5.02964666666667	5.15366666666667	5.309765	4.9645	5.11963166666667	5.335605	5.00798	5.085535
"ENSMUSG00000022996"	4.98641	4.91388	4.92426	5.08777	5.31111	5.34737	5.25584	5.33625
"ENSMUSG00000022997"	3.95147	3.93267	4.2209	4.01127	4.31717	4.20452	3.93725	4.22233
"ENSMUSG00000022999"	4.79939	5.21874	4.45837	5.54717	5.14926	5.14119	5.06366	5.06042
"ENSMUSG00000023000"	4.40719	4.558835	4.8469	4.49033	4.991505	4.902585	4.834605	4.93432
"ENSMUSG00000023004"	13.44917	13.34467	13.41968	13.33604	11.90655	12.06198	12.06403	12.88568
"ENSMUSG00000023007"	6.15031	6.384	5.9973	6.24757	6.8965	6.87094	7.01602	6.70129
"ENSMUSG00000023008"	7.03837	7.26771	6.51066	7.2669	6.42109	6.8861	6.95646	6.39616
"ENSMUSG00000023009"	5.46674	5.47613	5.56747	5.65106	5.61018	5.51584	5.25189	5.57496
"ENSMUSG00000023010"	11.08272	11.24692	9.20991	11.13096	11.08619	11.06657	10.97959	11.42318
"ENSMUSG00000023011"	4.86918	4.79344	5.095515	4.68798	5.34214	5.1253	5.116985	5.15289
"ENSMUSG00000023013"	4.30421	4.06734	5.07559	4.95646	5.71715	5.76749	5.22054	5.21042
"ENSMUSG00000023015"	7.798935	6.793205	6.66506	7.63894	4.75586	4.562895	4.804785	5.237535
"ENSMUSG00000023017"	5.74658	6.0063	5.76418	6.03053	5.83474	6.00504	5.80131	5.9253
"ENSMUSG00000023018"	6.07937	5.68915	6.14785	6.02733	6.83206	6.59314	6.67385	6.39329
"ENSMUSG00000023019"	7.59509	9.06371	6.425125	8.7052	12.031	11.65491	11.54208	10.32756
"ENSMUSG00000023020"	9.77263	9.98744	8.95178	10.03648	11.21631	11.18275	11.15076	11.29537
"ENSMUSG00000023021"	7.04753	6.92126	6.398535	6.770125	6.179635	6.32712	6.334535	6.417355
"ENSMUSG00000023022"	7.3863725	7.84657	7.0284275	7.6386825	7.3039575	7.433265	7.6243975	7.4067775
"ENSMUSG00000023025"	7.59771333333333	7.31513	8.06311333333333	7.34668666666667	8.66398	8.57598333333333	8.79109666666667	7.98008333333333
"ENSMUSG00000023026"	9.38722	9.10053	10.12266	9.46096	8.04828	8.26883	8.34894	8.43189
"ENSMUSG00000023027"	10.31545	10.08862	10.84938	10.00881	9.18512	9.71218	9.71231	9.57082
"ENSMUSG00000023030"	5.413662	5.541292	5.29884	5.648282	5.98419	5.933336	6.084016	5.894672
"ENSMUSG00000023031"	6.39402	6.54391	6.49367	6.1543	6.43657	7.07261	6.78131	6.20204
"ENSMUSG00000023032"	4.83583	4.51887	4.47055666666667	4.73863333333333	4.7344	4.59645	4.47101333333333	4.53208666666667
"ENSMUSG00000023033"	3.10688	3.30478166666667	3.55395166666667	3.28288666666667	3.54922833333333	3.47518	3.481675	3.50180166666667
"ENSMUSG00000023034"	7.46999	6.93927	6.5187	7.47451	7.09921	7.15482	7.00111	7.97143
"ENSMUSG00000023036"	6.28746	6.258505	5.926405	6.168115	6.75097	6.471355	7.09317	6.20967
"ENSMUSG00000023039"	3.84134	3.92099	3.93185	3.72068	4.1466	4.11651	3.84678	3.90075
"ENSMUSG00000023041"	3.64662	3.70849	4.21416	3.43197	4.00304	4.03794	3.57538	3.68595
"ENSMUSG00000023043"	3.73968	4.00756	4.14779	3.58107	3.91648	4.52969	4.03072	3.82506
"ENSMUSG00000023044"	8.23653	9.16468	8.34086	8.478625	9.7237	9.693675	9.616475	9.53453
"ENSMUSG00000023045"	4.63709	4.17947	4.54484	4.43972	4.93716	4.87751	4.55523	4.60753
"ENSMUSG00000023046"	6.7233	8.80332	5.80346	7.5317	5.67446	7.24499	6.67473	8.39235
"ENSMUSG00000023047"	3.98480333333333	3.95683333333333	4.13853	4.06564666666667	4.71645333333333	4.72025333333333	4.57551	4.57880666666667
"ENSMUSG00000023048"	11.16462	10.381	10.86861	10.7199	8.25387	8.57667	8.25625	9.13006
"ENSMUSG00000023050"	5.32987333333333	5.60454666666667	5.35897666666667	5.40774333333333	5.38799333333333	5.47142333333333	5.41624	5.60074
"ENSMUSG00000023051"	6.93315	7.04533	6.62456	7.02728	7.636055	7.66574	7.345175	7.094495
"ENSMUSG00000023052"	5.50468	5.70643	5.82544	5.86677	5.77118	5.62495	5.55763	5.51095
"ENSMUSG00000023055"	5.25984	4.77532	5.42051	4.52034	5.27923	5.26818	5.40773	5.23493
"ENSMUSG00000023057"	3.26051	3.37649	3.28005	3.18935	3.42346	3.26946	3.30227	3.13891
"ENSMUSG00000023064"	11.20852	10.89143	8.59347	11.00694	7.33455	7.08554	8.04435	10.44148
"ENSMUSG00000023066"	6.63154	6.23747	7.15075	6.17738	5.96109	5.98886	5.87308	5.77437
"ENSMUSG00000023067"	7.36051	7.481525	7.01049	7.878315	9.243595	9.99569	9.103615	8.778265
"ENSMUSG00000023068"	7.921606	7.613506	8.110666	7.622586	7.95796	7.984658	8.110858	7.98941
"ENSMUSG00000023070"	2.76633	3.34629	2.82077	2.84801	3.57401	3.23999	3.07956	3.01435
"ENSMUSG00000023072"	5.45425	5.479035	5.057125	5.291855	5.74146	5.35487	5.728095	5.51847
"ENSMUSG00000023073"	2.21347	2.07582	2.27627	2.14232	2.2308	2.03462	2.00495	2.15321
"ENSMUSG00000023074"	8.12284	8.48069	8.52073	8.09748	9.18013	9.4685	9.57236	9.22001
"ENSMUSG00000023075"	9.805995	9.66762	9.97453	9.655225	9.00361	9.264125	9.234755	8.683895
"ENSMUSG00000023078"	10.44048	10.74296	10.42131	11.678965	7.657515	8.336965	9.10071	8.1693
"ENSMUSG00000023079"	6.30078	6.52315	5.08493	6.56349	8.41458	8.29296	8.15515	7.74159
"ENSMUSG00000023087"	6.051735	6.121555	6.518835	6.0801	6.7693	6.429875	6.62609	6.172575
"ENSMUSG00000023088"	6.99786	7.352345	6.899745	7.28603	7.27928	7.09098	7.216095	7.346545
"ENSMUSG00000023089"	10.274745	10.3682	10.64518	10.08857	12.03166	12.12863	11.818075	11.73372
"ENSMUSG00000023092"	6.69233	6.74113	6.667755	6.203155	8.04051	8.072895	7.635495	7.67874
"ENSMUSG00000023094"	6.12066	6.39556	5.49903	5.71412	8.62104	8.72647	8.11865	7.0009
"ENSMUSG00000023104"	6.12638	5.91489333333333	5.72263666666667	5.95465666666667	6.11544	5.97748333333333	5.84192	5.92419666666667
"ENSMUSG00000023106"	6.00441	5.77387666666667	6.11980666666667	5.71917	5.76206333333333	5.98208333333333	5.69130666666667	5.47686666666667
"ENSMUSG00000023110"	8.00756	7.68548	6.10156	7.96416	7.62624	7.71351	7.70347	7.78506
"ENSMUSG00000023118"	6.96828	6.25848	5.77627	7.114665	6.398585	6.632315	6.57759	6.4811
"ENSMUSG00000023122"	3.60845	3.5123	4.03829	3.88196	4.13246	3.90176	3.59879	3.65183
"ENSMUSG00000023132"	9.35984	8.8683	9.4677	9.70439	5.53274	5.84871	6.06316	9.39995
"ENSMUSG00000023140"	4.40303	4.32032	4.58687	4.37553	5.01329	4.40299	4.53419	4.60132
"ENSMUSG00000023143"	7.16252	7.39673	6.39361	7.49021	7.55977	7.44094	7.62464	7.44752
"ENSMUSG00000023147"	5.812355	5.726335	5.923035	5.835545	5.745075	5.79283	5.91912	6.070355
"ENSMUSG00000023150"	9.03061666666667	8.71408333333333	8.98292333333333	8.73550333333333	9.37825	8.92664333333333	10.3091633333333	9.86833666666667
"ENSMUSG00000023151"	2.77413	2.95367	2.77821	3.24693	3.53361	3.62612	3.81677	3.92854
"ENSMUSG00000023153"	5.63187	5.62739	5.39798	5.53189	6.37271	6.33353	5.75952	6.19332
"ENSMUSG00000023156"	7.65253	7.780325	7.575225	7.484985	8.87484	8.72312	8.46425	8.359085
"ENSMUSG00000023169"	8.03921	7.450265	7.706485	7.987495	5.3904	5.355305	5.50081	5.49567
"ENSMUSG00000023170"	5.1645	5.30778	4.44063	5.74455	5.1958	5.67775	5.3996	5.63067
"ENSMUSG00000023175"	8.19266	8.6715	5.42679	8.86882	10.83948	10.72182	10.40172	10.35845
"ENSMUSG00000023176"	4.39826	4.09392	4.4511	3.99528	8.3274	7.85519	7.80172	6.83888
"ENSMUSG00000023185"	1.93881	2.18836	2.05234	1.96067	1.94452	2.09686	1.80978	1.93881
"ENSMUSG00000023186"	6.344085	6.503955	5.96689	5.879565	6.00352	6.00892	6.38707	6.30471
"ENSMUSG00000023191"	5.34181	5.8487	4.60414	5.84101	4.65744	5.11024	4.97733	5.86935
"ENSMUSG00000023192"	4.58582	4.82219	4.91865	4.67915	5.24285	4.99419	4.86057	4.9174
"ENSMUSG00000023206"	6.929575	6.68175	6.172615	6.74151	7.94437	7.84	7.99904	7.315385
"ENSMUSG00000023210"	4.1109	4.28328	4.50618	4.29539	4.89996	4.41322	4.62776	4.57399
"ENSMUSG00000023216"	2.98613	3.066775	3.109335	2.82555	3.383155	3.138735	3.410235	3.218125
"ENSMUSG00000023224"	11.30107	11.92874	10.55644	11.63485	9.24419	10.31449	10.51729	11.44709
"ENSMUSG00000023232"	4.25768	4.23101	4.54799	4.25248	5.11356	5.0276	4.58771	4.98067
"ENSMUSG00000023235"	4.78135	4.72561	5.036685	4.766145	5.628075	5.627275	5.641035	5.424145
"ENSMUSG00000023236"	7.1748	5.29236	6.88091	4.59236	3.56622	3.29471	3.12336	3.30922
"ENSMUSG00000023243"	4.769675	4.768685	4.297095	4.78156	4.075155	4.214985	4.30441	4.410495
"ENSMUSG00000023247"	4.33101	4.1069	4.75116	4.32038	4.64564	4.56717	4.61286	4.52429
"ENSMUSG00000023249"	8.01197	8.195885	8.67906	7.913525	7.178785	7.93189	7.646115	7.803635
"ENSMUSG00000023257"	2.92541	3.12833	2.88086	3.03685	3.01664	3.08065	3.25806	3.06396
"ENSMUSG00000023259"	5.233745	5.534635	5.601795	5.47518	5.9663	5.91343	5.541235	5.64577
"ENSMUSG00000023262"	6.24749	6.04945	5.06903	6.02213	6.22399	6.40749	6.24995	6.60919
"ENSMUSG00000023263"	3.1349	3.21035	3.62173	3.12967	3.39419	3.45501	3.23308	3.24192
"ENSMUSG00000023266"	5.73993	5.77742	6.10798	5.90711	6.44409	6.43251	6.73142	6.5368
"ENSMUSG00000023267"	4.95609	4.16868	5.0615	3.97435	4.03913	3.94871	3.8387	4.12458
"ENSMUSG00000023272"	10.33005	9.97301	9.68309	10.08738	7.61083	7.91049	8.0407	8.48522
"ENSMUSG00000023274"	5.2053	5.462415	5.483545	5.707155	5.376265	5.326255	5.249615	5.18452
"ENSMUSG00000023277"	9.453515	8.842355	6.81589	9.371045	7.333655	7.72173	7.058025	8.032175
"ENSMUSG00000023279"	2.971675	2.91238	2.992025	2.905525	3.09435	2.93543	3.038025	3.01497
"ENSMUSG00000023286"	8.92878	9.04124	7.91049	9.07661	9.28138	9.25047	9.06801	8.7118
"ENSMUSG00000023289"	2.92285	2.6694	2.71052	2.53794	2.70173	2.8785	2.7406	2.81035
"ENSMUSG00000023307"	8.67329333333333	8.78872333333333	8.52554666666667	8.90444666666667	10.0543633333333	10.1177933333333	9.92918333333333	9.53197
"ENSMUSG00000023328"	3.63312	3.93304	3.59858	3.90314	4.05621	3.71781	3.7421	4.13162
"ENSMUSG00000023330"	7.28086	7.12264	6.9359	7.25882	7.1517	7.31735	7.40331	7.55065
"ENSMUSG00000023333"	3.47863	3.78656	4.29108	3.48389	4.51697	3.78118	4.07562	4.01864
"ENSMUSG00000023336"	5.13969	5.76765	5.25585	5.40279	6.07095	5.83578	5.61491	5.9805
"ENSMUSG00000023341"	6.15586	6.30375	6.11281	6.94854	6.04865	5.96124	5.74205	6.30375
"ENSMUSG00000023345"	5.40609	5.30176	4.81888	5.66725	5.96607	6.40621	5.6388	5.33718
"ENSMUSG00000023348"	6.74325	6.87693	6.47465	6.55095	7.00197	7.36132	7.05476	7.55516
"ENSMUSG00000023349"	7.719575	8.14479	7.005465	8.46694	4.98395	4.35632	5.92659	6.624445
"ENSMUSG00000023350"	3.62802	3.55223	3.61444	3.52754	4.03375	3.72742	3.89747	3.60995
"ENSMUSG00000023353"	5.07806	5.13024	4.35792	5.31133	5.569745	5.53533	5.41433	5.51714
"ENSMUSG00000023367"	9.24471666666667	9.40540666666667	8.61308666666667	9.75670666666667	6.80990333333333	6.90001	7.38277	8.60099333333333
"ENSMUSG00000023387"	4.12604	4.22796	4.58687	4.11259	4.77804	4.64956	4.67765	4.57822
"ENSMUSG00000023391"	3.40326	3.33138	3.60034	3.43564	3.48276	3.48267	3.2574	3.5865
"ENSMUSG00000023393"	6.193255	6.20721	6.20755	6.62174	5.80108	5.82703	5.59731	5.76727
"ENSMUSG00000023403"	2.02107	2.08233	2.237285	1.961645	2.320595	2.147395	2.17185	2.097585
"ENSMUSG00000023411"	5.21754666666667	5.32684	5.12577666666667	5.21364	5.19942	5.18696666666667	5.17956	5.28567
"ENSMUSG00000023433"	4.32814	4.601114	4.492308	4.514574	4.841132	4.825942	4.632924	4.734242
"ENSMUSG00000023439"	4.17174	3.86803	4.33721	4.16553	4.77509	4.47199	4.55684	4.4565
"ENSMUSG00000023443"	3.32055	3.2605	3.54096	3.40671	3.6518	3.71922	3.72113	3.85279
"ENSMUSG00000023452"	9.31692	9.89419	9.14073	9.67538	10.742	10.39852	10.50534	10.37956
"ENSMUSG00000023456"	10.1248466666667	10.2822633333333	9.67557	10.1380033333333	11.6309366666667	11.71238	11.26189	11.4174133333333
"ENSMUSG00000023460"	6.83108	7.14184	6.557655	7.189685	7.21848	7.095265	7.263655	6.801335
"ENSMUSG00000023467"	3.23565	3.15066	3.29624	2.9924	3.58429	3.34652	3.44924	3.34652
"ENSMUSG00000023473"	4.30013	4.76192	5.12678	4.76445	5.07266	5.1312	4.81227	4.94877
"ENSMUSG00000023484"	3.60528	3.07769	3.40055	3.3602	3.49282	3.3071	3.25022	3.37848
"ENSMUSG00000023495"	5.81567	5.91369666666667	4.68445333333333	5.38346666666667	6.27145333333333	6.22681666666667	6.16162666666667	6.24836666666667
"ENSMUSG00000023505"	7.73285	7.28589	7.17679	7.38208	5.00762	4.74647	4.93142	5.43615
"ENSMUSG00000023571"	7.10589	7.58836333333333	7.00832	7.58601333333333	8.66629666666667	8.51459333333333	8.61711	8.44424
"ENSMUSG00000023572"	9.27923	9.00941	7.61538	9.19408	8.77653	8.82488	8.92047	9.03573
"ENSMUSG00000023577"	3.59502333333333	3.68674	3.90381666666667	3.77646	4.13834666666667	3.94310333333333	3.92585	3.94134333333333
"ENSMUSG00000023707"	6.0709	6.32528	5.92754	6.68512	7.94726	7.80987	7.60061	7.35181
"ENSMUSG00000023723"	7.92035	7.832905	6.58615	8.07695	9.712125	9.57794	9.55056	8.94725
"ENSMUSG00000023737"	3.59152	3.36953	3.93988	3.03564	4.04823	3.69401	4.02925	3.72629
"ENSMUSG00000023755"	6.201405	6.07111	6.447535	6.161985	5.50354	5.285165	5.65531	5.35482
"ENSMUSG00000023764"	6.02189	6.772906	5.572292	7.80413	5.399508	6.502198	6.327934	6.239348
"ENSMUSG00000023781"	4.34692	4.47868	4.80287	4.48266	5.00862	5.07571	4.70901	4.86848
"ENSMUSG00000023791"	8.93619	8.60904	9.08706	8.75406	8.68944	8.70942	8.99576	8.52757
"ENSMUSG00000023795"	6.46644	7.12707	6.40257	6.77744	7.26407	6.92879	7.02477	6.63861
"ENSMUSG00000023800"	3.541905	3.303765	3.860145	3.51201	3.93073	3.682285	4.04157	3.93654
"ENSMUSG00000023805"	4.81242833333333	4.62175333333333	4.79315166666667	4.51872666666667	5.153155	4.92234833333333	4.65527	4.95009333333333
"ENSMUSG00000023806"	9.01295	9.96268	8.53643	9.86105	10.45377	10.20941	10.23882	10.98039
"ENSMUSG00000023809"	5.87401	5.87511	5.75328	5.677755	6.33422	6.26489	6.00986	6.08159
"ENSMUSG00000023826"	4.041	4.28254666666667	4.21665666666667	4.23226	4.96068	4.67693666666667	4.60419	4.66666333333333
"ENSMUSG00000023827"	6.81569	7.163145	6.994955	7.17165	6.3639	6.0427	6.312595	6.82103
"ENSMUSG00000023828"	7.91149	9.03713	8.26662	9.01457	9.2627	8.64823	9.0788	9.83877
"ENSMUSG00000023829"	5.53705	5.16355	5.33681	4.95887	5.69877	5.73103	5.64146	5.58105
"ENSMUSG00000023830"	8.480735	8.38963	7.585235	8.58058	8.494725	8.68831	8.864495	9.058465
"ENSMUSG00000023832"	8.065875	9.038115	8.69676	8.91686	10.35789	9.890015	10.061725	10.77046
"ENSMUSG00000023845"	2.98766	2.86069	4.3167	2.64231	3.16505	3.01198	3.46253	2.63276
"ENSMUSG00000023852"	7.03398333333333	6.62738166666667	7.12279666666667	6.72943333333333	6.02641833333333	6.09201833333333	6.62216	6.43936333333333
"ENSMUSG00000023861"	11.29652	11.7776	10.21411	11.00178	13.26342	13.15815	13.18919	12.27175
"ENSMUSG00000023868"	4.308664	4.40693	4.70196	4.312528	4.626414	4.538454	4.621038	4.656396
"ENSMUSG00000023873"	4.94184666666667	3.93061666666667	5.10339	3.99599333333333	3.94733333333333	3.20499666666667	3.65699	3.43568333333333
"ENSMUSG00000023882"	5.75736	5.24471	6.32961	5.02155	4.19798	4.29476	4.9971	5.05893
"ENSMUSG00000023883"	7.200435	7.057035	6.813755	6.856735	6.992905	7.023055	7.399085	7.284645
"ENSMUSG00000023885"	7.25435	7.97056	7.897475	7.58097	5.409525	6.01712	6.221345	7.256345
"ENSMUSG00000023886"	5.24283	5.794545	5.39623	5.176095	5.500675	6.250135	6.00359	6.855285
"ENSMUSG00000023892"	7.10139	6.58219	7.49071	6.19295	5.39732	5.85608	5.91738	6.04117
"ENSMUSG00000023902"	4.37319	4.24677	4.69908	4.76282	4.68769	4.78808	4.69237	4.70756
"ENSMUSG00000023904"	9.17102	9.571645	8.91622	9.347185	10.719055	10.69325	10.41924	10.58387
"ENSMUSG00000023905"	5.95933	6.932115	5.10201	5.85986	6.9497	7.28905	6.885035	6.367195
"ENSMUSG00000023906"	3.83606	4.23348	4.04279	3.70411	4.52086	4.16108	4.15538	4.32868
"ENSMUSG00000023908"	6.06317	6.0262	5.52689	6.35824	5.96771	6.13457	5.93911	6.13982
"ENSMUSG00000023909"	7.06289	7.44477	6.3858	7.25475	6.52561	6.92081	6.91874	7.25665
"ENSMUSG00000023911"	4.817425	4.33807	4.656945	3.84666	6.186895	6.45571	5.337865	5.287905
"ENSMUSG00000023912"	3.40645	3.85479	3.65954666666667	3.56998	3.97725333333333	3.64734	3.62254333333333	3.50285333333333
"ENSMUSG00000023913"	7.11971	7.10689	5.57976	8.0788	8.37819	8.05229	8.09458	8.23009
"ENSMUSG00000023914"	3.393305	3.723945	3.754335	3.42632	3.83504	3.458375	3.56565	3.74389
"ENSMUSG00000023915"	6.50736	6.240155	5.52501	6.367225	6.066075	6.54976	6.03585	6.190065
"ENSMUSG00000023918"	2.76857	3.16766	3.26278	3.45156	3.589	3.31896	3.37922	3.26278
"ENSMUSG00000023919"	7.56908	6.93679	7.66072	7.361	5.26	5.74594	5.33585	5.65114
"ENSMUSG00000023921"	7.43339333333333	7.70565666666667	7.48322	7.19225	8.84301333333333	8.76857333333333	9.11554666666667	8.40164333333333
"ENSMUSG00000023923"	7.40352	6.6924	7.52494	7.05364	5.99795	6.55253	6.37958	6.99296
"ENSMUSG00000023926"	2.30247	2.24207	3.11403	2.35682	2.2556	2.33796	2.25897	2.56444
"ENSMUSG00000023927"	8.8348625	8.2037525	8.8239075	8.6688675	5.1872125	5.1074175	4.983685	5.1061975
"ENSMUSG00000023930"	2.29521	2.40618	2.43027	2.53029	2.49004	2.31475	2.14177	2.54977
"ENSMUSG00000023931"	2.66905	3.20846	3.2478	3.06721	3.04583	2.95658	2.64467	2.89186
"ENSMUSG00000023932"	9.11937	8.95106	8.897465	9.27289	8.454755	8.425095	8.54138	8.56629
"ENSMUSG00000023935"	4.54716	4.35489	4.67737	4.31441	4.92865	4.71696	4.64663	4.707605
"ENSMUSG00000023938"	6.39402	6.20986	6.3556	6.43426	7.60795	7.54659	7.21715	7.22428
"ENSMUSG00000023939"	7.13287	7.7642	6.0561	7.86013	9.61936	9.51391	9.49032	8.89206
"ENSMUSG00000023940"	6.197295	5.43042	6.46701	5.71721	4.71072	4.262775	4.251155	4.56976
"ENSMUSG00000023942"	5.5729	6.48289	4.98331	6.69278	7.30892	6.80114	7.28879	7.65907
"ENSMUSG00000023943"	2.69919	2.35001	3.11196	2.61101	3.08198	2.87012	2.69714	2.79964
"ENSMUSG00000023944"	12.033265	11.57709	9.82128	12.261815	11.59018	11.253875	11.51926	11.940495
"ENSMUSG00000023945"	3.3611	3.07769	3.77789	3.34616	3.43479	3.44949	3.18069	3.42818
"ENSMUSG00000023947"	8.00935	7.877605	8.4438	8.071575	4.35386	4.77156	4.85581	5.33591
"ENSMUSG00000023949"	3.98218	4.23329	4.71688	4.70252	5.0611	4.93525	4.84666	4.71792
"ENSMUSG00000023951"	6.65901	6.787415	7.25646	6.24629	9.101925	9.110875	8.66946	8.014905
"ENSMUSG00000023952"	7.308965	7.8112425	6.925825	7.9453125	7.379475	7.3182375	7.49202	7.1522725
"ENSMUSG00000023953"	6.00003	5.491155	3.999715	5.331245	4.535265	4.86941	4.841125	5.482485
"ENSMUSG00000023959"	5.90704	5.911305	5.52598	5.10245	7.9997925	7.8705075	8.04092	7.89352
"ENSMUSG00000023960"	7.86429	8.25785	5.29624	6.97759	6.49191	7.21047	8.41548	7.99959
"ENSMUSG00000023961"	8.020605	7.944305	8.467455	8.18955	7.99112	8.09951	8.50483	8.37273
"ENSMUSG00000023963"	4.50195	4.6635	4.16507	3.54182	3.24066	3.34582	3.52696	3.62176
"ENSMUSG00000023964"	2.48943	2.42907	2.8341	2.52115	2.83025	2.71701	2.71701	2.62536
"ENSMUSG00000023965"	8.27548	7.88868	8.56978	7.83897	7.92821	7.90971	7.84054	8.01127
"ENSMUSG00000023966"	5.851	6.09159	5.92197	6.16958	5.68051	5.67284	5.71082	6.19857
"ENSMUSG00000023967"	8.64449	8.5249	4.74875	8.72208	10.08111	10.08248	9.56117	9.64356
"ENSMUSG00000023968"	4.29369	4.67088	3.63214	4.4633	4.66118	4.48508	4.39348	4.12408
"ENSMUSG00000023971"	7.70311	7.29093	6.61134	7.5056	7.80568	8.08446	7.74534	7.69891
"ENSMUSG00000023972"	5.37045	5.33274	5.32287	5.14996	5.91688	5.66647	5.36634	5.51212
"ENSMUSG00000023973"	5.85209	6.39982	5.21926	6.5466	6.1505	6.34587	6.25751	6.57708
"ENSMUSG00000023977"	6.83998	6.92642333333333	6.92089666666667	6.98906333333333	7.12000333333333	6.99261	7.07119333333333	6.86911333333333
"ENSMUSG00000023978"	2.6775	3.09038	3.1966	3.28917	3.73177	3.09038	3.61048	3.28917
"ENSMUSG00000023979"	5.53684	5.14572	5.34792	5.30685	5.29415	5.41389	5.22811	5.38395
"ENSMUSG00000023980"	6.415735	6.34224	6.075	6.71553	5.785875	5.89547	6.114685	6.044005
"ENSMUSG00000023982"	4.73878	5.06382	5.10811	4.93381	4.76378	5.05672	4.84584	5.65389
"ENSMUSG00000023984"	5.732255	5.719775	6.04252	5.98834	5.97544	5.91786	6.174875	5.94954
"ENSMUSG00000023987"	4.28335	4.09891	4.39207	4.62162	4.12714	4.68116	4.35749	4.30298
"ENSMUSG00000023988"	6.9932	6.79344	7.108225	7.283285	7.90578	7.90967	7.703805	7.126625
"ENSMUSG00000023990"	6.5656	6.68358	6.43326	6.8345	7.13664	6.97404	6.81811	6.77484
"ENSMUSG00000023991"	5.10441666666667	4.62761	5.10462	5.416	5.01529333333333	5.19763333333333	4.94615	5.08719
"ENSMUSG00000023992"	5.79698	5.78634	5.64673	6.80387	6.23885	6.35793	6.55803	6.29739
"ENSMUSG00000023993"	5.3166	5.4656	5.98055	5.81311	5.94126	6.04742	5.59624	5.76722
"ENSMUSG00000023994"	5.381905	5.14163	5.27024	5.566845	5.01007	5.069065	4.916975	5.065675
"ENSMUSG00000023995"	4.72538	4.93343	4.95617	4.62192	5.29381	5.01693	4.93142	5.14854
"ENSMUSG00000023999"	4.112575	4.188055	4.49658	4.32288	4.81081	4.51191	4.508775	4.389205
"ENSMUSG00000024002"	8.13001666666667	7.80400666666667	7.55059666666667	8.31315	7.53104666666667	7.49335333333333	7.28569666666667	7.32259
"ENSMUSG00000024006"	8.64172	8.1154	7.25642	8.234805	6.78824	7.488895	7.28402	6.830385
"ENSMUSG00000024007"	7.23841	6.47734	6.32842	6.81917	6.84673	6.13027	6.66319	6.37613
"ENSMUSG00000024008"	5.29646	5.01232	5.12491	5.13972	5.08723	5.08021	4.98331	5.13193
"ENSMUSG00000024011"	5.50399	7.03541	5.71006	6.300435	5.271475	5.80571	5.711995	7.15633
"ENSMUSG00000024012"	8.44801	8.64436	6.69071	8.49409	9.97688	9.79381	9.58576	9.7249
"ENSMUSG00000024013"	7.19337	7.05274	6.72128	7.81812	5.53448	5.49418	5.03745	6.12362
"ENSMUSG00000024014"	7.414635	7.42006	6.8875	7.98941	8.79206	8.773065	8.295135	7.652065
"ENSMUSG00000024018"	4.00757	3.773885	3.557475	3.69053	3.41452	3.04564	3.338195	4.303195
"ENSMUSG00000024019"	7.0337375	7.1719325	6.4258375	7.1134475	7.016155	7.14972	7.159615	6.9257175
"ENSMUSG00000024026"	8.74782333333333	8.88288666666667	8.63357	8.60118	9.62775666666667	10.0598733333333	8.92861333333333	9.29175
"ENSMUSG00000024027"	3.81547	3.59102	3.6905	3.6323	3.89249	3.88077	3.62888	3.81895
"ENSMUSG00000024028"	5.08251	5.01074	4.90691	4.99243	5.52969	5.24401	5.07654	5.25719
"ENSMUSG00000024029"	3.9901	4.03867	4.68835	4.22479	4.49337	4.29683	4.2731	4.45691
"ENSMUSG00000024030"	10.03654	9.93124	9.38392	10.43067	8.21945	8.35879	7.96523	8.93309
