"BAT_M09(r1)"	"BAT_M09(r2)"	"BAT_M09(r3)"	"eWAT_M09(r1)"	"eWAT_M09(r2)"	"eWAT_M09(r3)"	"pvWAT_M09(r1)"	"pvWAT_M09(r2)"	"pvWAT_M09(r3)"	"iWAT_M09(r1)"	"iWAT_M09(r2)"	"iWAT_M09(r3)"
"ENSMUSG00000033987"	7.38065	7.37893	7.425575	7.288335	7.37504	7.29071	7.40135	7.125505	7.049615	7.261645	7.317635	7.338585
"ENSMUSG00000033991"	8.7839	8.83901	8.80484	8.83174	8.57445	8.80503	8.82098	8.71895	8.88563	8.64707	8.62878	8.68692
"ENSMUSG00000033998"	7.25408	7.57084	7.37084	8.12594	8.65134	7.68766	7.86035	7.81775	7.26953	7.69171	7.72193	7.60492
"ENSMUSG00000034000"	7.7036	7.58923	7.81212	7.46039	7.56905	7.52834	7.78305	7.67527	7.83437	7.56542	7.61969	7.57698
"ENSMUSG00000034006"	8.1983	8.19693	8.11257	8.10408	8.07539	8.22733	8.2707	8.19208	8.19611	8.11998	8.07858	7.97236
"ENSMUSG00000034007"	8.99519	8.96654	8.75012	9.0852	9.35838	9.41876	9.09634	9.19535	9.0482	9.38549	9.29037	9.54556
"ENSMUSG00000034009"	5.70068	5.92513	6.09834	5.64757	5.6521	5.68632	6.33308	5.7725	6.14198	5.56919	5.58464	5.72763
"ENSMUSG00000034021"	9.18266	9.12075	9.13257	9.17033	9.28629	9.31123	9.11081	9.29869	9.26967	9.40132	9.32195	9.55728
"ENSMUSG00000034022"	9.20559	9.26524	9.28204	9.35004	9.2745	9.33229	9.25792	9.32263	9.36612	9.43162	9.31222	9.31594
"ENSMUSG00000034023"	6.62144	6.62652	6.92904	6.58929	6.60865	6.69932	6.65964	6.6679	6.45272	6.75975	6.9116	7.06014
"ENSMUSG00000034024"	11.00145	10.95723	10.89622	11.2934	11.17059	11.03992	10.99504	11.03371	11.00444	11.21271	11.09882	11.14679
"ENSMUSG00000034028"	6.597	6.20336	5.9572	7.42902	7.12691	7.26506	6.48879	7.52675	6.95288	8.03293	8.17043	8.42073
"ENSMUSG00000034031"	7.81767	7.74295	7.9793	7.6928	7.68371	7.67402	7.72239	7.46925	7.64786	7.58534	7.74314	7.76215
"ENSMUSG00000034032"	8.31363	8.38379	8.51916	8.36404	8.35522	8.41018	8.27089	8.36672	8.35126	8.44301	8.35698	8.41955
"ENSMUSG00000034035"	9.02772	9.12498	8.9897	8.86707	9.22789	8.97377	9.04858	8.79554	8.79628	8.82273	8.93577	8.91492
"ENSMUSG00000034037"	7.715635	7.731665	7.4071	8.18471	7.64214	8.060015	7.451435	7.930975	8.25736	7.853235	8.08009	8.01876
"ENSMUSG00000034039"	7.22944	7.15483	7.3864	7.12597	7.26255	7.09147	7.24715	7.04028	6.87482	7.2194	7.1506	7.23197
"ENSMUSG00000034040"	7.79235	7.93998	7.76498	7.83183	7.83566	7.99418	7.66836	7.71546	7.8818	7.74075	7.76679	7.70434
"ENSMUSG00000034041"	8.45704	8.49993	8.7443	9.05926	8.97515	9.15041	8.57645	8.80624	8.55404	9.48403	9.431	9.68926
"ENSMUSG00000034042"	10.18912	10.1789	10.15567	9.7938	10.00296	9.97494	10.13758	10.24638	10.2781	9.88189	9.92206	10.07797
"ENSMUSG00000034055"	9.79057	9.97803	9.13673	8.68938	8.73763	8.95309	8.9753	9.23258	9.03531	8.71003	8.76927	8.79693
"ENSMUSG00000034057"	6.126	6.01818	5.88777	5.83964	5.86308	5.87546	5.97797	5.86907	5.74416	5.83135	5.72976	5.73122
"ENSMUSG00000034059"	7.76606	7.78774	7.93193	7.58542	7.5701	7.70507	7.79713	7.6154	7.81362	7.56619	7.571	7.5359
"ENSMUSG00000034063"	7.9341	7.78736	8.04858	7.73291	7.80285	7.71052	7.96183	7.78944	7.44255	7.57384	7.77615	7.66973
"ENSMUSG00000034064"	9.2157	9.27957	9.20151	9.75228	9.63995	9.67351	9.13192	9.29775	9.22292	9.74372	9.81336	9.80159
"ENSMUSG00000034066"	8.23168	8.64103	8.45825	8.27546	8.39521	8.48242	8.37051	8.55946	8.56681	8.12801	8.22156	8.05299
"ENSMUSG00000034071"	7.62706	7.55344	7.63695	7.54009	7.59396	7.66184	7.70569	7.597	7.56696	7.4695	7.55212	7.5261
"ENSMUSG00000034075"	11.06458	11.3157	11.15839	11.1315	11.04318	11.1793	11.11726	11.18858	11.13469	11.03654	10.8497	10.84111
"ENSMUSG00000034083"	8.19242	8.19011	8.34985	8.31061	8.36002	8.66857	8.09363	8.10219	8.50735	8.36689	8.36017	8.60587
"ENSMUSG00000034087"	5.18489	5.35173	5.38064	4.98265	5.33268	5.15031	5.12591	5.29284	5.10475	4.96154	5.14361	4.97592
"ENSMUSG00000034088"	11.14926	11.21508	11.31746	11.53184	11.33058	11.47586	11.29423	11.26857	11.4922	11.10829	11.09838	11.02069
"ENSMUSG00000034098"	5.70431	5.41995	5.40859	5.36882	5.32097	5.40678	5.77585	5.58144	5.49602	5.19339	5.25817	5.1749
"ENSMUSG00000034101"	10.09793	10.10555	10.17019	10.41335	10.59648	10.84931	10.11808	10.32372	10.30669	10.30162	10.11734	10.11114
"ENSMUSG00000034105"	8.18086	8.16065	8.45539	8.42309	8.36341	8.27597	8.31853	8.23608	7.99738	8.20539	8.19778	8.34432
"ENSMUSG00000034107"	7.74502	8.09094	8.05941	7.66963	7.8957	7.63051	7.76593	7.48886	7.65939	7.77618	7.61632	7.70359
"ENSMUSG00000034108"	8.50227	8.6709	8.74707	8.59489	8.22979	8.13265	8.72313	8.51735	8.7582	8.15033	8.01886	8.02723
"ENSMUSG00000034109"	8.67563	8.62186	8.60075	8.93222	8.63836	8.79896	8.49649	8.47713	8.68764	8.63287	8.4646	8.31838
"ENSMUSG00000034110"	7.24931	7.44164	7.6319	7.49015	7.36223	7.3637	7.38396	7.38789	7.21562	7.39225	7.30881	7.42166
"ENSMUSG00000034111"	8.77198	8.62675	8.58067	9.10574	8.99916	9.21686	8.78686	8.90869	8.78312	9.21891	9.17214	9.40894
"ENSMUSG00000034112"	7.35309	7.29065	7.44753	7.29655	7.24779	7.14294	7.49196	6.79993	6.7335	7.14339	7.16413	7.20418
"ENSMUSG00000034115"	7.13594	6.87828	7.11193	6.91821	6.96014	6.75404	7.00311	6.72728	6.65007	6.98841	6.88664	7.01332
"ENSMUSG00000034116"	7.36008	7.43554	7.36545	8.37293	8.00679	8.23131	7.86724	8.61035	7.72237	9.48366	9.76689	10.29905
"ENSMUSG00000034117"	7.53354	7.52327	7.63109	7.33036	7.5158	7.28139	7.31695	7.18418	7.25333	7.47646	7.41056	7.52752
"ENSMUSG00000034118"	8.50636	8.38549	8.22946	9.14864	9.14078	9.39511	8.56626	8.67254	8.8351	9.11626	9.27064	9.14878
"ENSMUSG00000034120"	11.54618	11.36346	11.21487	11.28598	11.57696	11.65059	11.47833	11.53273	11.5386	11.75888	11.65091	11.81189
"ENSMUSG00000034121"	7.76945	7.92465	8.0565	8.13314	8.00259	8.27124	7.82369	7.94368	7.99705	7.9866	7.99271	8.1286
"ENSMUSG00000034122"	4.80242	4.92153	4.83791	4.53531	4.50165	4.54509	5.05695	4.66101	4.59862	4.73665	4.38941	4.48135
"ENSMUSG00000034126"	8.85198	8.97808	8.83283	9.15827	8.99309	9.10406	8.82503	9.12191	9.16683	8.87352	8.88413	8.78344
"ENSMUSG00000034127"	6.34059	6.35653	6.2026	6.19188	6.33252	6.29286	6.18345	5.83464	6.05553	5.82416	5.84581	6.03119
"ENSMUSG00000034135"	9.57529	9.96635	9.62905	9.61848	9.98333	9.93253	9.80089	9.74507	9.77925	9.68899	9.80126	9.73931
"ENSMUSG00000034139"	5.12376	5.11556	5.26062	4.72842	5.03292	4.84087	5.33895	5.01137	4.79411	4.854	4.84712	4.80432
"ENSMUSG00000034145"	7.2746	7.18949	7.34383	7.12994	7.22353	7.18848	7.38686	7.28346	7.06557	7.04308	7.28489	7.15764
"ENSMUSG00000034151"	6.03345	5.98087	5.92627	6.11024	6.52675	5.88227	6.0318	5.96438	5.72588	5.75724	5.95108	5.7959
"ENSMUSG00000034152"	9.26592	9.27772	9.08076	8.90072	8.60973	9.05674	9.15853	9.29994	9.17521	8.68934	8.71144	8.86788
"ENSMUSG00000034154"	9.19781	9.21175	9.19147	9.08529	9.3532	9.3879	9.08824	9.26088	9.38827	9.37659	9.56535	9.63269
"ENSMUSG00000034156"	7.33718	7.44596	7.63936	7.43407	7.52939	7.5353	7.49504	7.30459	7.3309	7.46722	7.5388	7.55689
"ENSMUSG00000034157"	9.50581	9.54318	9.47414	9.17291	9.22373	9.28424	9.50486	9.72962	9.56373	9.01226	9.09398	9.16804
"ENSMUSG00000034158"	10.87592	10.83609	10.85086	11.52821	11.54238	11.7645	11.00947	10.79532	11.08505	11.30527	11.25574	11.08567
"ENSMUSG00000034159"	8.149	8.12705	8.09501	7.71838	7.94419	7.86664	7.66429	7.5776	7.75972	7.88858	7.79085	7.84714
"ENSMUSG00000034160"	11.08642	10.97566	11.04415	10.79395	11.13202	11.3077	11.10079	11.17787	11.19465	11.19152	11.30342	11.54278
"ENSMUSG00000034161"	7.9513	8.04132	8.15528	7.75737	7.84401	7.68314	7.89723	7.93165	7.78525	7.72094	7.74555	7.68069
"ENSMUSG00000034163"	9.50812	9.64208	9.48505	9.81449	10.06697	10.11424	9.4303	9.74038	9.67176	10.11727	10.21789	10.2236
"ENSMUSG00000034164"	8.63145	8.71832	8.82087	8.48915	8.74921	8.60129	8.83969	8.7404	8.64368	8.71535	8.89139	8.89548
"ENSMUSG00000034165"	9.34803	9.46189	9.61762	10.1316	9.58309	9.81398	9.48874	9.56343	9.51186	9.80758	9.61373	9.91394
"ENSMUSG00000034168"	8.4983	8.43371	8.37529	8.74082	8.48361	8.53191	8.60044	8.48961	8.5595	8.75853	8.49043	8.60756
"ENSMUSG00000034171"	7.66616	7.57817	7.85408	7.87561	8.12977	7.92362	7.75623	7.70201	7.61918	8.2156	8.31111	8.46054
"ENSMUSG00000034173"	9.475555	9.66585	9.6328875	9.3712825	9.0544825	9.076165	9.8122375	9.6819475	9.8486575	8.9827475	8.93908	8.905065
"ENSMUSG00000034175"	9.78094	9.87124	9.8739	9.46025	9.676	9.74856	9.77485	9.61348	9.81314	9.47603	9.31415	9.30998
"ENSMUSG00000034177"	7.63708	7.70496	7.68552	7.77532	7.93535	7.61021	7.76394	7.50413	7.45846	7.76881	7.8974	7.97055
"ENSMUSG00000034185"	7.82479	7.77265	8.04931	7.52202	7.68586	7.70167	7.81827	7.58803	7.704	7.67047	7.67678	7.58445
"ENSMUSG00000034187"	9.36371	9.40972	9.22672	9.5629	9.63695	9.60085	9.33133	9.56027	9.4424	9.52016	9.6873	9.70741
"ENSMUSG00000034189"	7.88289	7.85371	7.80314	8.02428	7.79929	8.12861	8.10775	8.08486	8.04217	8.12507	7.93991	8.34593
"ENSMUSG00000034190"	8.89297	8.85442	8.9534	8.88094	8.53128	8.77524	8.99894	8.77032	8.79583	8.61957	8.44505	8.69784
"ENSMUSG00000034192"	9.47124	9.35971	8.86954	9.88733	9.69541	9.70908	9.31275	9.42119	9.19189	9.85112	9.42953	9.50199
"ENSMUSG00000034194"	8.42403	8.58059	8.47734	8.80697	8.28342	8.79162	8.33787	8.46379	8.42969	8.35496	8.28532	8.4038
"ENSMUSG00000034201"	8.23944	8.52192	8.35328	8.68119	8.20874	8.59122	8.41442	8.42587	8.51018	8.35883	8.1433	8.02197
"ENSMUSG00000034203"	8.42676	8.82904	8.6555	7.99158	7.68985	7.98862	8.57544	8.76844	8.8885	7.73229	7.45955	7.6512
"ENSMUSG00000034205"	8.40839	8.47522	8.39239	9.29688	9.20544	9.52646	8.29475	8.1659	8.14871	9.09281	9.54183	9.32146
"ENSMUSG00000034206"	7.30748	7.42618	7.59891	7.16243	7.33935	7.37519	7.15347	7.22466	7.14492	7.39176	7.46205	7.67333
"ENSMUSG00000034209"	7.88125	7.83802	7.86354	7.87965	7.70667	7.79655	7.90303	7.76315	7.69974	7.5606	7.50241	7.57231
"ENSMUSG00000034210"	10.07613	10.22298	9.90323	10.29925	10.37765	10.48265	9.95105	10.16964	10.17013	10.32926	10.32506	10.09861
"ENSMUSG00000034211"	7.90219	8.13313	7.61658	7.37094	7.16126	7.40088	8.11219	8.19891	8.07697	7.35736	7.19388	7.23464
"ENSMUSG00000034212"	7.35834	7.53977	7.32444	7.08648	7.23642	7.10534	7.39863	7.23142	7.14149	6.83747	6.99769	7.14874
"ENSMUSG00000034216"	8.38316	8.54178	8.65977	8.61316	8.67264	8.71373	8.66838	8.4276	8.38797	8.67185	8.78069	8.66114
"ENSMUSG00000034218"	7.79132	8.00914	7.61536	8.50608	8.343	8.62117	7.88641	8.32649	8.0257	8.70396	8.7541	8.97655
"ENSMUSG00000034219"	7.19461	7.13131	7.09985	6.58931	6.91965	6.74481	7.09192	6.83737	6.80406	6.65531	6.84394	6.66122
"ENSMUSG00000034220"	8.58752	8.78386	8.52696	9.03759	8.47399	8.71904	8.49262	8.01629	8.22862	8.64719	8.46735	8.61319
"ENSMUSG00000034224"	7.41438	7.4887	7.56465	7.31386	7.24754	7.24959	7.5029	7.29583	7.27198	7.17206	7.29054	7.28196
"ENSMUSG00000034226"	7.18809	6.90612	7.36458	7.01464	7.00735	6.9223	7.30514	7.04208	6.44963	6.94068	6.95828	6.91444
"ENSMUSG00000034227"	7.2881	7.18977	7.35736	7.33107	7.50346	7.16037	7.36286	7.09398	7.07823	7.16352	7.1751	7.19008
"ENSMUSG00000034235"	8.290205	7.967245	7.93871	8.55674	8.89017	8.819205	8.511135	8.309525	8.496565	8.42352	8.198255	8.30678
"ENSMUSG00000034239"	5.51567	5.29358	5.70828	5.34535	5.4215	5.4013	5.61098	5.37134	5.78959	5.43279	5.39815	5.43025
"ENSMUSG00000034243"	8.32593	8.41047	8.36584	8.84487	8.97006	9.21486	8.51146	8.38532	8.7888	8.58456	8.51209	8.56475
"ENSMUSG00000034245"	7.78693	7.61771	7.8033	7.84122	7.99743	7.76477	7.82137	7.39298	7.19567	7.70306	7.53775	7.65581
"ENSMUSG00000034247"	9.30792	9.34345	9.26507	9.42673	9.22515	9.52522	9.397985	9.29106	9.37647	9.34101	9.22816	9.32292
"ENSMUSG00000034248"	9.06318	8.90681	8.85267	9.33897	9.21439	9.85483	9.42175	9.63874	10.24043	9.52761	9.66753	9.99858
"ENSMUSG00000034252"	9.65871	9.68009	9.48762	9.78988	9.85401	9.87527	9.65644	9.74204	9.69154	9.93909	9.81827	9.96301
"ENSMUSG00000034254"	10.62559	10.85321	10.62082	10.32946	10.33782	10.21195	10.77265	10.88586	10.69814	10.1491	10.19364	10.00068
"ENSMUSG00000034255"	8.98312	9.034685	8.999625	9.03166	8.84739	8.94044	9.143515	8.881495	8.983155	9.172495	9.00266	9.15587
"ENSMUSG00000034258"	7.31488	7.30317	7.56792	7.78528	7.69815	7.91438	7.25367	7.54449	7.3849	7.18083	7.33509	7.36009
"ENSMUSG00000034259"	8.30801	8.43446	8.32462	8.10828	7.966	8.02542	8.4361	8.46477	8.34698	8.09512	7.96726	8.13671
"ENSMUSG00000034263"	8.7834	8.74295	8.73002	8.83574	8.77088	8.86051	8.75483	8.95593	8.74059	8.84719	8.63203	8.89037
"ENSMUSG00000034265"	8.51636	8.64212	8.52524	8.65092	8.73379	8.86861	8.69376	8.6314	8.59928	8.77828	8.89013	8.75399
"ENSMUSG00000034266"	8.14283	8.13862	8.01558	7.83164	7.91806	7.9128	7.92983	7.85669	7.71954	7.85636	8.10297	8.12084
"ENSMUSG00000034269"	10.02174	10.04049	9.93872	10.19457	10.5563	10.45822	10.02673	10.06651	10.19046	10.54646	10.64479	10.52502
"ENSMUSG00000034271"	8.53316	8.382	8.55002	8.78631	8.45349	8.64193	8.73932	8.37037	8.50296	8.52412	8.43554	8.48481
"ENSMUSG00000034274"	9.27607	9.37238	9.25247	9.30277	9.12922	9.18052	9.29194	9.39984	9.41112	9.1624	9.17935	9.28476
"ENSMUSG00000034275"	7.80413	7.77173	8.01651	7.88699	8.0177	7.96389	8.05774	7.70874	7.50492	7.89275	7.86846	7.93808
"ENSMUSG00000034278"	9.05918	8.66338	9.23564	8.84077	8.87122	8.77215	9.0285	8.68851	8.89381	8.82613	8.73031	8.93354
"ENSMUSG00000034282"	8.25707	8.33635	8.39979	8.17776	8.26824	7.97949	8.36752	8.18714	8.05045	8.03377	7.9221	8.02582
"ENSMUSG00000034285"	9.38553	9.17023	9.36519	8.66266	8.73793	8.64654	9.14329	9.22859	9.08791	8.4128	8.25946	8.41302
"ENSMUSG00000034290"	10.76665	10.90172	11.11909	11.05186	10.81033	11.10751	10.81567	10.77072	10.90384	10.73861	10.68265	10.78693
"ENSMUSG00000034292"	7.55457	7.59715	7.73664	7.39974	7.479	7.52636	7.51625	7.146	7.40633	7.49788	7.30125	7.2998
"ENSMUSG00000034295"	7.7835	7.74202	7.68836	7.95302	7.97208	7.54797	7.91582	7.4705	7.67497	7.67244	7.59204	7.4133
"ENSMUSG00000034297"	10.78672	10.91365	10.82076	10.96659	11.25484	11.27093	10.90649	11.01771	11.06158	11.25339	11.34858	11.38041
"ENSMUSG00000034300"	8.32861	8.29015	8.42793	8.71715	8.47396	8.59133	8.55403	8.38005	8.29502	8.583	8.44284	8.64704
"ENSMUSG00000034303"	6.9012	7.13074	7.21598	6.90938	6.90667	6.95378	7.16747	7.06827	7.01762	7.05455	7.19879	7.35174
"ENSMUSG00000034308"	8.38567	8.41759	8.38028	8.62051	8.77422	8.9352	8.00422	8.00398	8.21319	8.41272	8.25895	8.29752
"ENSMUSG00000034310"	7.3822	7.31735	7.36139	7.24043	7.37029	7.27968	7.36485	7.21836	7.0844	7.06379	7.1591	6.89435
"ENSMUSG00000034311"	5.75957	5.63363	5.6381	5.41754	5.47016	5.64976	5.58037	5.52785	5.79524	5.55342	5.98084	5.90107
"ENSMUSG00000034312"	10.20557	10.14272	9.98655	10.54616	10.42518	10.51384	10.28356	10.23121	10.35533	10.49379	10.27557	10.14726
"ENSMUSG00000034317"	5.9616	5.71615	6.2483	6.38227	6.05748	6.26566	6.11461	6.80948	6.69922	7.5173	7.43902	7.71296
"ENSMUSG00000034320"	9.18438	9.02632	8.76269	9.44755	9.42615	9.50823	9.06924	9.12428	8.95251	9.19769	9.24869	8.99919
"ENSMUSG00000034321"	9.83929	9.61106	9.38512	9.80994	10.17052	9.87272	9.65845	9.72497	9.62836	10.0262	10.00256	9.86704
"ENSMUSG00000034324"	7.87464	7.66945	7.88911	7.8174	7.90513	7.73393	7.88852	7.69439	7.75205	7.90027	7.83854	7.86975
"ENSMUSG00000034327"	9.83037	9.8827	9.71138	9.66212	9.38561	9.67046	9.75448	9.7846	9.75268	9.44909	9.20015	9.35248
"ENSMUSG00000034329"	6.15621	6.48122	6.48158	6.48446	6.42073	6.48823	6.28982	6.37502	6.22069	6.47724	6.57775	6.90982
"ENSMUSG00000034330"	8.17108	8.02253	8.08863	8.66446	8.51941	8.61686	8.10959	9.10922	8.17863	9.37527	9.88908	10.17008
"ENSMUSG00000034333"	7.51647	7.46307	7.42525	7.44551	7.4464	7.484005	7.508815	7.36827	7.32064	7.567745	7.527575	7.543125
"ENSMUSG00000034334"	8.41996	8.3735	8.19261	8.21558	8.08633	8.22123	8.29645	8.20347	8.20148	8.15069	8.01984	7.75098
"ENSMUSG00000034336"	6.925355	7.06828	6.89552	6.96022	6.906635	6.939065	7.0262	6.642075	6.903335	6.89544	6.841645	6.863715
"ENSMUSG00000034339"	5.87759	5.63479	5.99423	5.83391	6.07658	5.86319	6.44632	5.59558	6.01638	5.85549	5.79165	5.9097
"ENSMUSG00000034341"	10.69384	10.35278	10.22767	10.73636	10.41461	10.61263	10.69857	10.64427	10.61866	10.59247	10.35993	10.41967
"ENSMUSG00000034342"	9.61373	9.47472	9.31283	10.15222	10.25174	10.30948	9.74094	10.09631	9.7993	10.42897	10.53883	10.61631
"ENSMUSG00000034343"	9.933725	10.001525	9.746865	9.310495	9.31392	9.216605	9.756095	9.951115	9.772145	9.361315	9.42366	9.41814
"ENSMUSG00000034345"	10.14439	10.07395	10.02833	10.45583	9.94112	9.92131	10.29239	10.25803	10.23401	9.80029	9.55219	9.53007
"ENSMUSG00000034349"	7.88707	7.73342	7.66969	8.30486	8.20226	8.51081	7.96096	8.60338	8.0577	9.00946	9.27983	9.75282
"ENSMUSG00000034353"	7.6712	7.5943	7.5302	7.89225	7.82075	7.76127	7.71008	7.58523	7.50917	7.91168	7.95947	7.94572
"ENSMUSG00000034354"	9.7168	9.78984	9.69045	10.06771	9.89896	10.17619	9.80503	9.98462	9.96557	9.87923	10.01966	10.09394
"ENSMUSG00000034359"	4.16368	3.98179	3.81284	3.77839	3.86882	3.84428	3.96566	3.86814	4.09652	3.91101	3.73682	3.84349
"ENSMUSG00000034361"	9.50961	9.39989	9.33235	10.99686	11.20211	11.31649	9.47049	9.37484	9.5825	10.80731	10.9073	10.58793
"ENSMUSG00000034362"	4.53559	4.11034	3.91187	3.59345	3.84461	3.78653	4.35802	3.98659	4.0641	3.73992	3.74277	3.76385
"ENSMUSG00000034371"	9.27537	9.25066	9.16015	9.19502	9.3809	9.35936	9.14163	9.05932	9.22671	9.01208	8.93641	8.81817
"ENSMUSG00000034377"	9.98956	9.909595	9.789985	9.95843	9.82699	10.09956	10.156745	10.06515	9.944675	9.84965	9.638065	9.750165
"ENSMUSG00000034379"	7.89642	7.69769	7.88588	7.95197	7.83154	7.90746	7.81484	7.8842	7.79525	8.08887	7.96333	8.17769
"ENSMUSG00000034382"	7.66733	7.72942	7.84128	7.7369	7.66437	7.60556	7.55264	7.42438	7.62586	7.73544	7.6228	7.70317
"ENSMUSG00000034384"	7.44032	7.73861	7.8417	7.5551	7.47199	7.5058	7.61681	7.50574	7.59119	7.48533	7.43774	7.51637
"ENSMUSG00000034387"	7.99418	8.02264	8.22957	7.98467	7.95528	7.8848	8.02089	7.99681	7.88875	7.93798	8.03248	8.00094
"ENSMUSG00000034390"	8.98878	9.10682	8.74932	10.3489	10.388015	10.39464	9.308465	9.566295	9.4562	10.42116	10.57441	10.415535
"ENSMUSG00000034391"	5.15258	5.06248	4.98637	4.9777	5.13818	5.0037	5.30972	5.20564	5.13091	4.97958	4.99945	5.0739
"ENSMUSG00000034394"	6.88675	7.17862	7.18653	7.21928	7.14931	7.27226	7.14839	7.04879	6.93869	6.99292	7.03959	7.16739
"ENSMUSG00000034401"	8.36388	8.10811	8.11728	9.19133	9.13728	9.34454	8.42905	8.58129	8.5465	9.17773	8.88194	9.02082
"ENSMUSG00000034402"	6.72762	6.93401	6.88433	6.3889	6.51579	6.62932	6.9728	6.60968	6.83087	6.48844	6.55521	6.61609
"ENSMUSG00000034403"	8.64511	8.68029	8.76513	9.01412	8.70846	9.01123	8.83845	8.91414	8.87762	8.77546	8.60371	8.77202
"ENSMUSG00000034412"	8.71453	8.42488	8.73483	8.95537	8.75551	8.80854	8.77899	8.76284	8.39453	8.93162	8.8707	9.00956
"ENSMUSG00000034413"	8.168565	8.150535	8.115935	8.412525	8.178165	8.35701	8.263995	7.987945	8.142445	8.29875	8.131555	8.229075
"ENSMUSG00000034416"	7.703	7.60833	7.93262	7.80357	7.76878	7.68675	7.79289	7.4559	7.40704	7.74299	7.63316	7.62761
"ENSMUSG00000034422"	8.77093	8.60219	8.57597	9.16926	9.14176	9.56167	8.95744	9.01874	9.03517	9.48966	10.01204	10.11964
"ENSMUSG00000034424"	8.14298	7.62173	8.16532	7.63143	7.09335	7.28709	8.10233	7.8272	8.01762	7.12468	6.67961	6.68219
"ENSMUSG00000034427"	7.45698	7.44125	7.56503	7.45599	7.70568	7.54243	7.32107	7.10142	7.2034	7.32462	7.19312	7.25016
"ENSMUSG00000034429"	8.27693	8.26064	8.22642	8.152	8.23125	8.26542	8.19036	8.27332	8.17372	8.24403	8.33811	8.41385
"ENSMUSG00000034430"	8.76001	8.75356	8.80559	8.94576	8.94874	9.01268	8.75537	8.8113	8.96017	8.99858	8.91865	8.89099
"ENSMUSG00000034432"	10.10056	10.18787	10.0053	10.1159	9.99998	10.14668	10.15679	10.12311	10.34374	10.09599	9.78304	9.76348
"ENSMUSG00000034435"	7.26162	7.28633	7.52709	7.10731	7.45699	7.05974	7.446	6.92346	7.22613	7.1478	7.21336	7.22613
"ENSMUSG00000034437"	10.093745	10.11123	10.42797	10.54369	10.470165	10.77638	10.22293	10.667675	10.62565	10.543015	10.670855	11.042925
"ENSMUSG00000034438"	6.79311	6.73765	6.92708	6.67129	6.49901	7.07373	6.91962	7.25224	6.987	7.36567	7.73638	8.2159
"ENSMUSG00000034442"	8.02888	8.2047	8.10073	8.02618	8.02238	8.11098	8.1085	8.21224	8.29481	7.91941	7.93448	8.12129
"ENSMUSG00000034445"	9.35959	9.61068	9.35693	9.78306	9.85535	10.17603	9.43189	10.20133	9.75366	10.39795	10.58471	10.93907
"ENSMUSG00000034449"	10.27559	10.61377	10.46619	9.03428	9.34332	9.12827	10.47906	10.42492	10.52282	8.98215	9.19182	9.02211
"ENSMUSG00000034450"	7.13964	7.12224	7.58735	7.3456	7.50747	7.13638	7.28783	7.28137	7.19765	7.29931	7.47601	7.45439
"ENSMUSG00000034452"	7.80169	7.88763	7.84259	7.586	7.72159	7.60157	7.71354	7.56957	7.49089	7.64119	7.7193	7.67054
"ENSMUSG00000034453"	8.83374	8.6917	8.75702	8.88555	8.7872	8.93332	8.6054	9.14087	8.77203	9.04912	8.98711	9.20958
"ENSMUSG00000034456"	7.52954	7.43924	7.59105	7.3594	7.49033	7.40271	7.63033	7.30405	7.24346	7.27581	7.38416	7.33341
"ENSMUSG00000034457"	6.81567	6.92739	6.9843	7.04041	6.97027	7.18671	6.60367	6.56837	6.68017	6.72429	6.70517	6.85732
"ENSMUSG00000034459"	7.92686	7.96491	7.68745	8.04344	8.60094	8.4867	8.52053	8.41859	8.54988	8.46308	9.59698	9.56642
"ENSMUSG00000034460"	7.54983	7.74493	7.31759	6.97774	6.84073	6.85546	6.96548	6.9035	6.75937	6.8328	6.69334	6.58933
"ENSMUSG00000034462"	9.38351	9.12594	9.24635	9.91967	9.68401	10.11537	9.39199	9.25625	9.45979	9.65579	9.30313	9.40225
"ENSMUSG00000034463"	7.98567	8.56073	7.84098	9.2668	9.07999	9.5121	8.96357	8.59593	8.89747	9.03553	9.35002	9.20183
"ENSMUSG00000034467"	6.91453	6.8332	6.91367	7.09761	7.47333	6.88598	6.92062	6.7673	6.7894	6.88839	6.90524	6.94894
"ENSMUSG00000034471"	9.13714	9.13628	9.10646	9.08372	9.00087	9.1894	9.13462	8.95439	9.04687	8.90648	8.8777	8.73752
"ENSMUSG00000034472"	7.36235	7.61678	7.3305	7.33885	7.41337	7.23699	7.31745	7.02868	7.04883	7.35328	7.57607	7.42902
"ENSMUSG00000034473"	8.75472	8.70348	8.64207	8.67686	8.4965	8.5456	8.66755	8.64899	8.57349	8.49698	8.25959	8.11938
"ENSMUSG00000034480"	9.9001	9.76906	9.82496	10.02239	10.49644	10.42412	9.97441	10.01538	10.07169	10.19389	10.26087	10.11271
"ENSMUSG00000034482"	6.65527	6.77217	6.887	6.63666	6.80027	6.70029	6.75133	6.5438	6.61288	6.65323	6.7389	6.67913
"ENSMUSG00000034484"	10.23544	10.32977	10.29011	10.80637	10.6536	10.71126	10.4034	10.56004	10.37347	10.77379	11.08922	11.16885
"ENSMUSG00000034485"	8.68875	8.64082	8.56975	8.66577	8.39733	8.84103	8.5205	8.43583	8.46559	8.50326	8.33624	8.48202
"ENSMUSG00000034486"	7.68149	7.79712	8.02737	7.3306	7.69156	7.47623	7.74113	7.51109	7.52261	7.75206	7.61044	7.79532
