"BAT_M07(r1)"	"BAT_M07(r2)"	"BAT_M07(r3)"	"BAT_M07(r4)"	"BAT_M07(r5)"	"eWAT_M07(r1)"	"eWAT_M07(r2)"	"eWAT_M07(r3)"	"eWAT_M07(r4)"	"eWAT_M07(r5)"	"eWAT_M07(r6)"
"ENSMUSG00000001741"	5.23748	5.52324	5.40391	5.33675	4.84952	4.99758	5.19655	4.70891	4.8935	4.79564	5.0302
"ENSMUSG00000001750"	7.75556	7.71114	7.90803	7.6445	7.37167	7.82631	7.74241	7.88955	7.80604	7.78366	7.7832
"ENSMUSG00000001751"	7.57807	7.74849	7.6282	8.00749	7.36902	8.04808	8.11729	8.10843	8.49458	8.17566	8.35212
"ENSMUSG00000001755"	6.58258	6.60937	6.1268	6.26873	6.68799	6.0592	6.21186	5.83757	5.80698	6.21499	6.21395
"ENSMUSG00000001761"	6.50492	6.55746	6.65483	6.57272	6.47476	6.93271	6.76136	6.55169	6.66699	6.82487	6.63144
"ENSMUSG00000001763"	5.80509	5.70268	5.74643	5.59241	5.36388	5.56834	5.70977	5.79708	5.7516	5.7053	5.55725
"ENSMUSG00000001767"	6.85818	6.99206	6.99206	7.10643	6.96563	6.98209	6.99206	7.12117	6.95425	6.99294	6.93967
"ENSMUSG00000001768"	7.86125	7.74932	7.83567	8.10423	7.39225	8.46237	8.54355	8.70006	8.54309	8.43407	8.37059
"ENSMUSG00000001773"	2.56834	2.669395	2.5848	2.64378	2.3456	3.02142	2.98451	2.887155	3.186435	3.01022	3.00707
"ENSMUSG00000001774"	7.93585	7.861615	7.87285	8.063125	7.44006	7.401995	7.403035	7.438905	7.579295	7.519615	7.533775
"ENSMUSG00000001783"	6.85631	6.70897	6.89529	6.90499	7.50791	6.64689	6.57097	6.60723	6.66715	6.82531	6.49078
"ENSMUSG00000001785"	5.76877	5.73734	5.76168	5.83983	6.06852	5.64985	5.49817	5.53148	5.67077	5.61992	5.60167
"ENSMUSG00000001794"	10.45332	10.29446	10.44198	10.41397	10.69681	10.33861	10.36483	10.22961	10.25936	10.36331	10.31279
"ENSMUSG00000001815"	6.35237	6.50951	6.49204	6.24962	6.26792	5.95388	6.28381	6.11235	6.17217	5.94887	6.35978
"ENSMUSG00000001819"	5.57798	5.76229	5.72894	5.57029	5.79089	5.60334	5.45485	5.6731	5.60319	5.54201	5.66489
"ENSMUSG00000001823"	4.00863	3.99818	3.99818	3.97634	3.99531	4.07749	4.07674	3.97265	3.99401	3.75371	4.15362
"ENSMUSG00000001827"	6.44351	6.59921	6.45973	6.55034	6.5772	6.80243	6.84744	6.92536	7.16903	6.76429	7.07967
"ENSMUSG00000001829"	6.27463	6.23122	6.04257	5.98933	6.36212	6.0592	6.02658	5.89886	5.72944	6.15815	6.07119
"ENSMUSG00000001833"	8.79937	8.72388	9.03504	9.09584	8.65333	8.79405	8.59977	8.71191	8.69938	8.69779	8.60345
"ENSMUSG00000001847"	10.06678	9.94117	10.1356	10.12815	10.30865	10.2127	10.12792	10.12098	10.1304	10.15197	9.96864
"ENSMUSG00000001865"	3.13298	3.01875	2.97586	3.01614	3.01344	2.98677	2.96039	2.86181	2.89467	2.75865	2.96006
"ENSMUSG00000001870"	3.66955	3.89735	3.8431	3.78654	3.46193	4.72853	4.73717	4.62728	4.60401	4.32006	4.27963
"ENSMUSG00000001891"	4.8671	4.98971	4.76927	5.12408	5.05182	5.01867	5.16239	4.98102	4.86253	5.02197	5.02968
"ENSMUSG00000001909"	6.97742	6.74521	6.77552	6.99302	6.62673	6.50933	6.54752	6.48965	6.563	6.72585	6.5534
"ENSMUSG00000001911"	5.54161	5.33138	5.78153	5.65033	5.82711	6.60191	6.439505	6.954615	6.746295	6.706055	6.463175
"ENSMUSG00000001918"	8.07699	7.86652	7.86883	7.8553	7.74966	8.67884	8.57822	8.22049	8.18999	8.74453	8.45369
"ENSMUSG00000001924"	9.57839	9.19383	9.38903	9.30068	9.77227	9.76934	9.63242	9.5298	9.5204	9.81181	9.5775
"ENSMUSG00000001930"	5.012665	5.21254	5.06501	4.93255	5.158745	5.246695	5.388425	5.2477	5.254355	5.12214	5.398745
"ENSMUSG00000001942"	4.069	4.10959	4.11763	3.99809	3.62486	4.0739	4.01506	4.20805	4.28795	4.08348	3.89956
"ENSMUSG00000001948"	3.10527	3.13535	3.10514	3.13183	3.19632	3.14135	3.34621	2.96491	3.04986	3.14522	3.14135
"ENSMUSG00000001962"	7.33939	7.08698	7.24379	7.35894	7.23225	7.23805	7.33627	7.67805	7.57517	7.61473	7.35218
"ENSMUSG00000001964"	7.39686	7.50111	7.57267	7.51424	7.19832	7.9142	7.8393	7.95988	7.98523	7.8327	7.84061
"ENSMUSG00000001986"	3.26571	3.11976	3.07624	3.14603	3.10287	3.37973	3.6206	3.6027	3.70761	3.49642	3.50343
"ENSMUSG00000001988"	4.68764	5.10878	5.03713	5.04105	5.28207	5.11341	5.32319	5.10029	5.12651	5.16513	5.3059
"ENSMUSG00000001995"	6.60522	6.51711	6.43523	6.40412	6.2507	7.41295	7.44828	7.52577	7.36832	7.38318	7.21526
"ENSMUSG00000001999"	6.60619	6.47764	6.65034	6.44959	6.65112	6.37254	6.36977	6.41911	6.54923	6.54582	6.33313
"ENSMUSG00000002007"	5.29255	5.35105	5.21309	5.11885	4.98563	4.88978	5.09945	5.24518	5.30477	5.0698	5.13282
"ENSMUSG00000002010"	9.64568	9.70342	9.0496	9.42256	10.01399	8.50372	8.37801	7.99291	8.19174	8.80643	8.66362
"ENSMUSG00000002012"	5.5242	5.59126	5.52441	5.55817	5.33816	5.80226	5.80267	5.58853	5.75295	5.3426	5.54067
"ENSMUSG00000002015"	9.56306	9.42795	9.36594	9.45671	9.37161	9.18145	9.10497	9.0305	9.04871	9.27061	9.20447
"ENSMUSG00000002017"	7.79997	7.58697	7.95355	7.86021	7.76948	7.98346	7.91804	7.97592	7.96249	7.92622	7.90078
"ENSMUSG00000002020"	7.66531	7.12064	7.87559	7.4161	7.26812	9.60609	9.09763	9.32745	9.02963	9.40047	8.78099
"ENSMUSG00000002028"	6.072235	6.068115	6.17634	6.12524	5.5699	6.39224	6.475585	6.41148	6.29239	6.34193	6.126935
"ENSMUSG00000002031"	7.46048	7.39652	7.56534	7.39846	7.92182	7.82747	7.71399	7.8893	7.78375	7.76127	7.65864
"ENSMUSG00000002033"	3.05116	3.32249	3.59523	3.36563	3.5747	3.61624	3.56981	3.7282	3.60241	3.59327	3.75082
"ENSMUSG00000002052"	7.67741	7.5175	7.68657	7.46321	7.49888	8.21145	8.08636	7.96157	7.86158	8.01378	7.93303
"ENSMUSG00000002055"	3.4789	3.56277	3.59877	3.68787	3.62167	3.36291	3.30017	3.4416	3.21195	3.51563	3.27542
"ENSMUSG00000002057"	4.77457	4.86731	4.71343	4.48171	4.63481	4.74564	4.74117	4.70642	4.74632	4.67596	4.74038
"ENSMUSG00000002058"	7.19186	7.18287	7.05447	7.12389	7.11801	7.49012	7.52099	7.52176	7.61126	7.46113	7.53635
"ENSMUSG00000002059"	9.05576	8.95373	9.03044	9.1479	9.36475	8.94606	8.9173	8.86074	9.00311	9.00832	9.03746
"ENSMUSG00000002068"	7.09603	7.16767	7.21267	7.08235	7.35116	7.43463	7.42567	7.40717	7.40994	7.32379	7.50141
"ENSMUSG00000002100"	6.32751	6.48415	6.6101	6.5688	6.52969	6.13055	6.22086	6.30102	6.27711	6.15981	6.29711
"ENSMUSG00000002102"	7.797625	7.61048	7.85677	7.83914	8.572905	7.85938	7.58248	7.74163	7.67954	7.93885	7.5882
"ENSMUSG00000002103"	6.74592	6.72717	6.76766	6.81287	6.74602	6.69686	6.60092	6.65364	6.81069	6.86043	6.8043
"ENSMUSG00000002104"	6.04496	6.37768	6.23804	6.30678	6.13227	6.12401	6.20481	6.12546	6.31784	6.01502	6.28536
"ENSMUSG00000002107"	5.247155	5.242015	5.232235	5.423655	4.900395	5.574765	5.521925	5.50854	5.728655	5.64029	5.460745
"ENSMUSG00000002108"	7.51522	7.25947	7.07517	7.32406	7.71814	7.44645	7.4694	7.14834	6.93546	7.6161	7.31483
"ENSMUSG00000002111"	5.64185	5.77154	5.57898	5.61811	5.69155	5.81498	5.86242	5.76161	5.6717	5.55974	5.71928
"ENSMUSG00000002129"	5.93456	5.82049	6.11631	5.86482	6.1916	6.07852	5.99153	5.81324	5.93018	6.03703	5.70379
"ENSMUSG00000002147"	7.46344	7.27327	7.57859	7.5632	7.48449	7.47024	7.36693	7.42439	7.42671	7.54275	7.33976
"ENSMUSG00000002190"	4.63452	4.72199	4.70158	4.83641	4.73913	4.60829	4.61439	4.59543	4.50808	4.47976	4.6604
"ENSMUSG00000002204"	5.70248	5.78904	5.68644	5.65226	5.66884	5.64662	5.61327	5.81302	5.68644	5.57013	5.86515
"ENSMUSG00000002205"	7.32385	7.29645	7.34339	7.30071	7.45665	7.28001	7.29915	7.33067	7.31356	7.4255	7.38047
"ENSMUSG00000002222"	7.43168	7.32122	7.28169	7.38901	6.63178	7.41208	7.43633	7.40845	7.37301	7.56861	7.31301
"ENSMUSG00000002227"	6.94915	6.86668	7.0904	6.85819	7.30319	7.16192	7.13268	7.09151	7.03073	7.31683	7.19141
"ENSMUSG00000002233"	9.87877	9.78353	10.032	10.21695	10.13226	9.6564	9.74844	9.64547	9.72327	9.73061	9.59273
"ENSMUSG00000002249"	6.04676	6.29622	6.2496	6.16219	6.32365	6.3358	6.55678	6.39859	6.48533	6.2428	6.53938
"ENSMUSG00000002250"	5.2739	5.41572	5.33617	5.34258	5.2797	5.08695	5.13246	5.26744	5.24607	5.24542	5.26744
"ENSMUSG00000002265"	5.55239	5.512645	5.73086	5.75722	4.865145	5.58493	5.588595	5.803275	5.5668	5.56042	5.306015
"ENSMUSG00000002279"	7.49923	7.58531	7.328	7.44415	7.33185	7.32933	7.28897	7.37093	7.49054	7.39817	7.46124
"ENSMUSG00000002289"	8.9956	8.99721	8.77516	8.92609	8.72929	8.30167	8.14504	7.87488	7.90296	8.25272	8.1106
"ENSMUSG00000002297"	2.41569	2.26616	2.14377	2.10561	2.30808	2.21275	2.1712	2.13867	2.18458	2.10715	2.1238
"ENSMUSG00000002307"	6.15458	6.23992	6.39454	6.26109	6.10778	6.24418	6.14749	6.23453	6.12802	6.22597	6.25812
"ENSMUSG00000002308"	7.80552	7.41837	7.72975	7.66241	7.70115	7.58486	7.46303	7.45203	7.49621	7.77137	7.58091
"ENSMUSG00000002319"	7.48735	7.25724333333333	7.63154	7.51257666666667	7.66757666666667	7.59984333333333	7.56566333333333	7.70805	7.67247	7.64395666666667	7.63787666666667
"ENSMUSG00000002320"	8.09266	7.98772	8.11238	8.10667	7.90126	7.94147	7.92993	8.02592	8.04219	8.00422	8.06623
"ENSMUSG00000002325"	7.21371	7.21417	7.48046	7.35513	7.39082	7.14446	6.8925	7.11997	7.12733	7.26617	7.13748
"ENSMUSG00000002329"	7.27054	7.14498	7.13692	7.19695	7.40242	6.89556	6.72519	6.74684	6.7112	7.03032	6.57461
"ENSMUSG00000002332"	8.96221	8.77122	8.81854	8.8392	8.96637	8.65739	8.57492	8.63484	8.58417	8.5453	8.46893
"ENSMUSG00000002341"	4.965485	5.188295	5.0258	4.97255	4.971995	4.748995	4.921115	4.66973	4.914605	4.8377	5.091915
"ENSMUSG00000002345"	7.46331	7.70708	7.5723	7.49068	7.46408	7.6166	7.64465	7.64406	7.70172	7.58174	7.84636
"ENSMUSG00000002372"	8.03147	7.8471	8.08054	8.02714	8.25352	8.28495	8.23766	8.17853	8.14773	8.29491	8.1919
"ENSMUSG00000002379"	9.21426	9.27668	9.05047	9.17003	9.46416	8.85664	8.81902	8.63212	8.52683	9.00937	8.65156
"ENSMUSG00000002384"	3.78719	3.84589	3.8556	3.69459	3.5619	3.75549	3.99452	3.872	3.78133	3.97839	3.8912
"ENSMUSG00000002393"	7.8057	7.7751	7.83603	7.81946	7.79583	7.66708	7.68313	7.59139	7.74731	7.73504	7.73298
"ENSMUSG00000002395"	7.95503	8.011105	7.79148	8.12218	8.2288	7.960915	8.08136	7.888835	7.968265	7.989295	7.983035
"ENSMUSG00000002396"	7.68028	7.57774	7.39918	7.4833	7.80358	7.3746	7.48781	7.46174	7.22072	7.35638	7.4311
"ENSMUSG00000002409"	7.5763	7.86773	7.80066	7.80496	7.60037	7.73296	7.71343	7.8138	7.69016	7.69428	7.96619
"ENSMUSG00000002413"	2.97842	2.92959	2.92994	2.91656	2.95724	2.71875	2.90014	2.94284	2.95044	2.96791	2.93012
"ENSMUSG00000002416"	8.33116333333333	8.45494	8.21496333333333	8.22288333333333	8.55535	8.08651666666667	8.13088	8.04704	7.89609333333333	8.31151333333333	8.18012
"ENSMUSG00000002428"	4.739375	4.954305	4.72628	4.698335	4.47664	4.605175	4.813205	4.79352	4.899645	4.52084	4.623255
"ENSMUSG00000002455"	8.36989	8.32658	8.47794	8.39642	8.51362	8.51385	8.45833	8.3895	8.50869	8.45246	8.50509
"ENSMUSG00000002458"	6.504045	6.38702	6.680205	6.697365	6.937795	6.62994	6.535435	6.55384	6.605655	6.53577	6.51269
"ENSMUSG00000002477"	3.87016	3.57361	4.00086	3.95839	4.22378	3.71146	3.37759	3.71764	3.36785	3.89131	3.03503
"ENSMUSG00000002489"	4.07869	4.06706	4.13832	4.05128	3.59207	4.16723	4.20633	4.28315	4.25862	4.18399	3.99905
"ENSMUSG00000002496"	7.21766	7.035885	7.19056	7.147945	7.0065	7.0919	7.14781	6.971855	7.161285	7.19122	7.124475
"ENSMUSG00000002504"	5.90719	5.902	5.87228	5.96075	5.9919	6.01422	6.19521	6.20557	6.30603	6.1283	5.98553
"ENSMUSG00000002524"	8.16994	8.02528	8.28698	8.2239	8.43507	7.99961	7.93872	7.89526	7.90267	8.08933	7.95699
"ENSMUSG00000002550"	9.25394	9.3921	8.68676	8.92827	8.73751	8.34237	8.5189	8.23999	8.32618	8.59725	8.536
"ENSMUSG00000002565"	4.9884	5.09377	5.04237	5.03065	4.89224	5.08888	5.14896	5.10759	5.16075	5.10845	5.19175
"ENSMUSG00000002578"	6.23629	6.58698	6.5753	6.42868	6.47616	6.6674	6.64329	6.62112	6.57381	6.55045	6.70914
"ENSMUSG00000002580"	7.82546	7.74695	7.62494	7.84454	8.24768	7.87431	7.92278	7.94382	7.93629	8.06927	7.91837
"ENSMUSG00000002588"	4.31754	4.60957	4.52795	4.32184	4.32219	4.44845	4.4489	4.44876	4.31529	4.18998	4.34076
"ENSMUSG00000002602"	5.29319	5.19427	5.35372	5.26248	5.22647	5.71603	5.71107	5.82519	5.643	5.55829	5.50334
"ENSMUSG00000002603"	6.97489	7.17798	7.07506	7.05872	6.89825	6.46992	6.73402	6.51694	6.68683	6.35678	6.66941
"ENSMUSG00000002617"	2.88109	2.91241	2.95919	2.92371	2.56237	2.69225	2.84142	2.74991	2.68301	2.50047	2.60614
"ENSMUSG00000002625"	6.94539	6.91243	6.85247	6.8637	6.36125	7.11787	6.94427	6.80344	6.81257	6.81901	6.89905
"ENSMUSG00000002633"	5.7649	5.71137	5.69667	5.67795	5.66327	5.52572	5.5714	5.61249	5.56948	5.59931	5.68308
"ENSMUSG00000002635"	7.40849	7.26413	7.42809	7.25595	7.50761	6.96441	7.01023	6.94104	7.04164	6.95867	6.90662
"ENSMUSG00000002658"	7.16551	6.93465	7.24898	7.26296	7.4496	7.22978	7.2268	7.26511	7.03247	7.41031	7.17807
"ENSMUSG00000002660"	8.6097	8.47222	8.22483	8.38434	8.71929	8.1962	8.20398	8.13258	7.83409	8.5125	8.15763
"ENSMUSG00000002664"	7.42352	7.58614	7.31817	7.35792	7.32358	7.25651	7.4565	7.4122	7.37558	7.18464	7.61847
"ENSMUSG00000002688"	6.07938	5.94607	6.09895	6.01019	5.7827	6.20538	6.15122	5.98674	5.92065	5.83845	5.84831
"ENSMUSG00000002699"	2.64236	2.78685	2.73212	2.78804	2.78475	2.56506	2.88821	2.7425	2.82919	2.43168	2.77226
"ENSMUSG00000002718"	6.25098	5.96514	6.1181	6.16307	6.05081	5.90985	5.63204	5.80954	5.69327	6.11187	5.61355
"ENSMUSG00000002732"	7.97409	7.82616	8.1418	8.15408	8.45012	8.56379	8.2905	8.54317	8.47428	8.50905	8.15302
"ENSMUSG00000002741"	5.42068	5.47427	5.59531	5.81517	5.78514	4.76905	4.67418	4.79748	5.23292	4.94145	5.1513
"ENSMUSG00000002748"	7.45609	7.37127	7.560675	7.426965	6.99852	7.46983	7.159005	7.44113	7.39912	7.42548	7.36938
"ENSMUSG00000002767"	7.65345	7.44097	7.25061	7.51001	7.98281	6.79203	6.69822	6.71107	6.64232	7.07347	6.81376
"ENSMUSG00000002768"	8.455275	8.455185	8.475515	8.482605	8.64346	8.47265	8.485745	8.494215	8.451025	8.483555	8.46252
"ENSMUSG00000002769"	4.84493	4.90642	4.81168	4.91331	4.85011	4.87362	4.79427	4.79221	4.91578	4.7442	4.78215
"ENSMUSG00000002771"	6.74696	6.85142	6.71019	6.77893	6.52566	6.48332	6.59109	6.50986	6.57689	6.40533	6.65115
"ENSMUSG00000002778"	10.13324	9.95074	10.30369	10.27888	9.95396	10.70751	10.70125	10.8865	10.75824	10.78429	10.55891
"ENSMUSG00000002797"	5.41733	5.31079	5.19387	5.23395	5.55003	5.07906	5.05897	5.16979	4.97484	5.3833	5.07085
"ENSMUSG00000002799"	6.11845	6.23917	6.06008	6.01271	6.16978	5.96291	5.8906	5.88925	5.96535	5.86619	6.1062
"ENSMUSG00000002804"	6.4213	6.40144	6.37401	6.48168	6.82225	6.45946	6.30146	6.3382	6.17745	6.36588	6.27345
"ENSMUSG00000002812"	8.18932333333333	8.0926	8.17591333333333	8.11258666666667	8.2498	8.34083	8.32718	8.31597	8.24202333333333	8.25558666666667	8.23525
"ENSMUSG00000002814"	6.76753	7.10975	6.78003	6.65338	6.82536	6.81329	6.79421	6.8055	6.75201	6.79465	6.84842
"ENSMUSG00000002831"	8.54901	8.28936	8.35892	8.11148	8.16202	8.87285	8.9552	8.19867	8.25993	8.77126	8.7756
"ENSMUSG00000002833"	6.20216	6.23929	6.37899	6.2939	6.38866	6.50048	6.54325	6.6959	6.45932	6.64718	6.5762
"ENSMUSG00000002835"	6.03967	5.95928	6.24253	5.76783	6.23124	6.39409	6.27225	6.44064	6.5068	6.35571	6.49528
"ENSMUSG00000002844"	8.48843	8.16573	8.38995	8.41854	8.70954	8.7514	8.61399	8.78549	8.57734	8.75964	8.6252
"ENSMUSG00000002870"	7.16698	6.91877	7.35749	6.97333	7.52498	6.96207	6.80251	6.8939	6.82943	6.96156	6.81574
"ENSMUSG00000002871"	6.5778	6.45414	6.47982	6.49376	6.71694	6.60669	6.77686	6.84346	6.74219	6.73767	6.86953
"ENSMUSG00000002881"	7.74738	7.59468	7.76737	7.6579	7.38381	7.31622	7.47807	7.27423	7.41468	7.3461	7.35584
"ENSMUSG00000002885"	5.83471	5.87759	5.95516	5.90722	5.78012	5.40166	5.4494	5.545	5.48518	5.25959	5.70064
"ENSMUSG00000002897"	6.9228	6.666945	7.04612	6.9296	6.821305	6.92612	6.911235	6.85523	6.884035	6.87458	6.86475
"ENSMUSG00000002900"	7.07332	6.62663	7.17445	7.01625	6.5273	7.33211	7.16793	7.08248	7.10295	7.37226	6.96252
"ENSMUSG00000002908"	7.42453	7.67365	7.42373	7.52707	7.31799	7.36782	7.41066	7.38667	7.53666	7.2681	7.56046
"ENSMUSG00000002930"	4.502645	4.714765	4.667245	4.472315	4.435665	4.3278	4.512845	4.43546	4.436585	4.419885	4.53268
"ENSMUSG00000002944"	4.60872	4.70118	4.43613	4.4889	4.31004	4.42505	4.43301	4.12946	4.14315	4.66536	4.36437
"ENSMUSG00000002948"	4.3482	4.62444	4.49252	4.52246	4.54501	4.43344	4.44532	4.50977	4.49222	4.42	4.61389
"ENSMUSG00000002949"	8.16961	8.07264	8.02712	8.08417	7.91879	7.32867	7.38354	7.21804	7.27755	7.63117	7.57221
"ENSMUSG00000002957"	7.729365	7.614295	7.841035	7.756245	8.12037	8.04044	7.985715	8.09619	8.101995	8.02991	8.044605
"ENSMUSG00000002963"	7.07101	7.0563	6.88669	6.9384	7.35873	6.98134	6.90182	6.78003	6.76051	6.94677	6.92956
"ENSMUSG00000002981"	8.74404	8.64226	8.64208	8.58701	8.3654	8.6935	8.65834	8.52714	8.50771	8.75167	8.53053
"ENSMUSG00000002983"	7.05059	6.98575	7.02227	7.03094	7.29052	7.21604	7.26704	6.98027	7.15335	7.07006	7.21866
"ENSMUSG00000002984"	7.90906	7.69299	7.79494	7.85891	7.74771	7.19043	7.11693	7.0156	7.17999	7.41959	7.37126
"ENSMUSG00000002985"	12.84996	12.92165	12.64748	13.0116	12.80189	12.81101	12.85482	12.62421	12.86151	12.83934	12.98931
"ENSMUSG00000002992"	6.41365	6.53897	6.19359	6.47475	6.68342	6.27907	6.50867	6.09963	6.34183	6.32442	6.57381
"ENSMUSG00000003031"	3.362825	3.34985	3.486735	3.387145	3.41672	3.50121	3.350565	3.49869	3.529135	3.442415	3.397145
"ENSMUSG00000003032"	5.2024	5.2226	5.37863	5.92763	4.8233	5.60715	5.8847	5.94258	5.91516	5.4125	5.23285
"ENSMUSG00000003033"	8.25277	8.23544	8.21269	8.21111	8.50113	7.9587	7.96166	7.99215	8.09261	7.99767	8.10047
"ENSMUSG00000003037"	8.54767	8.33819	8.58036	8.50448	8.80953	8.56413	8.53464	8.59675	8.59141	8.68935	8.60881
"ENSMUSG00000003038"	6.93694	6.26712	7.0898	6.79697	7.78737	7.04075	6.42702	6.97789	6.20649	7.47446	6.18758
"ENSMUSG00000003039"	6.35347333333333	6.41548666666667	6.44090333333333	6.57118333333333	6.71889	6.383	6.22603333333333	6.29075	6.33918666666667	6.32912	6.32510666666667
"ENSMUSG00000003051"	7.29665	7.39329	7.2221	7.15554	7.15877	7.09905	7.28619	7.23344	7.23019	7.04618	7.32515
"ENSMUSG00000003053"	4.19598	4.29945	4.38429	4.27281	4.09806	4.24313	4.01387	4.09102	4.18156	3.9921	4.16277
"ENSMUSG00000003068"	7.1795	7.17519	7.15688	6.99246	6.98454	7.12477	7.17649	7.26011	7.1795	7.22693	7.2075
"ENSMUSG00000003070"	6.56752	6.59127	6.53806	6.24838	6.43272	6.522	6.58796	6.59011	6.60541	6.36715	6.64745
"ENSMUSG00000003099"	5.504	5.28226	5.41626	5.59128	5.44771	5.18021	4.91323	5.05298	4.89589	5.17666	5.13564
"ENSMUSG00000003123"	10.07392	9.83207	9.40722	9.65694	9.88474	9.71694	9.64161	8.96977	8.90681	9.96142	9.72865
"ENSMUSG00000003131"	7.03934	6.89029	7.16838333333333	7.16513666666667	7.06431666666667	7.07664	6.99176333333333	7.04286	7.05281333333333	7.06097333333333	6.95712333333333
"ENSMUSG00000003153"	5.91165	6.009535	5.981925	5.96192	6.09569	6.174045	6.09872	6.039465	6.124285	6.10425	6.217795
"ENSMUSG00000003161"	8.77906	8.67325	8.82161	8.79133	9.26468	8.7548	8.72936	8.81802	8.76684	8.77431	8.75883
"ENSMUSG00000003166"	7.27214	7.09708	7.22612	7.13777	7.09906	7.44293	7.31868	7.4285	7.35802	7.39114	7.29963
"ENSMUSG00000003184"	6.42509	6.1865	6.4998	6.41557	6.59798	6.33199	6.48585	6.38665	6.44438	6.49149	6.42676
"ENSMUSG00000003200"	7.89683	7.78798	7.91652	7.868	8.15198	7.8101	7.73733	7.87084	7.78976	7.83852	7.85575
"ENSMUSG00000003206"	6.72543	6.98535	6.80131	6.7295	6.87554	6.87512	7.03678	6.87554	6.88411	6.80868	6.87574
"ENSMUSG00000003228"	6.6673	6.65371	6.5678	6.81077	6.62313	6.72372	6.57161	6.81974	6.77105	6.47191	6.57526
"ENSMUSG00000003233"	4.49545	4.79282	4.70636	4.51005	4.77303	4.795	4.8783	4.65782	4.88067	4.68463	4.85951
"ENSMUSG00000003234"	6.33404	6.31081	6.31585	6.1976	6.21695	6.18802	6.36155	6.36895	6.40545	6.09222	6.29544
"ENSMUSG00000003235"	6.789175	6.642375	6.65356	6.65416	7.148615	6.285635	6.21074	6.178325	6.27993	6.53644	6.398385
"ENSMUSG00000003269"	7.7677	7.63095	7.71433	7.69868	7.98303	8.02308	7.86795	7.89716	7.63572	7.78269	7.86668
"ENSMUSG00000003271"	4.58795	4.77984	4.79356	4.82543	4.64494	4.52072	4.69573	4.65867	4.69377	4.48759	4.69403
"ENSMUSG00000003283"	4.02557	4.04945	3.9732	3.99044	4.01691	3.99966	4.08533	4.14235	4.11676	3.89368	4.09749
"ENSMUSG00000003299"	8.94074	8.66135	8.49561	8.78599	9.03125	7.82338	7.57455	7.50819	7.81191	8.10355	7.88579
"ENSMUSG00000003316"	6.184245	5.99776	6.3579	6.19676	6.20807	7.55134	7.38944	7.694475	7.52847	7.371965	7.29272
"ENSMUSG00000003345"	8.83708	8.77122	8.85895	8.93542	9.19762	8.82739	8.97405	8.93259	9.01929	8.96596	9.06555
"ENSMUSG00000003352"	6.68124	6.6274	6.65183	6.72033	6.74258	7.4566	7.57997	7.52953	7.4052	7.32509	7.38828
"ENSMUSG00000003355"	7.62155	7.45937	7.77873	7.75541	7.92782	7.8146	7.61152	7.88083	7.77715	7.91512	7.55925
"ENSMUSG00000003363"	8.23244	8.16838	8.25162	8.63262	8.01479	8.53668	8.57899	8.54916	8.87724	8.52024	8.66922
"ENSMUSG00000003378"	4.63268	5.1086	4.68841	4.89297	4.69743	5.29953	5.27818	5.3217	5.30886	5.2324	5.35292
"ENSMUSG00000003379"	7.13937	7.31827	7.20415	6.96872	7.18022	7.25041	7.39344	7.34669	7.46267	7.12522	7.34078
"ENSMUSG00000003380"	10.07198	10.0765	9.96135	10.18664	10.40241	9.79289	9.71628	9.84867	10.11311	9.72854	9.84635
"ENSMUSG00000003402"	9.0462	8.70957	9.30007	9.10115	8.66365	9.09752	9.00718	9.08338	9.00995	9.18833	9.0299
"ENSMUSG00000003410"	4.27377	4.32672	4.3871	4.25031	4.32494	4.42692	4.33929	4.60094	4.5061	4.3476	4.60363
"ENSMUSG00000003411"	5.67193	5.84293	5.6806	6.0785	5.60001	5.92006	5.95095	5.8747	5.87132	5.7136	6.15343
"ENSMUSG00000003420"	2.98228	3.15761	3.00325	3.16185	2.86719	3.03484	3.13146	3.09764	3.14181	2.99601	3.12481
"ENSMUSG00000003423"	7.47204	7.35419	7.48759	7.36865	7.67982	7.42251	7.42228	7.50607	7.28964	7.5092	7.44006
"ENSMUSG00000003429"	11.70338	11.51252	11.64105	11.73618	11.82932	11.69843	11.67251	11.81276	11.60724	11.76791	11.45164
"ENSMUSG00000003435"	7.60371	7.40038	7.80753	7.75535	8.13133	7.81674	7.6859	7.73928	7.7397	7.81339	7.70441
"ENSMUSG00000003464"	7.63296	7.5915	7.56203	7.72408	7.68323	7.71133	7.75667	7.48487	7.50057	7.68324	7.49206
"ENSMUSG00000003476"	6.02504	5.91084	6.04212	5.8807	5.80773	5.81073	5.94466	5.8645	5.949	5.81288	6.00283
"ENSMUSG00000003477"	4.69016	4.62983	4.85131	4.82396	4.90536	4.92094	5.26362	4.92094	5.00802	4.7254	5.1996
"ENSMUSG00000003500"	7.09628	7.24857	6.99642	7.10641	7.00569	6.39942	6.24124	6.23843	6.59085	6.43726	6.49295
"ENSMUSG00000003527"	5.29519	5.38829	5.30773	5.44186	5.54973	5.19579	5.21357	5.31676	5.17133	5.21449	5.25857
"ENSMUSG00000003528"	9.73246	9.67797	9.33068	9.56081	9.65328	9.26368	9.39167	9.23578	9.54869	9.59652	9.73221
"ENSMUSG00000003531"	6.64938	6.56663	6.31177	6.51093	6.77495	6.32965	6.38762	6.3393	6.19018	6.39736	6.30842
