"Deep neck_patient 1_hM2"	"Subcutaneous neck_patient 1_hM2"	"Deep neck_patient 2_hM2"	"Subcutaneous neck_patient 2_hM2"	"Deep neck_patient 3_hM2"	"Subcutaneous neck_patient 3_hM2"	"Deep neck_patient 4_hM2"	"Subcutaneous neck_patient 4_hM2"	"Deep neck_patient 5_hM2"	"Subcutaneous neck_patient 5_hM2"	"Deep neck_patient 6_hM2"	"Subcutaneous neck_patient 6_hM2"
"ENSG00000007312"	6.80658	7.14086	6.85649	7.03695	7.071	6.96672	6.93133	6.91942	7.02296	6.98044	6.95861	7.08226
"ENSG00000007314"	7.05803	7.4954	7.16209	7.54166	7.13745	7.20016	7.09193	7.29263	7.24802	7.35238	7.20026	7.24741
"ENSG00000007341"	8.41828	7.89011	7.77168	7.4651	7.91034	7.85079	7.94859	7.91953	7.94019	7.93197	7.94845	7.70895
"ENSG00000007350"	6.00365	6.11389	6.02633	6.29422	6.31723	6.19432	6.16176	6.37415	6.15135	6.29017	6.17003	6.26734
"ENSG00000007372"	5.46152	5.44728	5.39355	5.67793	5.70874	5.49921	5.76999	5.71339	5.5873	5.69879	5.54075	5.65863
"ENSG00000007376"	7.56524	7.66189	7.46161	7.62841	7.47991	7.38545	7.77641	7.72572	7.8378	7.64273	7.68611	7.7168
"ENSG00000007384"	9.84389	9.79212	9.96768	9.90743	9.61316	9.40304	10.01902	9.78387	9.96867	9.6373	10.01131	9.8246
"ENSG00000007392"	8.76109	8.8924	8.94211	8.72014	8.84333	8.87608	9.03784	8.96743	9.05071	9.17407	9.10858	9.12604
"ENSG00000007402"	6.92951	7.22122	6.82194	7.19883	6.97852	6.86722	6.96948	7.01681	7.07984	7.01037	7.04299	7.04216
"ENSG00000007516"	7.2404	7.30105	7.12229	7.57201	7.29633	7.16783	7.29613	7.25007	7.40922	7.2781	7.27637	7.36368
"ENSG00000007520"	8.61124	8.67045	8.69552	8.87556	8.73488	8.59843	8.9608	9.02427	8.7548	8.87733	8.73756	8.95413
"ENSG00000007541"	8.53666	8.54379	8.1619	8.30985	8.03062	8.14043	8.36245	8.2415	8.38623	8.42383	8.31061	8.26588
"ENSG00000007866"	9.77991	9.81729	9.69394	9.53078	9.53655	9.44058	9.63655	9.66657	8.97351	9.51958	9.05028	9.44064
"ENSG00000007908"	5.18848	5.27748	5.14839	5.36219	5.53224	5.45549	5.14509	5.2375	5.20841	5.21187	5.20605	5.23236
"ENSG00000007923"	9.54527	9.41271	9.27893	9.09087	9.41238	9.46066	9.28985	9.41021	9.13645	9.23238	9.1591	9.18966
"ENSG00000007933"	6.40896	6.20674	5.13265	5.76957	5.55458	5.48934	5.17985	5.18974	5.33287	5.23458	5.41885	5.45034
"ENSG00000007944"	7.58247	7.29919	8.21404	7.45559	7.5107	6.92429	8.6472	7.25061	7.23671	7.10946	7.61365	7.25505
"ENSG00000007952"	4.97696	4.98372	5.08573	5.13277	5.14428	4.98205	5.05761	5.10783	5.20165	5.00889	5.12645	5.0529
"ENSG00000007968"	6.20274	6.46894	6.29161	6.81515	6.42816	6.34309	6.42885	6.43299	6.50183	6.44535	6.49761	6.39139
"ENSG00000008018"	10.1899	9.96907	10.16512	10.00007	10.12542	10.29891	10.23494	10.12153	10.14988	9.89576	9.99801	10.04659
"ENSG00000008056"	7.44648	7.632	7.54996	7.74384	7.52956	7.4358	7.57176	7.48498	7.60534	7.50385	7.55578	7.50092
"ENSG00000008083"	9.00609	9.16585	8.92082	8.81157	9.26172	9.26379	8.84354	8.63087	8.96416	8.61744	9.04149	9.10766
"ENSG00000008086"	8.53468	8.45577	8.52624	8.55838	8.40412	8.52415	8.23949	8.32171	8.02873	8.55684	8.00614	8.58429
"ENSG00000008118"	5.73014	5.69157	5.78238	5.97359	6.03479	5.75135	5.74427	5.74325	5.84365	5.77885	5.80687	6.02132
"ENSG00000008128"	8.3843875	8.24962833333333	8.22653916666667	8.26917333333333	8.18331916666667	8.292495	8.3323125	8.26802583333333	8.2165225	8.27654833333333	8.19455166666667	8.16402
"ENSG00000008130"	8.70372	8.59531	8.63911	8.4807	8.36455	8.18978	8.42102	8.42814	8.57328	8.40956	8.54076	8.31024
"ENSG00000008196"	5.81412	5.99125	5.69788	5.82484	5.80057	5.77128	5.98883	6.0797	5.92558	6.12439	5.991	5.92615
"ENSG00000008197"	4.84273	4.97134	4.79602	5.02879	4.89855	5.1221	4.92173	5.02722	4.9362	4.9618	4.99901	5.15062
"ENSG00000008226"	6.67292	6.69099	6.60341	6.83002	6.6372	6.37547	6.63725	6.75712	6.81555	6.79093	6.69586	6.78285
"ENSG00000008256"	10.57504	10.52553	10.40652	10.43013	10.60858	10.52038	10.01827	10.19801	10.10333	10.29071	10.23141	10.2672
"ENSG00000008277"	5.11219	5.12198	5.01467	5.16466	5.40868	5.29277	5.15399	5.17472	5.13291	5.30884	5.19961	5.18709
"ENSG00000008282"	10.72668	10.66407	10.53343	10.61738	10.75033	10.68648	10.35793	10.27467	10.22158	10.16417	10.21543	10.38955
"ENSG00000008283"	7.93345	7.76716	7.60148	8.1344	7.91881	7.84766	7.84536	7.99862	7.91471	7.6639	7.91774	7.6961
"ENSG00000008294"	10.90618	10.67112	11.12831	11.29213	11.25771	11.34913	11.13937	10.63817	10.86832	10.64855	10.87645	10.85939
"ENSG00000008300"	6.95189	6.93384	6.81789	7.08794	6.95377	6.7848	6.69263	6.91427	6.96246	6.92163	6.95134	7.08842
"ENSG00000008311"	9.52867	9.12555	9.66064	8.58728	9.11719	8.86489	9.87712	9.09369	9.81926	8.99486	9.83585	9.30196
"ENSG00000008323"	6.53015	6.77396	6.72766	6.88106	6.61289	6.60245	6.79339	6.7333	6.70427	6.8316	6.73856	6.84455
"ENSG00000008324"	8.48067	8.54515	8.71998	8.93207	8.66319	8.71633	8.70148	8.92151	8.82619	8.81483	8.75974	8.75685
"ENSG00000008382"	7.56029	7.69058	7.42458	7.54827	7.35121	7.33664	7.60908	7.57256	7.49291	7.55151	7.57042	7.72838
"ENSG00000008394"	12.38371	12.34168	11.74912	11.87406	12.21976	12.29803	11.99297	12.1246	12.20079	12.16247	12.14292	12.03646
"ENSG00000008405"	8.59399	8.80465	8.65359	8.38574	8.68594	8.69605	8.44176	9.00341	8.60197	8.98934	8.32012	8.47089
"ENSG00000008438"	7.06055	7.34456	7.05153	7.44204	7.11023	7.11459	7.36648	7.40222	7.47562	7.45911	7.52046	7.49486
"ENSG00000008441"	10.63085	10.63156	10.32875	10.5129	10.39207	10.06471	10.46694	10.49291	10.44687	10.4716	10.51278	10.40128
"ENSG00000008513"	9.54165	9.72542	9.37312	9.78622	9.48623	9.82198	10.01317	10.2238	9.03911	9.90484	9.23803	9.5866
"ENSG00000008516"	6.62377	6.92241	6.83684	7.084	6.73251	6.4885	6.81811	6.83591	6.93087	6.90434	6.81656	6.78631
"ENSG00000008517"	7.29833	7.153675	6.697745	7.18392	7.62489	7.03271	6.908335	7.34514	7.287185	7.164415	7.520935	7.15529
"ENSG00000008710"	8.77891	8.77567	8.51543	8.6734	8.33413	8.22839	8.64282	8.64573	8.5536	8.66721	8.43887	8.71187
"ENSG00000008735"	7.35423	7.43594	7.34715	7.54749	7.29821	7.27192	7.34023	7.3535	7.42766	7.36543	7.45448	7.34892
"ENSG00000008838"	9.4488	9.4824	9.34438	9.36214	9.39714	9.52718	9.39614	9.32258	9.15358	9.37868	9.16088	9.30123
"ENSG00000008853"	8.38222	8.20798	8.24819	8.41475	8.31668	8.18681	8.47787	8.16706	8.04767	8.12764	8.04563	8.32409
"ENSG00000008869"	9.0697	9.08562	9.13991	9.19636	9.0811	9.30457	9.03996	9.05871	9.03433	9.4128	8.97104	9.12408
"ENSG00000008952"	10.12992	9.99072	9.99652	9.8506	9.73	9.70061	9.65652	9.86375	10.05865	9.99033	9.98181	9.75488
"ENSG00000008988"	9.48326	9.22628	9.22805	8.74905	8.990535	9.19045	9.533565	9.634225	9.54602	9.4306	9.365385	9.090915
"ENSG00000009307"	12.65355	12.62393	12.65626	12.58973	12.57698	12.54341	12.52998	12.55413	12.62143	12.62738	12.60663	12.46563
"ENSG00000009335"	10.894265	10.812745	11.12135	10.964875	11.269835	11.341505	11.19882	10.92004	11.03062	11.05526	11.087795	11.135965
"ENSG00000009413"	10.16734	10.06232	9.97955	9.83751	9.59891	9.46202	9.8432	9.6207	9.89133	9.74125	10.30729	10.07214
"ENSG00000009694"	5.47784	5.62231	5.63518	5.77744	5.81145	5.78315	5.49629	5.561	5.63014	5.61349	5.52135	5.68026
"ENSG00000009709"	6.43652	6.61393	6.51881	7.03978	6.49559	6.25816	6.68622	6.72228	6.81705	6.83956	6.66258	6.61254
"ENSG00000009724"	6.2407	6.16333	6.20825	6.23963	6.21725	6.06565	6.31957	6.23776	6.39168	6.40926	6.40328	6.43576
"ENSG00000009765"	5.49935	5.65067	5.60568	5.94347	5.77577	5.48351	5.74936	5.72809	5.79409	5.84106	5.73236	5.82722
"ENSG00000009780"	8.22651	7.99587	8.39144	8.25605	8.10187	8.03828	8.19538	8.43742	8.52385	8.57043	8.3232	8.3875
"ENSG00000009790"	5.32662	5.12762	5.17565	5.29953	5.08203	5.13046	5.16086	5.06688	5.07377	5.03848	5.04373	5.10124
"ENSG00000009830"	8.86756	8.7974	8.87065	8.69705	8.95209	9.0288	8.68431	8.64626	8.6843	8.64488	8.69122	8.56298
"ENSG00000009844"	10.46437	10.46064	10.43661	10.26383	10.36591	10.42689	10.402	10.42319	10.51255	10.3685	10.44418	10.36324
"ENSG00000009950"	6.40209	6.58231	6.48689	6.63083	6.53986	6.53037	6.55975	6.61193	6.60872	6.59918	6.6156	6.60802
"ENSG00000009954"	9.61029	9.51031	9.62827	9.58383	9.55563	9.7142	9.81065	9.97581	9.69702	9.82933	9.69586	9.67111
"ENSG00000010017"	11.39459	11.12915	11.07429	11.00627	11.1783	11.03346	10.83702	11.18976	11.50607	11.21025	11.40584	11.14273
"ENSG00000010030"	7.19248	6.72179	6.41933	6.53469	6.31218	6.26755	6.37434	6.56889	6.69448	6.8235	6.73839	6.75203
"ENSG00000010072"	8.41913	8.3692	8.76	8.56313	8.58685	8.66686	8.36087	8.4416	8.64683	8.55034	8.49789	8.33793
"ENSG00000010165"	7.57846	7.409515	7.18194	7.208855	7.488505	7.620815	7.315075	7.501615	7.437825	7.387275	7.537135	7.193065
"ENSG00000010219"	6.14566	6.3087	6.23197	6.22348	6.07475	6.33493	5.89375	6.32275	5.86066	6.1063	5.96471	6.03131
"ENSG00000010244"	10.9716	11.024	11.12441	10.89622	11.13104	11.17526	11.13844	11.02867	10.99056	10.98988	11.01983	11.03096
"ENSG00000010256"	8.20321	8.38582	8.10064	8.24586	8.04628	8.12951	8.35954	8.57089	8.21964	8.33063	7.9592	8.22855
"ENSG00000010270"	9.26731	9.21943	9.10695	9.22117	9.40122	9.48745	9.36183	9.40239	9.35348	9.30825	9.25156	9.32405
"ENSG00000010278"	9.85662	9.00414	10.47708	8.69536	9.84974	9.35088	10.21468	9.56091	10.28404	8.88101	10.28333	9.05579
"ENSG00000010282"	6.79577	6.71549	6.80675	7.06179	6.66572	6.84043	6.81171	6.75265	6.71117	6.80223	6.7702	6.89585
"ENSG00000010292"	9.3263	9.26346	9.78945	9.73798	10.08297	10.30026	10.52289	10.04123	9.51836	9.23921	9.53164	9.27202
"ENSG00000010295"	8.50399	7.95577	8.23034	8.32995	8.20211	7.95913	8.46403	7.98669	8.24187	8.17387	8.50265	8.27534
"ENSG00000010310"	7.30346	7.57692	7.48197	7.87918	7.33502	7.49411	7.45385	7.52281	7.38452	7.29807	7.45925	7.48924
"ENSG00000010318"	7.14165	6.9759	7.29802	7.22876	7.14088	7.15037	7.20739	7.30182	7.4315	7.28516	7.31883	7.10212
"ENSG00000010319"	7.07834	7.40456	7.20315	7.54765	7.29529	7.12638	7.06479	7.18112	7.42085	7.27372	7.29783	7.25495
"ENSG00000010322"	9.17067	9.31982	9.09603	9.07991	8.74412	8.47946	9.07745	9.00741	8.96739	9.25372	9.0201	8.91346
"ENSG00000010327"	6.95749	7.01254	6.97351	7.19243	6.98278	6.93151	6.7844	7.00467	6.98212	7.02525	6.99581	6.97763
"ENSG00000010361"	8.06204	8.11348	8.14388	8.25077	7.98581	7.75316	8.32429	8.36521	8.50627	8.42359	8.51513	8.37534
"ENSG00000010379"	6.23007	6.43219	6.23265	6.466	6.24581	6.17008	6.24746	6.28046	6.26301	6.33775	6.33579	6.16024
"ENSG00000010404"	11.259365	10.981075	11.119675	11.03434	10.840545	10.493295	10.842145	10.66511	11.10344	10.74329	11.2471	10.83706
"ENSG00000010438"	7.51066	7.74019	7.96899	7.8297	7.73871	7.64535	7.80878	7.78167	7.88169	7.83134	7.98856	7.87139
"ENSG00000010539"	7.2815	7.40643	7.37983	7.39568	7.13492	7.16963	7.36447	7.29061	7.42965	7.53867	7.32531	7.38137
"ENSG00000010610"	6.74249	6.55217	6.43858	6.50969	6.41784	6.61313	6.28792	6.38947	6.4082	6.32615	6.46644	6.42979
"ENSG00000010626"	7.62371	7.51154	7.36209	7.55492	7.30722	7.29909	7.42156	7.30287	7.69359	7.41826	7.56715	7.44868
"ENSG00000010671"	5.35255	5.31416	5.44631	5.44255	5.45148	5.38651	5.58301	5.36068	5.23234	5.55766	5.33048	5.54464
"ENSG00000010704"	7.42904	7.35749	7.05904	7.37819	7.25915	7.06431	7.36677	7.1402	7.27875	7.26592	7.26207	7.35729
"ENSG00000010803"	9.54732	9.58178	9.70872	9.67556	9.38922	9.65247	9.61231	9.85994	9.0109	9.864	8.88203	9.607
"ENSG00000010810"	9.9014	9.63774	9.94953	9.62558	9.51742	9.37437	10.058	9.53067	9.54528	9.2612	9.81147	9.55011
"ENSG00000010818"	9.7651	10.06601	9.56247	10.04228	9.28178	10.16067	9.5806	10.12354	9.53095	10.1932	9.5445	9.91838
"ENSG00000010932"	4.57549	5.28469	4.50106	4.6283	4.64069	4.6527	4.44542	4.56195	4.47931	4.7316	4.40064	4.69208
"ENSG00000011007"	11.317725	11.263245	11.384135	11.421175	11.53754	11.662805	11.51103	11.406665	11.303095	11.38952	11.417035	11.429
"ENSG00000011009"	9.06962	9.21942666666667	8.97845333333333	9.29368	9.18956	9.04367333333333	9.26712	9.04271	9.12418	9.04332333333333	9.07743	9.22176666666667
"ENSG00000011021"	9.205	9.00299	9.34432	9.03705	9.23831	9.02158	8.93581	8.62483	8.95982	9.0325	9.05651	9.06171
"ENSG00000011028"	11.20552	11.54419	11.00728	11.01673	10.63548	10.62757	10.78916	11.18509	11.08057	11.36447	11.06862	11.06495
"ENSG00000011052"	11.831255	11.6775875	11.8024975	11.7221575	11.8197	11.7753225	11.953965	12.2026425	12.079545	12.056515	12.0084575	12.0367475
"ENSG00000011083"	6.19035	6.31986	6.28646	6.6442	6.14573	6.30266	6.18325	6.41362	6.46367	6.35005	6.3098	6.1838
"ENSG00000011105"	8.46066	8.21739	7.8016	7.63909	7.63038	7.19421	7.78402	7.26187	7.67757	7.27172	7.68814	7.44504
"ENSG00000011114"	8.85164	8.71646	9.04021	8.73476	8.92309	8.96163	8.82814	8.72573	8.77817	8.702	8.78156	8.66142
"ENSG00000011132"	7.35017	7.42065	7.07437	7.4009	7.23249	6.92215	7.28656	7.3858	7.28254	7.29357	7.38414	7.32778
"ENSG00000011143"	7.31491	7.6251	7.56267	7.58804	7.43835	7.36963	7.4757	7.75789	7.70416	7.61385	7.51664	7.44176
"ENSG00000011198"	10.22673	10.28696	10.18407	10.51966	10.53373	10.71293	10.27036	10.23457	10.82207	10.46934	10.75929	10.43205
"ENSG00000011201"	7.18553	5.66795	8.03982	5.76225	6.55356	5.49614	6.37537	5.6689	8.69727	5.61687	8.06818	5.7381
"ENSG00000011243"	9.4509	9.40488	9.42213	9.28471	9.26509	9.21334	9.54364	9.42296	9.34002	9.46432	9.36635	9.31854
"ENSG00000011258"	8.03327	8.09229	8.21507	7.88325	8.12105	8.03168	8.12806	8.01203	8.04785	8.32309	8.18169	8.04767
"ENSG00000011260"	8.88889	8.81564	8.83218	8.65651	8.84215	8.95766	9.17424	9.26561	8.90457	8.83334	8.80934	8.97386
"ENSG00000011275"	8.87799	8.91537	8.89557	8.77226	8.69041	8.73904	8.65605	8.84089	8.74501	8.86677	8.66631	8.69093
"ENSG00000011295"	9.49222	9.25568	9.22784	8.99022	9.06868	9.0568	9.2094	9.21697	9.18822	9.18847	9.17712	9.19443
"ENSG00000011304"	11.34288	11.3702	11.57707	11.4514	11.81503	11.84479	11.76812	11.61812	11.40047	11.33499	11.38334	11.47467
"ENSG00000011332"	7.05059	7.28968	7.24946	7.31888	7.08272	7.00184	7.3549	7.21231	6.9972	7.10544	7.05482	7.19948
"ENSG00000011347"	6.70426	6.78573	6.56802	6.45061	6.52099	6.55078	6.65711	7.01354	6.81018	6.71728	6.88094	6.89695
"ENSG00000011376"	7.9046	7.98518	8.20604	7.99445	8.1894	8.26534	8.18495	8.02431	7.84371	7.91649	7.99571	8.04705
"ENSG00000011405"	10.46024	10.2444071428571	10.4021728571429	10.1421542857143	10.2212885714286	10.3702542857143	10.7198514285714	10.4235985714286	10.19969	10.1677485714286	10.3909314285714	10.3422371428571
"ENSG00000011422"	9.24876	9.52096	9.78757	9.88333	9.92793	10.21331	10.05672	10.16614	9.89753	9.70825	9.58614	9.89439
"ENSG00000011426"	8.33959	7.99952	9.74471	10.51583	10.914	11.54242	11.18183	10.71874	9.03736	8.41376	9.26644	9.15499
"ENSG00000011451"	8.26899	8.39625	8.16189	8.17943	8.04926	8.00254	8.16149	8.12947	8.0021	8.04947	8.08123	8.17302
"ENSG00000011454"	9.046235	8.96513	9.57362	8.705505	9.176725	8.983795	8.86584	8.439595	8.78235	8.96172	8.958405	9.07093
"ENSG00000011465"	11.97294	11.82458	12.80951	12.0012	12.56996	11.58492	12.53695	12.27336	12.85294	11.82526	12.99043	11.96423
"ENSG00000011478"	8.58642	8.91135	8.78799	8.96907	8.86975	8.73665	8.92367	8.61186	8.62162	8.49713	8.51661	8.92765
"ENSG00000011485"	8.85481	8.86068	8.64797	8.94112	8.81823	8.90275	8.83398	8.95634	8.69061	8.80997	8.73854	8.87987
"ENSG00000011523"	8.32018	8.10048	8.01879	7.55556	7.9512	7.84169	8.21164	7.93687	8.08226	8.04025	7.93112	7.87327
"ENSG00000011566"	10.24597	10.23146	10.11272	9.87495	10.09525	10.0024	10.1337	10.20433	10.32808	10.19605	10.21726	10.02886
"ENSG00000011590"	6.57807	6.69321	6.58559	6.79327	6.57027	6.48672	6.74497	6.74465	6.74518	6.6889	6.84372	6.75547
"ENSG00000011600"	8.67226	8.72372	8.47281	8.85789	8.75685	8.5959	8.76594	8.68289	8.88799	8.74187	8.82325	8.84178
"ENSG00000011638"	8.5358	8.24718	8.08954	7.77063	7.73826	7.2407	7.84569	8.16628	8.93172	8.4767	8.64671	8.06046
"ENSG00000011677"	5.34815	5.35857	5.26071	5.41152	5.33359	5.27436	5.14955	5.19823	5.30283	5.09712	5.26893	5.18048
"ENSG00000012048"	6.4914	6.02268	6.43752	6.43153	7.28252	7.8808	7.41715	7.21913	6.70974	5.87974	6.81831	6.45624
"ENSG00000012061"	9.32845	9.28797	8.99941	9.32378	9.20655	9.2336	9.41916	9.48987	9.23743	9.42307	9.16343	9.33939
"ENSG00000012124"	6.00808	6.01069	5.82086	6.13993	5.95977	5.87236	5.84294	5.84716	5.98137	6.14535	5.84122	5.95791
"ENSG00000012171"	8.2214	7.3711	7.25627	7.08962	6.78005	6.60156	6.88478	7.10135	7.35906	7.08915	7.83126	7.03418
"ENSG00000012174"	9.491355	9.294015	9.152425	9.15954	9.06244	9.11538	9.173585	9.013785	9.23459	9.017835	9.18115	9.03442
"ENSG00000012211"	7.95315	7.90517	7.73771	7.99993	7.74746	7.68382	8.17052	7.82696	7.84787	7.78421	7.84749	7.90441
"ENSG00000012223"	6.47689	6.5612	6.64022	6.65493	6.71359	6.47609	6.58651	6.37893	6.61733	6.52424	6.64072	6.73074
"ENSG00000012232"	8.44503	8.36979	8.08361	8.0967	8.09747	8.37864	8.29893	8.14016	8.09666	8.12916	8.1901	8.27024
"ENSG00000012504"	4.6464	4.83391	4.75585	5.07444	4.91246	5.18975	4.83758	4.9295	4.84883	5.06053	4.77347	4.81393
"ENSG00000012660"	12.50107	12.25211	12.26234	12.02126	12.05092	11.91734	11.97663	11.99656	12.59607	12.29569	12.39919	12.05146
"ENSG00000012779"	6.59015	6.80348	6.75426	6.90048	6.80893	6.6701	6.74908	6.95467	6.81505	6.86935	6.74908	6.87552
"ENSG00000012817"	8.66821	8.49912	6.1727	6.27703	6.08288	6.04911	8.67559	8.45971	5.92774	6.24374	8.44807	8.27065
"ENSG00000012822"	10.57734	10.58421	10.68474	10.70727	10.44072	10.43637	10.37831	10.31943	10.51537	10.69517	10.51095	10.53241
"ENSG00000012963"	7.94693	7.76941	8.22596	7.93233	7.89436	8.25152	7.95467	8.01896	8.29666	8.03756	8.27243	7.6596
"ENSG00000012983"	8.518615	8.51191	8.808365	8.294035	8.71758	8.659095	8.55973	8.283555	8.405965	8.66905	8.273265	8.39797
"ENSG00000013016"	8.61427	8.54818	9.62184	9.76194	9.39616	9.19198	9.16096	8.55819	8.56027	8.65866	8.63428	8.94539
"ENSG00000013275"	10.67313	10.69428	10.99683	11.07972	11.15505	11.13758	11.08911	11.24735	11.00029	10.99336	11.00724	11.03062
"ENSG00000013288"	10.04631	10.09619	10.01801	10.0425	9.79438	9.53404	9.77466	9.79536	9.92789	9.88147	9.88796	9.94289
"ENSG00000013293"	6.053525	6.099315	6.08276	6.075385	6.38275	5.99572	6.701765	6.272055	6.428805	6.109285	6.41956	6.06492
"ENSG00000013297"	11.87093	11.37603	11.26035	9.76378	12.13725	10.68534	12.5281	11.94056	11.74075	10.24728	11.93671	11.36035
"ENSG00000013306"	10.43038	10.3087	10.53139	10.79587	10.71174	10.89841	10.56414	10.41145	10.39734	10.35615	10.30342	10.48439
"ENSG00000013364"	9.4072	9.25676	9.09196	9.20253	9.27999	9.2385	9.46064	9.35992	8.96704	9.18864	9.08583	9.29925
"ENSG00000013374"	10.51552	10.37431	10.31307	9.96472	10.26312	10.13898	10.00665	10.05351	10.12078	10.04652	10.02026	9.87926
"ENSG00000013375"	10.28121	10.27404	10.78076	10.24179	10.27369	10.45249	10.20415	10.57823	10.6155	10.49529	10.45023	10.17652
"ENSG00000013392"	8.02198	7.90703	8.39638	7.31059	7.16777	6.75845	7.6268	7.80079	8.51272	8.12215	8.32151	7.42175
"ENSG00000013441"	8.9121	8.73037	9.89057	9.55236	9.58411	9.71415	9.23853	8.74853	9.6467	9.5312	9.77758	9.24205
"ENSG00000013503"	8.99008	8.7713	9.03331	8.60377	8.94834	8.80175	8.96061	8.8779	9.10161	8.82132	9.12806	9.03504
"ENSG00000013523"	8.32231	8.31821	8.46154	7.99786	8.12298	7.94693	7.91251	7.97003	8.12928	8.11252	8.11464	7.90624
"ENSG00000013561"	10.74351	10.70658	10.88556	10.9153	10.85231	10.87211	10.53044	10.55932	10.63059	10.74332	10.5041	10.51027
"ENSG00000013563"	7.91513	7.64055	7.90962	7.92169	7.7534	7.55707	8.40359	7.84453	7.53536	7.5875	7.65216	8.01225
"ENSG00000013573"	7.96074666666667	7.99742666666667	8.00022333333333	7.97573666666667	8.04561	8.24551	8.13367	7.88715	7.90313333333333	7.77584666666667	8.13009	8.01558333333333
"ENSG00000013583"	11.25291	11.03916	10.7014	10.04798	10.47608	10.22954	10.68006	10.72202	11.04466	10.65238	10.96087	10.38404
"ENSG00000013588"	9.17046	8.37069	8.75587	7.21138	7.41598	7.0855	9.46336	8.02071	8.61277	7.58111	8.63785	7.51327
"ENSG00000013619"	9.03444	9.20328	8.93498	9.76252	8.84496	9.40562	8.51344	9.00987	9.1106	9.89909	9.37054	9.24071
"ENSG00000013725"	6.32138	6.60726	6.59052	6.89054	6.57071	6.48481	6.65173	6.70264	6.75648	6.67552	6.63854	6.71316
"ENSG00000013810"	6.97508	6.95866	7.05461	7.72744	7.75526	7.99066	8.20721	7.82713	7.08389	7.11003	7.20349	7.12725
"ENSG00000014123"	9.68616	9.72844	9.89883	9.88573	9.87667	9.86742	9.76338	9.93764	9.75139	9.78478	9.5739	9.75254
"ENSG00000014138"	7.62861	7.42529	7.56112	7.75137	8.20137	8.7	8.3674	7.99549	7.84779	7.58006	7.7606	7.54577
"ENSG00000014164"	8.31075	8.2795	7.96827	8.15228	8.03297	7.94048	8.39067	8.16779	8.15056	8.15202	8.1091	8.24297
"ENSG00000014216"	9.59535	9.48637	9.57646	9.70422	9.59634	9.5393	9.90866	9.69085	9.479	9.34375	9.50004	9.68468
"ENSG00000014257"	5.21505	5.09505	5.14184	5.32877	5.34136	5.34628	5.3143	5.52549	5.31564	5.46821	5.11905	5.38513
"ENSG00000014641"	9.51852	9.47705	9.69423	9.58718	9.66903	9.67214	9.63134	9.67691	9.30757	9.22565	9.35132	9.55966
"ENSG00000014824"	10.34248	10.38031	10.56527	10.44953	10.44524	10.46086	10.21702	10.37816	10.23026	10.37611	10.23562	10.18065
"ENSG00000014914"	8.448725	8.377825	8.685515	8.896135	8.703715	8.598335	8.731945	8.547215	8.328085	8.442035	8.458655	8.499255
"ENSG00000014919"	9.19055	8.93246	9.01686	8.4577	8.81894	8.72047	9.14078	9.02647	9.17707	9.01782	9.21215	8.94265
"ENSG00000015133"	5.74488	5.801655	5.828625	5.644395	5.646935	5.369755	5.638325	5.86601	5.503295	5.684405	5.784495	6.07405
"ENSG00000015153"	8.17979	8.45969	8.13199	8.23592	8.038	8.47466	7.69799	8.06515	7.89123	8.34676	7.68961	8.09741
"ENSG00000015171"	9.71516	9.70032	9.77892	9.81797	9.62826	9.59894	9.56706	9.74051	9.88496	9.80012	9.85638	9.6693
"ENSG00000015285"	6.88072	7.02693	6.96353	7.23318	7.05805	7.06275	6.9202	7.08108	7.05116	7.17909	6.99324	7.07961
"ENSG00000015413"	6.97921	7.26717	7.13431	7.07194	7.24667	7.1046	7.18418	7.18992	7.28648	7.39879	7.28105	7.26364
"ENSG00000015475"	9.15779	9.14814	8.97732	8.76546	8.9593	9.07037	9.01898	9.53283	9.22192	9.07853	9.09042	9.16154
"ENSG00000015479"	10.06198	9.92301	10.01131	9.92808	10.04887	10.15684	10.25536	10.25425	10.23143	10.13753	10.17395	10.06922
"ENSG00000015520"	6.69517	6.73644	6.64898	7.00645	6.9293	6.98037	6.54415	6.70466	6.59335	6.58096	6.64357	6.62025
"ENSG00000015532"	8.67143	8.86269	8.6114	8.63868	8.66757	8.54194	8.91671	8.57975	8.48958	8.61947	8.39649	8.68955
"ENSG00000015568"	11.38889	11.265505	11.4761916666667	11.4471733333333	11.3333616666667	11.5580283333333	11.322085	11.249425	11.2775216666667	11.2410116666667	11.16992	11.0994966666667
"ENSG00000015592"	6.27206	6.56492	6.42738	6.78329	6.60059	6.39129	6.80464	6.66803	6.74863	6.87763	6.73709	6.82809
"ENSG00000015676"	8.94043	8.90478	8.94626	9.02477	9.00862	9.00639	8.8472	8.97849	8.99176	9.12776	8.98083	8.90311
"ENSG00000016082"	5.57509	5.69305	5.68279	5.65089	5.75199	5.5665	5.69961	5.72005	5.79188	5.73074	5.69272	5.81722
"ENSG00000016391"	6.60124	6.97306	6.5736	6.8606	6.85619	6.47464	6.71814	6.8761	6.94424	6.60901	6.75774	6.94976
"ENSG00000016402"	6.3348	6.34412	6.83887	6.48228	6.54897	6.01962	6.58156	6.37775	6.02921	6.50031	6.89051	6.10021
"ENSG00000016490"	4.4662	4.41673	4.46012	4.61339	4.6661	4.66575	4.43539	4.47479	4.40993	4.52348	4.43218	4.62574
