"iWAT_M08(r1)"	"iWAT_M08(r2)"	"iWAT_M08(r3)"	"Beige/brite (cold on iWAT)_M08(r1)"	"Beige/brite (cold on iWAT)_M08(r2)"	"Beige/brite (cold on iWAT)_M08(r3)"	"iWAT_M08(r4)"	"iWAT_M08(r5)"	"iWAT_M08(r6)"	"Beige/brite (cold on iWAT)_M08(r4)"	"Beige/brite (cold on iWAT)_M08(r5)"	"Beige/brite (cold on iWAT)_M08(r6)"
"ENSMUSG00000027852"	7.92079	7.95746333333333	7.92019666666667	7.36524666666667	7.49946666666667	7.67077333333333	7.92429666666667	7.96267333333333	7.94616333333333	7.45286333333333	7.64349	7.52978333333333
"ENSMUSG00000027854"	7.242432	7.200486	7.247544	6.907014	6.888672	6.995536	7.156094	7.168774	7.119346	6.709506	6.872406	6.777012
"ENSMUSG00000027855"	4.59219	4.52439	4.61361	4.65053	4.57435	4.55544	4.63013	4.57825	4.61498	4.73798	4.67973	4.63208
"ENSMUSG00000027857"	5.27181	5.32938	5.48967	5.64103	5.58326	5.47137	5.43336	5.53295	5.39292	5.76969	5.51008	5.54948
"ENSMUSG00000027858"	6.30017333333333	6.24067	6.26827666666667	6.20368666666667	6.23857	6.14035666666667	6.17160333333333	6.13364	6.27418333333333	6.03581	6.13877	6.21896333333333
"ENSMUSG00000027859"	5.89837	6.13968	5.96356	6.06789	6.02603	6.0131	5.85234	5.92768	5.84558	6.08747	6.18883	6.21915
"ENSMUSG00000027860"	6.82385	6.92826	6.84382	6.841915	6.859615	6.841605	6.90089	6.79826	6.724585	6.96464	6.836645	6.984905
"ENSMUSG00000027861"	6.07131	6.11547	6.1654	5.93328	6.01024	6.05747	5.94649	5.88077	6.07259	6.17834	6.15057	6.24704
"ENSMUSG00000027863"	8.87275	8.79428	8.72512	7.6458	7.76173	7.85867	8.48474	8.8374	9.21554	7.68505	8.38367	7.93175
"ENSMUSG00000027864"	6.894665	6.778065	6.65981	6.630125	6.598405	6.72001	6.886155	6.876045	6.922515	6.793115	6.92178	6.806365
"ENSMUSG00000027865"	7.98969	7.96367	7.98532	8.23442	8.12004	8.18285	8.07075	7.91272	8.06552	8.11861	8.16083	8.01206
"ENSMUSG00000027867"	4.93109	4.92802	4.93676	5.0393	4.86674	5.05417	4.94578	4.91983	4.90864	4.90428	4.95415	4.89828
"ENSMUSG00000027868"	6.29755	6.20362	6.25892	6.165765	6.130755	6.24015	6.3402	6.293895	6.41169	6.333125	6.34338	6.308735
"ENSMUSG00000027869"	4.90613	5.00493	4.94321	4.99051	5.02305	4.99531	4.98986	4.94216	4.90034	5.08992	5.04495	5.07318
"ENSMUSG00000027870"	4.64053	4.63523	4.64095	4.6852	4.66055	4.67552	4.59591	4.58153	4.64412	4.73823	4.76699	4.6455
"ENSMUSG00000027871"	5.44594	5.44081	5.43199	5.56935	5.53819	5.46971	5.43402	5.42175	5.40244	5.5641	5.49873	5.42478
"ENSMUSG00000027875"	6.38825	6.393675	6.349265	6.15856	6.13078	6.1962	6.350405	6.18265	6.11886	6.052435	5.98862	6.02335
"ENSMUSG00000027876"	5.39801	5.46978	5.35134	5.48758	5.32962	5.41899	5.42666	5.34268	5.41142	5.67472	5.58466	5.50437
"ENSMUSG00000027878"	7.66925	7.65562	7.471825	7.74474	7.72501	7.87632	7.630925	7.807855	7.67541	7.341735	7.438185	7.201095
"ENSMUSG00000027879"	9.082615	9.041225	9.02106	9.21154	9.243655	9.3471	9.230995	9.276915	9.244985	9.023825	9.247975	9.04884
"ENSMUSG00000027880"	4.77508	4.93151	4.94955	4.91659	4.82237	4.9758	4.89527	4.77349	4.84896	5.02356	5.0472	4.92991
"ENSMUSG00000027881"	7.59475	7.5893925	7.4627325	7.116865	7.291145	7.31738	7.7865925	7.9533475	7.667535	7.09675	6.8945725	7.112965
"ENSMUSG00000027882"	8.824305	8.8074	8.990405	8.482555	8.48894	8.83725	8.932735	9.14763	9.115735	7.850155	7.914135	7.619165
"ENSMUSG00000027883"	5.84198	5.76664	5.76494	5.70711	5.68692	5.65572	5.75788	5.79701	5.90667	5.83671	5.68437	5.88319
"ENSMUSG00000027884"	6.863462	6.88244	7.025648	6.730754	6.806194	6.78338	6.97407	7.085196	7.141474	6.526552	6.634978	6.457496
"ENSMUSG00000027886"	5.41701	5.36903	5.55313	5.4887	5.40023	5.50885	5.26788	5.34668	5.32267	5.51678	5.45273	5.61968
"ENSMUSG00000027887"	6.02947	5.95793	5.9959	5.97616	6.05274	5.81815	5.96349	5.93206	5.76965	6.01097	6.04837	5.97254
"ENSMUSG00000027889"	7.84036	7.81612	7.894235	7.245975	7.39506	7.25893	7.480965	7.511275	7.26122	7.219445	7.187635	7.116765
"ENSMUSG00000027890"	7.31415	7.17574	7.21565	7.37264	7.35827	7.29107	7.14545	6.92205	7.01792	7.44954	7.78471	7.5822
"ENSMUSG00000027893"	9.03876333333333	8.98101	8.98566	10.02169	10.15564	9.56579666666667	8.91462666666667	8.46878333333333	8.54400666666667	10.6022733333333	10.4582033333333	10.78576
"ENSMUSG00000027894"	6.72065333333333	6.59144333333333	6.66045	6.94464	6.84268666666667	6.75677666666667	6.58954	6.66141333333333	6.68799333333333	6.82855333333333	6.78460666666667	6.94175666666667
"ENSMUSG00000027895"	5.75775	5.69845	5.699035	6.05619	5.9569	5.874965	5.820795	5.620375	5.67939	6.0126	5.97322	6.059705
"ENSMUSG00000027896"	5.30677	5.24382	5.26164	5.28532	5.33152	5.23534	5.21834	5.32663	5.29621	5.39456	5.23917	5.32031
"ENSMUSG00000027900"	8.67842	8.62084333333333	8.63869666666667	8.73566333333333	8.74515333333333	8.90818	8.71807333333333	8.88409666666667	8.79028	8.57236666666667	8.38399666666667	8.52231333333333
"ENSMUSG00000027901"	7.461265	7.466445	7.61644	7.17012	7.189905	7.32928	7.49183	7.908025	7.72989	6.869955	6.840945	6.868445
"ENSMUSG00000027905"	7.4613	7.2764	7.30279	6.64259	6.87083	7.02327	7.22568	7.45199	7.58353	6.75786	6.8313	6.3617
"ENSMUSG00000027907"	12.57756	12.6825	12.6816	12.66509	12.64893	12.47302	12.67693	12.46052	12.60423	12.52393	12.52389	12.4145
"ENSMUSG00000027908"	4.72297	4.74854	4.82929	4.91868	4.81184	4.87324	4.86984	4.74144	4.86252	4.94512	4.88258	4.92536
"ENSMUSG00000027912"	4.7331	4.73761	4.73071	4.86427	4.75942	4.73457	4.70592	4.72416	4.7573	4.93664	4.77238	4.83868
"ENSMUSG00000027913"	5.38173	5.31058	5.24452	5.38566	5.2698	5.24385	5.39532	5.34148	5.22846	5.46846	5.50587	5.51883
"ENSMUSG00000027919"	4.83571	4.80787	4.84037	4.91717	4.89618	4.76521	4.78417	4.64092	4.86325	4.79251	4.81886	4.87376
"ENSMUSG00000027923"	5.28195	5.32494	5.35518	5.47139	5.65033	5.45136	5.23748	5.3715	5.21088	5.47872	5.36047	5.74972
"ENSMUSG00000027925"	4.94512	5.00784	4.92305	5.04401	5.02032	4.99948	4.90305	5.00229	4.89314	5.04209	5.02663	4.97025
"ENSMUSG00000027927"	5.80873	5.72027	5.75794	5.89419	5.92412	5.80752	5.77816	5.66222	5.81204	5.99993	5.85773	5.95661
"ENSMUSG00000027931"	6.79996	6.74755	6.63478	6.6397	6.55585	6.8288	6.81315	6.83892	6.60529	6.50363	6.64455	6.38003
"ENSMUSG00000027932"	5.38414	5.71276	5.65499	5.62986	5.63411	5.59816	5.72152	5.57871	5.5711	5.79099	5.85822	5.73235
"ENSMUSG00000027933"	7.33157	7.477605	7.292715	6.874905	6.900725	6.80782	7.588685	7.494195	7.426725	7.253625	7.498295	7.238605
"ENSMUSG00000027935"	8.18564	8.09864	8.02203	8.00682	7.98366	7.57047	7.97931	7.94854	7.68702	8.14346	8.04501	7.91591
"ENSMUSG00000027936"	6.470515	6.458865	6.557235	6.506555	6.577385	6.46189	6.5451	6.571905	6.38097	6.434635	6.587645	6.4757
"ENSMUSG00000027937"	10.21686	10.33888	10.36413	10.29775	10.36251	10.48341	10.56881	10.51413	10.38351	10.36876	10.38779	10.32548
"ENSMUSG00000027938"	4.91573	4.94569	4.87795	5.03715	4.94454	5.23345	4.90648	4.9609	4.96696	5.1457	5.26752	5.12384
"ENSMUSG00000027939"	6.55237	6.45386	6.62783	6.50857	6.34302	6.61242	6.54804	6.4971	6.64686	6.84159	7.06208	6.62944
"ENSMUSG00000027940"	8.937225	8.918225	8.92226	8.3684225	8.4170525	8.406545	8.7707675	8.8689225	8.877825	8.3907225	8.483415	8.378305
"ENSMUSG00000027942"	7.7187	7.648958	7.713734	7.649802	7.682966	7.660574	7.694718	7.701088	7.77911	7.581188	7.650426	7.5705
"ENSMUSG00000027944"	9.88107	9.91095	9.925625	9.808425	9.82625	9.76545	10.05042	9.88846	9.91355	9.97788	10.173	10.122655
"ENSMUSG00000027947"	6.975485	6.89514	6.907495	6.82035	6.83153	6.85081	6.82293	6.727015	6.6544	6.872165	6.760355	6.979715
"ENSMUSG00000027950"	5.87666	5.84862	5.87517	6.16492	6.09696	5.89971	5.893705	5.87628	5.81968	5.92771	5.994775	5.89625
"ENSMUSG00000027951"	7.99233	8.051405	8.00593	7.31398	7.47796	7.24158	7.605495	7.511165	7.62364	7.37094	7.370415	7.26479
"ENSMUSG00000027952"	8.71269	8.84375	8.69433	9.52638	9.34097	9.38822	9.1321	8.71107	8.68369	9.89108	10.16824	9.87892
"ENSMUSG00000027953"	9.14194	9.04464	9.00846	8.56225	8.49493	8.88873	8.88016	8.95713	9.04787	8.39915	8.47324	8.25963
"ENSMUSG00000027954"	6.276115	6.291565	6.24133	5.946475	6.051395	5.91517	6.192755	6.115935	6.037025	6.367145	6.222545	6.26188
"ENSMUSG00000027955"	7.02135	7.03502	6.92325	6.813725	6.90011	7.23925	7.28729	7.3001	7.14181	6.98293	6.82709	6.90363
"ENSMUSG00000027956"	5.704945	5.80649	5.945315	5.96401	5.96122	5.72963	5.754315	5.7685	5.74147	5.98076	5.84018	5.87955
"ENSMUSG00000027957"	6.47271	6.52257	6.208165	6.2629675	6.40184	6.28823	6.4694825	6.6135025	6.6218175	6.5453625	6.60969	6.575395
"ENSMUSG00000027959"	5.426435	5.372055	5.342035	5.298115	5.29211	5.34365	5.35179	5.3195	5.47681	5.29927	5.34345	5.299595
"ENSMUSG00000027961"	6.231275	6.25021	6.04181	6.460255	6.375085	6.41355	6.224575	5.947385	5.910625	6.71053	6.445145	6.387645
"ENSMUSG00000027962"	7.510765	7.4871475	7.5713725	6.9966475	7.02267	7.008555	7.35846	7.45333	7.6433825	6.9590825	7.17032	7.097585
"ENSMUSG00000027963"	8.049815	8.023545	7.939895	7.997575	8.006955	8.17876	8.107045	8.108925	8.15858	7.90207	8.17998	7.935035
"ENSMUSG00000027965"	4.42218666666667	4.45527666666667	4.42308333333333	4.47732	4.44177666666667	4.45132666666667	4.40888	4.40212333333333	4.42138333333333	4.41964	4.42956333333333	4.44287
"ENSMUSG00000027966"	4.813425	4.87147	4.93684	4.990725	4.932125	4.974215	4.88746	4.84576	4.90128	4.95198	4.87977	5.001185
"ENSMUSG00000027967"	5.0386	5.09701	5.06252	5.30085	5.0639	5.23139	5.07778	5.15817	5.08861	5.21689	5.14792	5.22216
"ENSMUSG00000027968"	7.42592	7.48235	7.621285	7.405445	7.39328	7.49143	7.35386	7.533965	7.712305	6.74474	6.730055	6.650045
"ENSMUSG00000027971"	4.941375	4.92033	4.996585	5.06896	4.93579	4.96747	4.990265	4.9357	4.982855	5.07553	5.022195	5.07969
"ENSMUSG00000027973"	4.9322	4.88339	4.82209	4.92814	4.85597	4.97576	4.81144	4.79609	4.84889	4.93713	4.81873	4.84025
"ENSMUSG00000027977"	5.013505	4.993125	5.026025	5.096005	5.12447	5.350815	5.033385	5.05666	5.06627	5.095795	5.125555	5.134525
"ENSMUSG00000027978"	7.12838	7.0729	7.09618	6.95151	6.95849	7.1599	7.10454	7.07509	7.11328	7.13427	7.15592	7.16747
"ENSMUSG00000027981"	7.15577333333333	7.13497	7.22592333333333	6.46709333333333	6.71427	6.91996	7.48185333333333	7.76796	7.53639666666667	6.08587333333333	5.59791666666667	6.07879
"ENSMUSG00000027983"	6.43823666666667	6.42055	6.41826333333333	6.97974666666667	7.12215666666667	7.13272333333333	6.51330333333333	6.39984333333333	6.47562	7.13602333333333	7.09173	7.18532
"ENSMUSG00000027984"	11.6849066666667	11.6573133333333	11.7470866666667	12.6546733333333	12.6503066666667	12.63591	11.9888166666667	11.84368	11.7801833333333	12.7477	12.55178	12.69338
"ENSMUSG00000027985"	6.91024	6.772425	6.666045	6.60863	6.601655	6.68402	6.47819	6.90588	7.069785	6.53553	6.76105	6.60863
"ENSMUSG00000027993"	6.10379	6.012385	6.02691666666667	6.34116333333333	6.40534	6.500025	6.03045166666667	6.21235	6.07699166666667	6.15274166666667	5.996245	6.10949166666667
"ENSMUSG00000027994"	6.59777	6.59594	6.4621	6.01635	5.94319	6.2467	6.56586	6.8314	6.93015	6.04705	6.01442	5.93651
"ENSMUSG00000027995"	7.03582	7.13427	7.12662	6.98581	6.9042	7.08405	7.11579	7.16059	7.40498	6.78058	6.81904	6.64777
"ENSMUSG00000027996"	9.15649	9.09342	9.12645	8.37954	8.58907	8.66501	9.17435	9.50306	9.63394	9.22061	8.43528	8.37009
"ENSMUSG00000027997"	6.859665	6.92512	6.964775	6.95489	6.90799	6.8577	6.83388	6.84269	6.91384	6.800155	6.84325	6.75769
"ENSMUSG00000027998"	8.65139	8.55418	8.56934	8.16694	8.09268	7.99304	8.54715	8.64008	8.74174	8.25381	8.4798	8.38882
"ENSMUSG00000027999"	7.0531	6.95802	6.87444	7.45555	7.45122	6.98025	7.25524	6.90477	6.82711	8.07431	8.38386	8.39064
"ENSMUSG00000028001"	4.94469	5.05132	4.99293	5.10562	5.1498	5.02869	5.05209	5.06848	4.94072	5.19011	5.17768	5.20918
"ENSMUSG00000028003"	4.93486	4.968525	4.978795	4.928065	4.971885	5.00083	4.97688	4.994395	4.995685	5.078915	5.011215	5.051515
"ENSMUSG00000028004"	4.39405	4.39833	4.44574	4.42764	4.46785	4.42112	4.41259	4.37491	4.42678	4.4306	4.34956	4.42657
"ENSMUSG00000028005"	6.81053	6.834085	6.7716	6.55402	6.585145	6.584575	6.86209	6.755775	6.70586	6.59758	6.42326	6.486955
"ENSMUSG00000028007"	8.20465	8.33126	8.26091	8.34889	8.49735	8.27671	8.34151	8.15673	8.20041	8.49027	8.70408	8.44589
"ENSMUSG00000028008"	5.20299	5.24611	5.30594	5.3694	5.27614	5.28509	5.29413	5.29307	5.31058	5.3016	5.39871	5.40326
"ENSMUSG00000028009"	5.0003	5.02618	5.04424	5.2698	5.1227	5.23247	5.08689	5.11967	4.96108	5.22284	5.434	5.25802
"ENSMUSG00000028010"	8.27158	8.32894	8.25915	7.9257	7.92807	8.10312	8.25021	8.53618	8.52913	8.19898	8.17273	8.10166
"ENSMUSG00000028011"	4.93506666666667	5.00941333333333	4.97327	4.94261666666667	4.98475333333333	5.00525	4.97098666666667	5.03264666666667	5.02049	4.93324666666667	4.96226666666667	4.93426
"ENSMUSG00000028012"	5.1583	5.1551	5.23293	5.33242	5.26042	5.28669	5.30298	5.33242	5.30773	5.44734	5.39871	5.50657
"ENSMUSG00000028013"	8.63803	8.68965	8.50304	9.32384	9.11296	9.3335	8.75687	8.7064	8.69096	9.18924	9.40594	9.2278
"ENSMUSG00000028015"	8.95542	8.905215	8.93623	8.707365	8.631685	8.97161	8.828665	9.01746	9.160965	8.289325	8.27836	8.14238
"ENSMUSG00000028016"	6.458555	6.489105	6.52736	6.10028	6.295255	6.147835	6.486865	6.488785	6.70466	6.23802	6.29806	6.23837
"ENSMUSG00000028017"	5.05001	5.13379	5.23954	5.42403	5.37325	5.40835	5.15511	5.21023	5.17026	5.08635	5.25424	5.20975
"ENSMUSG00000028018"	6.61621	6.59797	6.77815	6.61955	6.78724	6.66807	6.68297	6.7632	6.81497	6.43899	6.51215	5.98433
"ENSMUSG00000028019"	8.392685	8.484695	8.39721	8.066305	8.047475	8.164395	9.08457	8.830925	8.81004	7.99812	7.982895	7.534515
"ENSMUSG00000028020"	4.582865	4.524265	4.532755	4.61899	4.69533	4.57227	4.50218	4.525545	4.528815	4.52955	4.536105	4.58352
"ENSMUSG00000028023"	5.262635	5.31843	5.24769	5.31026	5.332695	5.289955	5.355945	5.322825	5.35616	5.433465	5.48121	5.404365
"ENSMUSG00000028024"	10.86322	10.92998	10.87595	10.44233	10.41732	10.19006	11.05372	11.1777	11.10829	10.4626	10.70345	10.55779
"ENSMUSG00000028028"	5.65696	5.54847	5.58999	5.59197	5.57334	5.74285	5.53415	5.69275	5.71196	5.65623	5.74315	5.84125
"ENSMUSG00000028029"	9.35133	9.44804	9.43591	8.86542	8.86809	8.7685	9.30547	9.34725	9.47334	8.8283	9.00843	8.60151
"ENSMUSG00000028030"	6.41089	6.510595	6.410325	6.598705	6.647885	6.834355	6.596345	6.782315	6.665375	6.463115	6.57563	6.633625
"ENSMUSG00000028031"	5.27241	5.08798	5.18143	5.11162	5.08894	5.24352	5.17976	5.26104	5.86706	5.20967	5.01976	5.21273
"ENSMUSG00000028032"	9.58092	9.54685	9.44861	9.35003	9.39942	9.2909	9.42949	9.47262	9.54712	9.09058	9.26927	8.8147
"ENSMUSG00000028033"	4.89511	4.917205	4.90678	5.073695	5.01753	4.978485	4.879615	4.91549	4.96854	5.028365	4.95193	4.967575
"ENSMUSG00000028034"	6.65262333333333	6.678355	6.68952333333333	6.28182	6.39729	6.3975	6.51305166666667	6.64384166666667	6.5701	6.09108	5.97742666666667	6.27802333333333
"ENSMUSG00000028035"	7.52413	7.56874333333333	7.57287333333333	7.75031666666667	7.72990666666667	7.80631666666667	7.55881	7.69363333333333	7.39407666666667	7.74798	7.42769333333333	7.65911666666667
"ENSMUSG00000028036"	4.950085	4.9109625	4.9281825	4.9148825	4.93484	4.8972375	4.905455	4.95885	4.9744	4.938075	4.88624	4.9668075
"ENSMUSG00000028037"	5.8008	5.8315	5.79144	5.49571	5.43259	5.46843	5.93066	5.80908	6.38888	5.36771	5.25946	5.63422
"ENSMUSG00000028039"	5.464255	5.408395	5.48425	5.662485	5.63822	5.5909	5.44633	5.46961	5.499145	5.73326	5.586465	5.535055
"ENSMUSG00000028040"	5.82112	5.68334	5.65165	5.72506	5.66749	5.34104	5.69534	5.78091	5.6763	5.71926	5.79089	5.69164
"ENSMUSG00000028041"	7.6750875	7.6275675	7.555445	7.2921025	7.473485	7.2636625	7.3572625	7.21678	7.2558775	7.58888	7.41319	7.4953225
"ENSMUSG00000028042"	8.021095	7.953425	7.870985	7.915805	7.99496	7.833225	7.94379	7.710825	7.65703	8.23968	8.22689	8.38451
"ENSMUSG00000028044"	9.491245	9.54187	9.41312	8.572465	8.629935	8.530805	9.268325	9.522955	9.35732	8.589085	8.94161	8.598355
"ENSMUSG00000028047"	6.80053	6.71761	6.82274	6.1944	6.46656	6.27989	6.81917	6.73778	6.56018	6.46812	6.63043	6.63806
"ENSMUSG00000028048"	9.026585	9.046275	9.101665	8.882055	8.889875	8.83638	9.02097	8.955525	9.10176	8.673195	8.982595	8.80706
"ENSMUSG00000028049"	8.96847	8.82221	8.70097	8.60556	8.71543	8.83276	8.77315	8.62271	8.53532	8.75722	8.85992	8.80248
"ENSMUSG00000028051"	7.32472	7.32744	7.30721	7.35419	7.34538	7.47952	7.36568	7.29071	7.18971	7.58715	7.54613	7.60638
"ENSMUSG00000028053"	8.45181333333333	8.51248	8.35644	8.07375	8.15992	8.32210666666667	8.43815333333333	8.53359333333333	8.30680666666667	8.03513333333333	7.58205333333333	7.95769
"ENSMUSG00000028057"	7.47106	7.44124	7.51981	7.2183	7.14781	7.00642	7.596725	7.413865	7.30968	7.192545	7.415395	7.199875
"ENSMUSG00000028059"	7.46595666666667	7.55423333333333	7.37138666666667	7.09239666666667	7.15809	7.16075	7.10359666666667	6.98122	7.08963666666667	7.35705	7.21631333333333	7.60179
"ENSMUSG00000028060"	7.287545	7.275935	7.171215	7.155835	7.12862	7.288075	7.203695	7.448485	7.263265	6.718165	6.92329	6.735405
"ENSMUSG00000028062"	9.34714	9.31389	9.35754	9.12514	9.08121	8.92557	9.48602	9.46356	9.40741	9.52423	9.79109	9.43016
"ENSMUSG00000028063"	6.801798	6.796356	6.677482	6.622768	6.694404	6.59927	6.747352	6.729516	6.740688	6.642922	6.802524	6.676038
"ENSMUSG00000028064"	9.526705	9.4283	9.395285	9.0315	9.076095	9.222995	9.20392	9.49707	9.25485	9.14653	9.258455	9.193375
"ENSMUSG00000028066"	7.83279	7.86588	7.79257	7.724955	7.837475	7.66749	7.703275	7.672675	7.601345	7.872905	7.921295	7.86853
"ENSMUSG00000028068"	5.89162	5.85912	5.76192	5.94221	5.91494	5.910535	5.748185	5.80393	5.72747	5.9059	5.93213	5.91348
"ENSMUSG00000028069"	6.47179333333333	6.40391666666667	6.47499666666667	6.66626	6.50371666666667	6.59781333333333	6.54349666666667	6.63638	6.62241	6.48190333333333	6.51316	6.53768666666667
"ENSMUSG00000028070"	9.85955	9.82051	9.76492	9.73759	9.73729	9.53601	9.81455	9.49017	9.64816	10.24553	10.44374	10.23611
"ENSMUSG00000028071"	7.55129	7.4525	7.4952	7.38433	7.2069	7.21207	7.35166	7.26369	7.76309	7.59167	7.5595	7.42868
"ENSMUSG00000028072"	5.52529	5.53889	5.53785	5.5039	5.40983	5.54173	5.59529	5.49536	5.47106	5.77494	5.70623	5.61914
"ENSMUSG00000028073"	6.983005	6.9988125	6.98112	7.0694125	7.09102	7.11673	6.9831075	7.023385	6.931445	7.08407	7.090135	7.122975
"ENSMUSG00000028076"	11.56491	11.624285	11.59681	11.775725	11.72508	11.811955	11.772505	11.62661	11.61688	11.680735	11.660805	11.7133
"ENSMUSG00000028078"	6.41129	6.32626	6.435045	6.381055	6.39948	6.39766	6.32726	6.349525	6.438915	6.6357	6.544815	6.56064
"ENSMUSG00000028080"	6.36282333333333	6.40036666666667	6.46159	6.60926333333333	6.56783	6.72263666666667	6.38735333333333	6.47098666666667	6.45044	6.37839	6.30643666666667	6.33461
"ENSMUSG00000028081"	13.38029	13.39864	13.51834	13.04481	13.04289	13.02442	13.47561	13.59257	13.63784	12.94128	13.07836	12.84927
"ENSMUSG00000028082"	6.1871	6.22301	6.093145	6.022665	6.0165	6.0651175	6.3016825	6.3500025	6.4284825	6.06431	6.0983325	6.0169875
"ENSMUSG00000028085"	7.05071	7.20303	7.24248	7.48156	7.42233	7.27125	7.58878	7.25328	7.37777	7.46487	7.64821	7.42552
"ENSMUSG00000028086"	6.789545	6.848335	6.89019	6.56375	6.58777	6.71658	6.828565	6.78995	6.873185	6.48897	6.62602	6.61187
"ENSMUSG00000028088"	6.11859666666667	6.08070666666667	5.97302666666667	6.38076666666667	6.59708666666667	6.70031333333333	6.07977666666667	6.10400333333333	6.07151333333333	5.99375666666667	6.03926	6.06277666666667
"ENSMUSG00000028089"	7.68297	7.73766	7.71063	7.68824	7.60495	7.81699	7.52902	7.79117	8.04086	6.84122	7.27428	7.00681
"ENSMUSG00000028093"	8.25062	8.22194	8.11681	7.93037	7.84387	7.93697	8.27834	8.42442	8.43203	8.47975	8.30034	8.27222
"ENSMUSG00000028096"	6.87201	6.99905	7.09928	6.89282	6.92517	6.98626	7.33713	7.07541	7.13573	7.08615	7.2525	7.09758
"ENSMUSG00000028098"	9.488835	9.472175	9.52545	9.058175	9.0064	9.094645	9.311645	9.562955	9.630055	8.93062	9.149115	8.95348
"ENSMUSG00000028099"	7.17669	7.21465	7.03653	6.67047	6.803665	6.59324	6.78973	6.858105	7.17061	6.998215	7.1186	7.035615
"ENSMUSG00000028100"	6.84837	6.89331	7.05826	6.4546	6.64113	6.43922	6.794	6.86491	6.96076	6.69877	6.68102	6.61846
"ENSMUSG00000028101"	6.545675	6.441935	6.491405	6.156575	6.16918	6.19662	6.324755	6.274295	6.19731	6.236045	6.27833	6.242725
"ENSMUSG00000028102"	7.112685	7.030135	7.097205	7.13499	7.09678	6.83971	6.936715	6.75721	6.831025	7.239615	7.281195	7.334695
"ENSMUSG00000028104"	8.02448	7.93761	7.9144	7.94986	8.00636	7.982	8.02311	7.94439	7.65225	7.79482	7.92511	7.62646
"ENSMUSG00000028106"	6.40244166666667	6.34374333333333	6.30278	6.283375	6.42804	6.39363166666667	6.25600333333333	6.37341833333333	6.28442166666667	6.22250333333333	6.19025333333333	6.26261333333333
"ENSMUSG00000028107"	7.4333	7.463795	7.389795	7.54515	7.755805	7.7496	7.646225	7.579495	7.643395	7.730375	7.924235	7.80127
"ENSMUSG00000028108"	10.54855	10.57475	10.53552	9.18097	9.50402	8.98458	10.40416	10.44112	10.2653	9.85852	9.83935	9.61914
"ENSMUSG00000028109"	4.34836	4.37995	4.39891	4.42371	4.40603	4.40034	4.37411	4.47166	4.39891	4.37172	4.38871	4.47774
"ENSMUSG00000028111"	8.88153	8.75461	9.05564	8.2474	8.45351	8.2872	9.01466	8.7623	8.73367	8.49158	8.3478	8.18223
"ENSMUSG00000028114"	7.43506	7.53196	7.49136	7.07804	7.08257	7.46307	7.42155	7.54336	7.86264	7.25301	7.07622	6.98732
"ENSMUSG00000028115"	4.86108	4.87684	5.07792	4.87015	4.87366	4.93136	4.86398	4.92942	4.90802	4.97342	4.94188	4.89504
"ENSMUSG00000028116"	5.35782	5.32457	5.29715	5.46767	5.1736	5.31472	5.33501	5.34947	5.35573	5.40902	5.57393	5.48309
"ENSMUSG00000028121"	7.70504	7.71564	7.66365	7.704175	7.707505	7.70475	7.59548	7.77582	7.60693	7.394845	7.566755	7.14549
"ENSMUSG00000028124"	9.3863	9.48859	9.24876666666667	9.36549666666667	9.40649666666667	9.40790333333333	9.39199666666667	9.23138666666667	9.2745	9.39202333333333	9.48150333333333	9.47923333333333
"ENSMUSG00000028125"	6.41282	6.36086	6.55388	6.72194	6.6229	6.6409	6.42001	6.42677	6.46833	6.70092	6.60372	6.64983
"ENSMUSG00000028126"	7.5966425	7.5879275	7.612195	7.70273	7.7043425	7.6062725	7.7567825	7.7361575	7.678715	7.7751725	7.8359125	7.8499875
"ENSMUSG00000028127"	7.40359	7.387165	7.37488	8.09308	8.09771	8.088555	7.64107	7.52954	7.494875	8.287685	8.1544	8.294805
