"BAT_M05(r1)"	"BAT_M05(r2)"	"BAT_M05(r3)"	"eWAT_M05(r1)"	"eWAT_M05(r2)"	"eWAT_M05(r3)"
"ENSMUSG00000086273"	7.488285	7.26746	7.39833	7.05157	6.96677	7.18703
"ENSMUSG00000086277"	6.24869	6.32296	6.45195	6.11956	5.94555	6.16288
"ENSMUSG00000086283"	4.20488	4.23579	4.15904	4.17435	4.19589	4.00386
"ENSMUSG00000086287"	6.60534	6.70092	6.66575	7.03676	6.81726	6.90748
"ENSMUSG00000086290"	7.8442	7.9028	7.64892	8.08384	8.1277	8.04964
"ENSMUSG00000086291"	5.77574	5.85764	5.66762	5.73765	5.7197	5.61279
"ENSMUSG00000086292"	4.93989	5.1326	5.09838	4.91335	4.93526	5.14523
"ENSMUSG00000086293"	5.66561	5.51296	5.23859	5.06966	5.17053	5.04669
"ENSMUSG00000086296"	7.02316	7.21416	6.94951	6.87546	6.25717	6.56754
"ENSMUSG00000086298"	4.51238	4.54853	4.84878	4.26106	4.38278	4.27419
"ENSMUSG00000086306"	4.77666	5.16237	5.01927	4.62211	4.94051	4.83005
"ENSMUSG00000086316"	8.54779	8.6437	8.59349	9.24109	9.24364	9.34457
"ENSMUSG00000086322"	4.17338	4.36716	4.38393	4.17507	4.2328	4.22461
"ENSMUSG00000086327"	5.12113	4.93268	5.13145	4.80283	4.88657	4.73752
"ENSMUSG00000086329"	7.29642	7.1589	7.08951	7.63547	7.6993	7.74507
"ENSMUSG00000086330"	5.38103	5.46642	5.32198	5.25852	5.38485	5.36097
"ENSMUSG00000086332"	3.95557	4.01098	4.15241	4.13095	4.09167	3.92431
"ENSMUSG00000086339"	4.43172	4.51861	4.43511	4.25801	4.2144	4.27047
"ENSMUSG00000086356"	5.97952	6.03791	6.124	5.81971	5.59822	5.68428
"ENSMUSG00000086359"	5.44167	5.63155	5.4484	5.20151	5.47298	5.29594
"ENSMUSG00000086363"	6.97431	6.97263	6.849415	6.893645	6.903205	6.88516
"ENSMUSG00000086369"	6.87965	7.10002	6.82754	6.86411	6.78138	6.87768
"ENSMUSG00000086370"	3.76749	3.94954	3.87983	3.90422	3.83689	3.904
"ENSMUSG00000086377"	4.82969	4.73177	5.02108	4.68483	4.66148	4.58176
"ENSMUSG00000086386"	7.97249	8.3455	8.10176	7.7363	7.48542	7.64049
"ENSMUSG00000086390"	6.81915	6.64447	7.0056	6.54403	6.39385	6.53423
"ENSMUSG00000086391"	4.98333	5.03114	5.06841	4.55113	4.72387	4.66065
"ENSMUSG00000086395"	5.80638	5.89359	5.57897	5.14379	5.29172	5.21666
"ENSMUSG00000086396"	5.80942	5.6982	5.81054	5.68434	5.6776	5.6618
"ENSMUSG00000086404"	5.72573	5.77377	5.8138	5.42375	5.46935	5.55525
"ENSMUSG00000086405"	7.30782	7.15427	7.15424	7.09359	7.01405	6.91288
"ENSMUSG00000086427"	5.09983	5.04192	5.14852	5.05146	5.0517	4.98602
"ENSMUSG00000086429"	7.48115	7.51776	7.33017	7.50332	7.52199	7.54828
"ENSMUSG00000086430"	5.0601	5.00448	5.00568	4.70842	4.63488	4.92732
"ENSMUSG00000086436"	12.056945	11.907505	12.168265	12.27436	12.378265	12.2634
"ENSMUSG00000086443"	6.98771	6.97927	6.94614	6.56372	6.63455	6.61832
"ENSMUSG00000086446"	5.02053	5.01183	5.36042	4.77625	4.60258	4.66705
"ENSMUSG00000086451"	4.43135	4.68473	4.57469	4.17396	4.31194	4.32276
"ENSMUSG00000086465"	4.93989	5.1326	5.09838	4.91335	4.93526	5.14523
"ENSMUSG00000086477"	5.38886	5.57	5.37517	5.43085	5.15294	5.30289
"ENSMUSG00000086484"	4.93622	4.67866	5.03973	5.00016	4.87292	4.91661
"ENSMUSG00000086486"	4.8896	4.85045	4.8337	4.76954	4.72822	4.70223
"ENSMUSG00000086495"	4.63522	4.41731	4.55298	4.51403	4.47398	4.40332
"ENSMUSG00000086496"	6.65374	6.70243	6.66905	6.57644	6.62157	6.5036
"ENSMUSG00000086503"	5.98474333333333	6.07561666666667	6.07222666666667	5.90831333333333	5.86832	5.90868
"ENSMUSG00000086513"	3.95261	3.79759	3.72476	3.94407	4.47301	4.32838
"ENSMUSG00000086517"	4.28543	4.53979	4.35894	4.31537	4.29292	4.2379
"ENSMUSG00000086537"	5.89174	5.87662	5.8078	5.53906	5.46992	5.53874
"ENSMUSG00000086549"	6.63384	6.74684	7.02334	6.25453	6.52808	6.52014
"ENSMUSG00000086552"	5.90952	5.63955	5.7245	5.68889	5.84659	5.77332
"ENSMUSG00000086555"	6.32034	6.47937	6.48715	5.97682	5.9987	6.03139
"ENSMUSG00000086557"	5.77537	5.83109	5.74137	5.70738	5.75669	5.70108
"ENSMUSG00000086559"	7.30175	7.23427	7.36874	7.16402	6.94735	7.08308
"ENSMUSG00000086578"	5.35752	5.77922	5.65707	5.47231	5.27113	5.42654
"ENSMUSG00000086583"	12.6444	12.41673	12.62122	13.04062	13.24907	13.0233
"ENSMUSG00000086594"	5.15716	5.10291	4.9682	4.94216	4.82885	4.69652
"ENSMUSG00000086596"	7.77948	7.60713	7.440695	7.714095	7.648155	7.89433
"ENSMUSG00000086598"	5.18357	5.31073	5.2168	4.87952	4.86728	4.87222
"ENSMUSG00000086606"	6.60443	6.54852	6.79863	6.03866	6.15078	6.07577
"ENSMUSG00000086608"	4.25819	4.17962	4.31303	4.28344	4.17069	4.06706
"ENSMUSG00000086610"	6.91427	6.98191	7.08437	6.76839	6.65794	6.59622
"ENSMUSG00000086629"	4.381085	4.480605	4.443725	4.348495	4.41575	4.48745
"ENSMUSG00000086645"	7.25903	7.40368	7.22814	7.11332	7.12471	7.15323
"ENSMUSG00000086657"	4.83389	5.03001	5.04421	4.85606	4.8808	4.932
"ENSMUSG00000086691"	10.7989	10.8525	10.86037	11.20853	11.37688	11.25494
"ENSMUSG00000086695"	4.56788	4.76043	4.7939	4.60135	4.72131	4.65191
"ENSMUSG00000086703"	5.28886	5.4595	5.25276	4.93859	4.90897	4.99049
"ENSMUSG00000086706"	6.39536	6.73595	6.36263	6.07059	6.08865	6.15544
"ENSMUSG00000086708"	5.17941	5.03713	5.30907	4.90724	4.88746	4.96678
"ENSMUSG00000086725"	6.47298	6.48978	6.45681	7.10137	6.83737	6.94644
"ENSMUSG00000086727"	5.81809666666667	5.78836	5.8133	5.58821	5.62683	5.61306
"ENSMUSG00000086728"	4.22676	4.28461	4.23783	3.99714	4.1121	4.17856
"ENSMUSG00000086742"	4.87933	4.736	4.75205	4.72283	4.70842	4.60268
"ENSMUSG00000086743"	6.09086	6.37116	5.88788	6.87035	7.20929	7.15882
"ENSMUSG00000086748"	5.16096	5.40057	5.32528	5.03854	4.89106	4.86225
"ENSMUSG00000086757"	4.1402	4.34996	4.12228	4.022	4.12228	4.00958
"ENSMUSG00000086763"	4.08367	4.16288	4.39435	4.11892	3.97898	4.0096
"ENSMUSG00000086765"	6.55952	6.59105	6.75963	6.08117	5.73813	5.7517
"ENSMUSG00000086774"	3.82862	3.81731	3.83125	3.745	3.95424	3.87099
"ENSMUSG00000086788"	5.139615	5.30906	5.146135	5.08342	5.133025	5.12412
"ENSMUSG00000086796"	5.709215	5.86768	5.774785	5.55065	5.34412	5.369745
"ENSMUSG00000086800"	5.548525	5.740435	5.615895	5.41479	5.43712	5.350435
"ENSMUSG00000086805"	6.15798	6.4034	6.39028	5.73479	5.916	5.95376
"ENSMUSG00000086824"	3.77454	3.77087	3.70174	3.83364	3.81636	3.91724
"ENSMUSG00000086827"	5.64944	5.72981	5.92739	5.15813	5.17379	5.30447
"ENSMUSG00000086833"	5.71449	5.9238	5.59598	5.59968	5.66197	5.63304
"ENSMUSG00000086834"	4.73609	4.80487	4.60896	4.46061	4.60251	4.50133
"ENSMUSG00000086841"	7.762	7.80242	7.76607	8.01409	8.08928	8.05602
"ENSMUSG00000086843"	4.25695	4.1983	4.23542	4.16758	4.09569	4.17964
"ENSMUSG00000086846"	9.73818	9.70928	9.86954	9.55913	9.5282	9.60555
"ENSMUSG00000086851"	4.86487	4.63204	4.53455	4.43843	4.53136	4.42947
"ENSMUSG00000086866"	5.0462	5.26097	5.05857	4.52624	4.59339	4.33925
"ENSMUSG00000086877"	7.03889	7.03165	7.12111	6.99582	6.73271	6.76847
"ENSMUSG00000086881"	5.14119	5.12019	5.1653	4.89359	4.93253	4.82332
"ENSMUSG00000086894"	6.47728	6.47032	6.32992	6.19278	6.39009	6.16468
"ENSMUSG00000086909"	4.93455	4.71373	4.72767	4.45025	4.41281	4.33741
"ENSMUSG00000086912"	6.93998	7.56911	6.81267	6.5544	6.55381	6.52548
"ENSMUSG00000086918"	4.54961	4.72831	4.76314	4.32863	4.56368	4.57261
"ENSMUSG00000086922"	11.65273	11.44233	11.58571	11.20125	11.37312	11.17186
"ENSMUSG00000086923"	5.27298	5.24753	5.35581	4.94487	4.98092	4.79177
"ENSMUSG00000086925"	12.61588	12.41311	12.70493	12.85475	12.93576	12.86052
"ENSMUSG00000086926"	7.03195	7.1171	7.15763	7.98099	8.01103	7.9423
"ENSMUSG00000086930"	7.27794	7.08491	7.14169	6.95724	6.9596	6.90167
"ENSMUSG00000086933"	5.31609	5.39931	5.16285	4.95805	5.04884	4.87737
"ENSMUSG00000086938"	6.06455	5.80831	6.00347	5.16291	5.34932	5.39561
"ENSMUSG00000086942"	6.26968	6.2357	6.26018	5.82021	6.00497	5.67995
"ENSMUSG00000086945"	7.32654	7.63508	7.53521	7.12515	7.11467	6.92831
"ENSMUSG00000086951"	6.14149666666667	6.24459	6.39179333333333	5.95684666666667	6.09329333333333	5.90917666666667
"ENSMUSG00000086953"	7.64231	8.03361	7.74495	7.43395	7.35813	7.41656
"ENSMUSG00000086959"	4.1402	4.34996	4.12228	4.022	4.12228	4.00958
"ENSMUSG00000086968"	4.872095	4.91959	4.95589	4.878605	4.865575	4.83508
"ENSMUSG00000086969"	4.85846	4.93019	4.94785	4.9085	5.00023	5.06949
"ENSMUSG00000086992"	4.57399	4.38307	4.42541	4.59049	4.69494	4.6328
"ENSMUSG00000086996"	4.35324	4.23262	4.17423	4.17423	4.15904	4.08581
"ENSMUSG00000086999"	5.16588	5.24532	5.47493	5.2954	5.18536	5.06689
"ENSMUSG00000087006"	6.02564	5.85326	6.02501	6.3368	6.14534	6.22427
"ENSMUSG00000087008"	4.27717	4.39404	4.25142	4.72285	5.08402	5.08476
"ENSMUSG00000087009"	5.93667	5.64804	6.12014	6.03182	6.00731	5.96119
"ENSMUSG00000087013"	4.7941	4.9364	4.91183	4.64327	4.68445	4.49606
"ENSMUSG00000087014"	5.02635	5.12136	4.72831	4.70842	4.47186	4.51551
"ENSMUSG00000087017"	5.81285	5.94889	5.76265	5.86053	5.69351	5.78569
"ENSMUSG00000087022"	3.61944	3.68442	3.64855	3.63243	3.61642	3.6045
"ENSMUSG00000087029"	5.2663	5.48397	5.35952	5.20997	5.43163	5.24463
"ENSMUSG00000087037"	5.09787	5.08923	5.38093	4.82954	4.8165	4.82081
"ENSMUSG00000087038"	4.74667	4.87079	4.7095	4.65719	4.62171	4.76887
"ENSMUSG00000087047"	5.4475	5.35263	5.52355	5.31064	5.30506	5.14642
"ENSMUSG00000087060"	4.12695	4.04252	4.04202	4.09369	3.99535	4.19345
"ENSMUSG00000087064"	5.78699	5.75285	5.8341	5.72001	6.00395	5.68308
"ENSMUSG00000087066"	4.85668	4.83627	5.08378	4.75947	4.81736	4.80745
"ENSMUSG00000087067"	5.04466	5.17775	5.05746	5.07432	5.01418	5.06403
"ENSMUSG00000087072"	6.74882	6.77884	6.66865	6.34372	6.44563	6.39443
"ENSMUSG00000087075"	7.86617	7.74916	7.99175	7.71701	7.807	7.65826
"ENSMUSG00000087095"	6.56701	6.4482	6.51736	6.24142	6.05049	6.06269
"ENSMUSG00000087103"	6.49276	6.39714	6.38344	6.00921	5.92384	6.11391
"ENSMUSG00000087107"	4.649485	4.79881	4.75958	5.824365	5.83033	5.83526
"ENSMUSG00000087109"	5.63637	5.48314	5.56827	5.19168	4.90164	4.995
"ENSMUSG00000087119"	8.54818	8.42693	8.37895	8.22077	8.29275	8.32397
"ENSMUSG00000087122"	6.09239	6.07731	6.18105	5.64014	5.573	5.65142
"ENSMUSG00000087129"	4.25704	3.99485	4.11404	4.05945	4.03053	4.18333
"ENSMUSG00000087137"	5.68373	5.98114	5.81798	5.62222	5.42844	5.64804
"ENSMUSG00000087138"	5.426	5.33681	5.3672	5.4454	5.36574	5.42121
"ENSMUSG00000087141"	5.816	5.906195	5.783145	6.1117	6.10083	6.184735
"ENSMUSG00000087143"	5.3126175	5.3978275	5.17939	5.1762575	5.13438	5.2196775
"ENSMUSG00000087150"	4.86683	4.775065	4.740265	4.643455	4.820155	4.773885
"ENSMUSG00000087153"	7.070634	6.8293	7.028796	7.278416	7.198356	7.116344
"ENSMUSG00000087165"	6.68806	6.60526	6.628495	6.163645	6.24387	6.30941
"ENSMUSG00000087166"	4.54135	4.4424	4.53314	4.37052	4.31684	4.34888
"ENSMUSG00000087174"	4.82511	4.84678666666667	4.73498333333333	4.93171666666667	4.91024333333333	4.99551666666667
"ENSMUSG00000087177"	5.769045	5.663505	5.79796	6.034105	6.000325	6.11202
"ENSMUSG00000087178"	3.96816	4.20368	4.19636	4.04533	4.08288	4.07272
"ENSMUSG00000087185"	8.35307	8.43094	8.36953	8.24811	8.2233	7.96137
"ENSMUSG00000087192"	5.69019	5.89654	5.55795	5.45853	5.74923	5.67662
"ENSMUSG00000087193"	4.78961	4.66706	4.71128	4.62045	4.38488	4.35325
"ENSMUSG00000087204"	4.642485	4.648825	4.752615	4.38647	4.43042	4.341945
"ENSMUSG00000087207"	3.75039	3.80584	3.87047	4.00399	3.85356	3.88799
"ENSMUSG00000087208"	4.95261	4.99017	5.1036	4.73946	4.68022	4.71307
"ENSMUSG00000087211"	5.01874	4.77004	5.05308	4.77632	4.79315	4.84137
"ENSMUSG00000087213"	6.48745	6.6398	6.37447	6.50057	6.36807	6.57583
"ENSMUSG00000087221"	7.0311	7.38153	7.03736	6.76037	6.34554	6.56958
"ENSMUSG00000087222"	5.21051	5.34634	5.1799	5.19374	5.17175	5.2954
"ENSMUSG00000087223"	4.76798	5.02703	5.07466	4.73087	4.51566	4.70586
"ENSMUSG00000087230"	7.7083	7.52357	7.65807	7.5573	7.56784	7.67141
"ENSMUSG00000087231"	6.00572	6.17444	6.071075	6.10996	5.75555	5.888
"ENSMUSG00000087233"	4.74846	4.76136	4.91632	4.73674	4.60472	4.60258
"ENSMUSG00000087254"	4.71559	4.67355	4.69491	4.57944	4.52188	4.64705
"ENSMUSG00000087259"	6.67901	6.63959	6.75722	6.78073	6.62562	6.61923
"ENSMUSG00000087260"	10.15374	10.126285	10.19113	9.94848	10.025255	10.086575
"ENSMUSG00000087264"	6.89132	7.05259	6.98733	6.6832	6.6882	6.41805
"ENSMUSG00000087267"	7.36872	7.17622	7.00975	6.99716	6.73304	6.82985
"ENSMUSG00000087286"	13.01713	12.82739	13.01402	13.254735	13.34365	13.28177
"ENSMUSG00000087289"	4.37047	4.21331	4.1322	4.08625	4.13097	4.11874
"ENSMUSG00000087290"	5.68305	5.82572	5.64566	5.42844	5.67988	5.6205
"ENSMUSG00000087298"	11.07099	10.87048	11.04963	11.30467	11.51808	11.25056
"ENSMUSG00000087301"	4.9476	4.83024	4.98069	4.89719	4.75536	4.7147
"ENSMUSG00000087302"	5.9021	6.05955	5.88046	5.8767	5.79257	5.79208
"ENSMUSG00000087303"	5.35204	5.37798	5.32503	5.158	5.09934	4.97643
"ENSMUSG00000087305"	5.22842	5.28963	4.98784	5.47948	5.33967	5.63214
"ENSMUSG00000087317"	6.01697	5.84411	5.94607	5.92522	5.64734	5.60191
"ENSMUSG00000087331"	7.73508	7.751815	7.82739	7.068905	6.951505	7.14295
"ENSMUSG00000087334"	7.33927	7.62393	7.30527	7.17394	7.04864	6.68328
"ENSMUSG00000087335"	5.22533	5.33568	5.44852	5.10011	4.87817	5.16463
"ENSMUSG00000087337"	6.86846	6.7527	6.89082	6.74492	6.60609	6.67154
"ENSMUSG00000087341"	6.91824	7.30501	7.07061	6.65948	6.62344	6.73732
"ENSMUSG00000087355"	4.59727	4.69282	4.49905	4.32218	4.35326	4.25552
"ENSMUSG00000087356"	6.06638	5.95664	6.25253	5.8892	5.8365	5.93446
"ENSMUSG00000087358"	5.55347	5.45281	5.25471	5.15271	4.81169	4.79036
"ENSMUSG00000087364"	5.73224	5.6107	5.62874	5.61686	5.86204	5.76817
"ENSMUSG00000087366"	6.79649	6.97938	6.56429	6.55427	6.35146	6.42234
"ENSMUSG00000087368"	6.60426	6.61649	6.6819	6.23112	6.05034	6.14628
"ENSMUSG00000087370"	7.8071	7.75525	7.73286	8.46465	8.4453	8.53594
"ENSMUSG00000087377"	6.56408	6.52114	6.82004	6.16484	6.29913	6.05745
"ENSMUSG00000087382"	7.72946	7.52528	7.67055	7.80778	7.61414	7.59128
"ENSMUSG00000087383"	6.84897	6.92076	7.01291	6.58707	6.59781	6.31648
"ENSMUSG00000087385"	6.27304	6.23676	6.18804	5.97803	5.87626	6.09028
"ENSMUSG00000087396"	4.15281	4.31959	4.37886	4.27748	4.50197	4.31364
"ENSMUSG00000087403"	5.28294	5.55093	5.22899	6.32311	6.33122	6.2382
"ENSMUSG00000087406"	7.01663	7.14034	7.09004	6.85442	6.75166	6.73092
"ENSMUSG00000087408"	5.92655	5.88319	6.14228	5.84624	5.91027	5.70672
"ENSMUSG00000087410"	6.57515	6.67087	6.55376	6.37408	6.28451	6.15956
"ENSMUSG00000087412"	10.9527666666667	10.8992266666667	11.0173533333333	11.4603333333333	11.71646	11.5581633333333
"ENSMUSG00000087413"	5.02137	5.00358	4.98191	5.2323	5.39624	5.52209
"ENSMUSG00000087434"	4.40211	4.29692	4.35019	4.25335	4.07205	4.00076
"ENSMUSG00000087437"	5.89252	5.97592	6.19309	5.69081	5.65798	5.54986
"ENSMUSG00000087440"	7.85217	7.64315	7.65018	7.60892	7.49612	7.32405
"ENSMUSG00000087443"	5.36305	5.39762	5.09936	5.03361	5.10647	4.88835
"ENSMUSG00000087455"	5.01976	4.9722	5.08412	5.04814	5.01089	4.97677
"ENSMUSG00000087458"	4.82375	5.07519	4.70218	4.72855	4.52126	4.56025
"ENSMUSG00000087459"	4.31753	4.13948	4.31854	4.34283	4.24418	4.13447
"ENSMUSG00000087461"	5.176905	5.184685	5.16369	4.85753	4.81032	4.70894
"ENSMUSG00000087462"	4.1402	4.34996	4.12228	4.022	4.12228	4.00958
"ENSMUSG00000087476"	6.40189	6.92505	6.56387	5.66305	5.62504	5.54506
"ENSMUSG00000087478"	5.97352	5.75921	6.23178	5.91461	5.99024	5.79936
"ENSMUSG00000087487"	6.1989	6.38987	6.28792	5.99938	5.99629	5.92188
"ENSMUSG00000087491"	4.1402	4.34996	4.12228	4.022	4.12228	4.00958
"ENSMUSG00000087495"	5.92285	5.792805	5.879855	5.735375	5.674615	5.67886
"ENSMUSG00000087497"	6.11419	6.31666	6.20614	5.81064	5.82749	5.77361
"ENSMUSG00000087512"	4.14606	4.18299	4.24741	4.07504	4.08518	3.96539
"ENSMUSG00000087519"	5.84237	6.18014	6.17861	5.7868	5.75531	5.85299
"ENSMUSG00000087530"	5.61683	5.61719	5.67093	5.56333	5.51371	5.45321
"ENSMUSG00000087532"	5.51736	5.46338	5.64336	5.52635	5.58384	5.08069
"ENSMUSG00000087553"	6.19843	6.45311	6.25068	5.96443	5.95466	5.85114
"ENSMUSG00000087579"	3.64838	3.66761	3.73886	3.79648	3.76209	4.01172
"ENSMUSG00000087589"	7.57018	7.70945	7.37442	7.47654	7.45789	7.82014
"ENSMUSG00000087598"	5.57332333333333	5.63309	5.79028666666667	5.54132333333333	5.54931	5.43588333333333
"ENSMUSG00000087604"	7.06817	6.89361	7.12213	6.88854	6.67891	6.83024
"ENSMUSG00000087606"	5.47454	5.48561	5.59829	5.10671	5.33049	5.22936
"ENSMUSG00000087609"	6.86846	6.7527	6.89082	6.74492	6.60609	6.67154
"ENSMUSG00000087611"	5.80308	5.80553	5.78538	6.06852	6.07526	6.38066
"ENSMUSG00000087613"	4.39264	4.36105	4.21074	4.3809	4.38044	4.46702
"ENSMUSG00000087620"	4.74086	4.75996	4.83431	4.47273	4.56245	4.67882
"ENSMUSG00000087621"	5.11555	5.52848	5.06035	5.03546	4.99173	5.07342
"ENSMUSG00000087625"	7.35131	7.49492	7.32067	7.35269	6.97311	7.1311
"ENSMUSG00000087626"	9.12753	9.20433	9.11257	8.54051	8.15621	8.36147
"ENSMUSG00000087635"	8.108815	8.02854	8.14124	8.07927	8.00006	8.04438
"ENSMUSG00000087648"	6.7445	6.8688	6.50815	6.34468	6.47007	6.50554
"ENSMUSG00000087651"	3.89199	3.81133	3.87906	3.86248	3.90246	3.81832
"ENSMUSG00000087652"	3.75985	3.93714	3.89885	3.79567	3.74686	3.66557
"ENSMUSG00000087659"	5.23957	5.24451	5.10843	4.98479	4.62217	4.43105
"ENSMUSG00000087670"	4.5861	4.36584	4.4883	4.43537	4.47276	4.42016
"ENSMUSG00000087672"	5.80719	6.15566	5.96228	5.0916	5.26742	5.27635
"ENSMUSG00000087679"	8.20022	8.43067	8.05994	7.89428	7.98071	8.43019
"ENSMUSG00000087684"	7.16325	7.13934	7.24954	6.89935	6.88884	6.94704
"ENSMUSG00000087687"	8.5139	8.601765	8.58545	7.57959	7.64158	7.697175
"ENSMUSG00000087691"	5.03848	4.99151	5.05033	5.00173	4.85427	4.61495
"ENSMUSG00000087694"	4.2757	4.33051	4.354495	4.174655	4.3039	4.14392
"ENSMUSG00000087701"	13.0996	12.94431	13.13563	13.37366	13.40215	13.36706
"ENSMUSG00000087938"	4.28857	4.0736	4.22622	4.51348	4.03857	4.25779
"ENSMUSG00000087993"	12.33852	12.1865	12.38025	12.25913	12.36235	12.3167
"ENSMUSG00000088008"	7.62911	7.44124	7.43144	7.30234	7.22466	7.29105
"ENSMUSG00000088059"	6.84589	6.87769	6.8846	6.54266	6.48714	6.17193
"ENSMUSG00000088139"	7.22466	7.05382	7.0938	6.77835	6.65742	6.65456
"ENSMUSG00000088181"	5.16009	5.46395	4.78636	4.77179	4.92546	4.77777
"ENSMUSG00000088219"	6.87954	6.94335	6.84179	6.73848	6.68868	6.61409
"ENSMUSG00000088351"	11.829085	11.767415	11.88374	12.35864	12.59354	12.543475
"ENSMUSG00000088373"	4.9185	5.00731	5.29785	4.67655	4.81223	4.77454
"ENSMUSG00000088442"	4.40875	4.35479	4.53563	4.32405	4.32963	4.31417
"ENSMUSG00000088493"	4.93677	4.92954	5.02004	5.40685	5.42734	5.40449
"ENSMUSG00000088702"	5.33063	5.1259	5.04149	5.19138	5.33488	5.2146
"ENSMUSG00000088789"	7.580515	7.802375	7.64659	7.83491	7.73443	7.73409
"ENSMUSG00000088835"	11.68885	11.49136	11.66771	10.34345	10.51874	10.43125
"ENSMUSG00000088909"	7.820915	7.774435	7.852985	7.862435	7.94291	7.90465
"ENSMUSG00000088929"	6.29986	6.14785	6.27815	6.25035	6.34216	6.31757
"ENSMUSG00000089002"	12.39696	12.20712	12.48721	13.31003	13.44873	13.34636
"ENSMUSG00000089083"	11.41212	11.21164	11.37422	10.76266	10.82623	10.73303
"ENSMUSG00000089093"	6.55952	6.71576	6.68269	6.88611	7.09042	6.85016
"ENSMUSG00000089214"	5.97579	6.07691	5.80944	6.02465	5.84878	5.87292
"ENSMUSG00000089317"	7.5108	7.55762	7.22075	8.54381	8.49337	8.52637
"ENSMUSG00000089396"	4.50731	4.36907	4.59412	4.75837	4.71125	4.71755
"ENSMUSG00000089417"	4.92049	4.95677	4.85084	4.6952	4.57742	4.85442
"ENSMUSG00000089509"	6.34298	6.27216	6.04866	6.31729	6.11261	6.35415
"ENSMUSG00000089542"	10.1809	9.81899	10.51936	10.19195	10.49078	9.94806
"ENSMUSG00000089571"	6.21082	6.30076	6.38239	6.1102	6.26825	6.06805
"ENSMUSG00000089633"	5.31978	5.38269	5.371875	5.110065	5.19281	5.081235
"ENSMUSG00000089640"	8.757	8.69472	8.80168	9.22131	9.64127	9.34668
"ENSMUSG00000089648"	7.686945	7.733245	7.739015	7.56489	7.46441	7.67608
"ENSMUSG00000089661"	6.24924	6.58967	6.44599	6.39422	6.7759	6.62368
"ENSMUSG00000089662"	4.99113	5.00069	4.93790333333333	4.65257	4.49636	4.60235666666667
"ENSMUSG00000089665"	8.89211	8.93004	8.96791	8.83077	8.86482	8.99817
"ENSMUSG00000089669"	6.16912	5.87537	5.78147	6.86202	6.80904	6.93604
"ENSMUSG00000089670"	8.77576	8.70648	8.8947	8.9597	9.04298	9.21533
"ENSMUSG00000089672"	6.36648	6.41801	6.39772	8.94971	9.30611	9.1562
"ENSMUSG00000089675"	7.94747333333333	7.88343666666667	7.94828666666667	11.18646	11.2515233333333	11.20787
"ENSMUSG00000089678"	5.36267	5.54711	5.33647	5.28246	5.18014	5.10581
"ENSMUSG00000089682"	6.3177875	6.2270925	6.2492675	6.4658775	6.403525	6.49021
"ENSMUSG00000089686"	4.67563	4.47539	4.59607	4.47809	4.70866	4.67165
"ENSMUSG00000089694"	5.88092	6.04964	5.83129	5.6973	5.73527	5.85299
"ENSMUSG00000089698"	7.98332	7.90214	8.04977	7.7492	8.05883	7.83594
"ENSMUSG00000089704"	9.24242666666667	9.05507666666667	9.16486	9.53709666666667	9.68549	9.44372666666667
"ENSMUSG00000089706"	4.331235	4.26988	4.268975	4.45713	4.34968	4.323715
"ENSMUSG00000089707"	4.08035	4.18601	4.04681	3.85528	3.9515	4.01082
"ENSMUSG00000089708"	4.82886	4.86254	4.87518	4.71224	4.5808	4.61003
"ENSMUSG00000089712"	4.55758	4.42143	4.58854	4.35763	4.49402	4.44362
"ENSMUSG00000089715"	7.49314	7.54377	7.381775	8.931765	9.029015	9.072475
"ENSMUSG00000089726"	4.90073	4.91111	4.98109	4.86033	5.00337	5.0611
"ENSMUSG00000089727"	4.15972	4.33577	4.43432	4.05543	4.17979	4.09438
"ENSMUSG00000089736"	7.36242	7.43614	7.42591	7.06419	7.25586	7.09905
"ENSMUSG00000089739"	9.60623	9.691335	9.60508	9.99661	10.008255	9.899065
"ENSMUSG00000089743"	4.86888	4.77225	4.85491	4.70842	4.79581	4.56758
"ENSMUSG00000089745"	6.526	6.5162	6.43315	6.44034	6.61946	6.30145
"ENSMUSG00000089759"	4.31525	4.14106	4.16822	4.14125	4.09499	3.98885
"ENSMUSG00000089762"	6.582465	6.56848	6.559955	6.50599	6.580855	6.482255
"ENSMUSG00000089763"	4.94909666666667	5.12485333333333	5.01871	4.91416	4.91032333333333	4.85698333333333
"ENSMUSG00000089764"	12.01392	11.82622	11.94784	12.27625	12.3794	12.38785
"ENSMUSG00000089774"	6.65827333333333	6.74492333333333	6.64508666666667	7.89419	7.82196666666667	7.94378333333333
"ENSMUSG00000089782"	9.159645	9.15102	9.32795	9.5183	9.67862	9.805245
"ENSMUSG00000089785"	12.20957	11.913565	12.143705	11.41751	11.572145	11.38283
"ENSMUSG00000089788"	8.783685	8.59411	8.68624	8.64904	8.72244	8.781175
"ENSMUSG00000089789"	4.4337	4.47846	4.62485	4.48674	4.2342	4.28124
"ENSMUSG00000089791"	7.23381	7.36473	7.29678	7.01467	7.06569	6.95121
"ENSMUSG00000089803"	12.39397	12.10282	12.41131	11.40582	11.43	11.25666
"ENSMUSG00000089804"	4.56633	4.487	4.60297	4.49173	4.48959	4.48034
"ENSMUSG00000089809"	5.91692	6.12101	6.29983	5.8058	5.8701	5.97702
"ENSMUSG00000089810"	8.20346	7.96493	7.96618	7.90397	7.95459	7.93945
