"sWAT_patient 5_hM3"	"sWAT (cold acclimation)_patient 5_hM3"	"sWAT_patient 2_hM3"	"sWAT_patient 6_hM3"	"sWAT (cold acclimation)_patient 2_hM3"	"sWAT (cold acclimation)_patient 6_hM3"	"sWAT_patient 3_hM3"	"sWAT_patient 7_hM3"	"sWAT (cold acclimation)_patient 3_hM3"	"sWAT (cold acclimation)_patient 7_hM3"	"sWAT_patient 4_hM3"	"sWAT_patient 8_hM3"	"sWAT (cold acclimation)_patient 4_hM3"	"sWAT (cold acclimation)_patient 8_hM3"
"ENSG00000114650"	7.00713	7.14232	6.8131	7.03623	6.79302	6.62657	7.1303	6.61741	7.37973	6.96603	7.01721	6.73723	6.45257	6.75863
"ENSG00000114654"	5.24562	4.80378	5.33802	4.86654	5.0518	4.8665	5.19998	5.27355	5.44884	5.16675	5.3638	5.33014	4.86137	5.03564
"ENSG00000114656"	3.27843	3.11221	2.92327	3.54419	3.37744	3.19262	3.22137	3.25859	3.46519	3.41164	3.64257	3.27843	3.25237	3.16432
"ENSG00000114670"	4.77824	4.58251	5.14043	4.94917	5.08873	5.36648	5.0408	5.17672	5.00982	5.25482	4.67673	5.33546	5.19326	5.3566
"ENSG00000114686"	8.10454	8.33508	8.01545	7.97546	8.02138	8.03535	8.01701	8.24554	8.13452	8.14705	8.1967	8.43402	8.07717	8.26059
"ENSG00000114698"	8.4526	8.13427	8.21565	8.37493	8.45793	8.82519	8.46951	8.41784	8.31299	8.75688	8.3999	8.15284	8.65265	8.75213
"ENSG00000114735"	5.29	5.04992	5.38528	5.04288	5.42365	5.3306	5.01986	5.27074	5.08736	5.23817	4.89549	5.35674	5.24286	5.15617
"ENSG00000114737"	4.37426	4.7532	5.72646	5.7305	4.9327	4.30854	4.93997	4.86863	4.7725	5.25306	4.69047	5.17823	4.94638	4.9979
"ENSG00000114738"	6.40837	7.38686	6.61552	6.56855	6.45357	6.35982	6.87903	6.37753	7.04334	6.73626	6.57142	6.64824	6.46665	6.61996
"ENSG00000114739"	4.76894	4.33713	5.06142	4.27903	4.39137	4.73941	4.63065	4.67478	4.56121	4.93596	4.48288	4.77238	4.63612	4.43372
"ENSG00000114742"	7.62769	7.13621	7.62296	7.32727	7.50906	7.77337	7.29552	7.66454	7.22614	7.68701	7.07976	7.59927	7.56487	7.72502
"ENSG00000114744"	7.34722	7.09449	7.32237	6.905	7.35041	7.25138	6.83297	7.55309	6.92513	7.30205	7.04325	7.38247	7.43444	7.61225
"ENSG00000114745"	6.00632	5.63215	5.88206	5.25956	6.03179	5.82663	5.83434	5.87823	5.85329	6.04107	5.32173	5.91961	5.97561	5.87818
"ENSG00000114757"	3.37225	3.46797	3.44712	3.54247	3.39796	3.28178	3.41121	3.71627	3.4489	3.50489	3.58601	3.61036	3.21639	3.43796
"ENSG00000114767"	5.14206	4.82122	4.83878	4.67277	4.52382	4.79571	5.02528	5.04697	4.84318	4.63784	4.95304	4.85378	4.83735	4.78563
"ENSG00000114770"	6.39609	6.80543	6.77693	5.97849	6.7501	6.60873	6.46213	6.6455	6.75657	6.44625	5.74911	6.88323	6.42322	6.46936
"ENSG00000114771"	5.01315	5.60365	5.05482	5.44986	5.36471	6.0182	6.00392	5.31728	6.31716	5.85942	4.48224	5.72748	5.3862	6.21614
"ENSG00000114779"	7.05935	6.78869	7.03031	7.23915	6.99548	6.85848	7.02936	7.08614	7.36227	6.90589	7.04511	7.03297	6.77087	6.94826
"ENSG00000114784"	7.26109	7.23469	7.19598	7.70904	7.20107	7.37256	7.51775	7.16403	7.25348	7.25165	7.30801	6.99987	7.39369	7.20505
"ENSG00000114786"	6.643885	6.622775	6.60931	6.73895	6.709055	6.08603	6.888445	6.61425	6.88694	6.595515	6.6705	6.560405	6.240925	6.515505
"ENSG00000114790"	5.87127	5.66937	5.42732	6.24702	5.22308	6.43721	5.72704	5.15587	5.85846	6.08654	5.92021	5.40153	5.68952	6.31698
"ENSG00000114796"	8.08191	7.29045	7.90678	7.7329	8.03431	8.11567	7.52552	8.08934	7.13809	8.1893	7.67073	8.0223	7.88482	8.04615
"ENSG00000114805"	2.35785	2.32317	2.41992	2.27012	2.27974	2.22373	2.54582	2.14221	2.24661	2.02194	2.04728	2.21993	2.25289	2.62872
"ENSG00000114812"	7.56803	6.91854	7.48191	7.92405	7.39582	7.45233	7.93085	7.32168	7.82357	7.67683	7.6773	7.49415	7.34019	7.13622
"ENSG00000114841"	6.10665	6.1666	6.29999	6.35712	6.171	6.3035	6.26864	5.73603	6.36699	6.10425	6.25222	5.88718	6.08516	6.0544
"ENSG00000114850"	8.41297	8.55442	8.34848	8.32503	8.49006	8.43522	7.72452	8.88873	8.17643	8.50633	8.24803	8.69088	8.67376	8.71991
"ENSG00000114853"	5.8083	6.22896	6.01686	6.42293	5.87438	6.006	6.29604	6.15133	6.168	6.20588	6.32431	6.08485	5.90896	5.87763
"ENSG00000114854"	3.96344	4.27898	4.18618	4.2927	4.22612	3.8605	4.09719	3.9486	4.05273	4.00749	4.04015	3.95879	4.10283	4.16686
"ENSG00000114857"	8.94644	8.83928	8.90811	8.92149	8.97561	9.18042	8.68202	9.01291	8.63914	9.04345	9.01615	9.1249	9.18416	9.27375
"ENSG00000114859"	4.9392	4.31098	4.45694	4.83149	4.33147	4.43421	4.86682	4.41509	4.66687	4.40224	4.30248	4.82669	4.60137	4.65526
"ENSG00000114861"	7.57234	7.44109	7.62016	7.54221	7.58086	7.72372	7.54544	7.41852	7.65447	7.42549	7.46318	7.61533	7.64788	7.65204
"ENSG00000114867"	7.79877	7.81741	7.4834	7.4662	7.72838	7.38089	7.65673	7.56158	7.63854	7.52277	7.56378	7.49868	7.45229	7.58912
"ENSG00000114902"	7.67402	7.25028	7.40774	7.25744	7.59651	7.47821	7.2823	7.78573	7.31145	7.71654	7.37237	7.64082	7.68545	7.68004
"ENSG00000114904"	6.50987	6.17335	6.43322	5.94245	6.31197	6.46714	6.08102	6.29672	6.10019	6.48454	6.25274	6.58609	6.57748	6.65216
"ENSG00000114923"	4.97657	5.1441	5.08104	4.85656	4.51737	4.6269	4.53192	4.95151	4.90419	4.62132	4.99073	4.48384	4.83505	4.77201
"ENSG00000114933"	7.799055	8.08749	8.118955	8.23661	7.987635	8.094035	8.179985	7.93432	8.346045	7.856145	8.23044	8.04239	7.97421	8.12891
"ENSG00000114942"	4.807	5.00641	4.73383	4.720065	4.61698	4.7809	4.558495	5.15807	4.41105	5.16872	4.856155	4.958135	5.18333	4.96912
"ENSG00000114948"	4.21685	4.32274	4.39396	4.10369	4.46437	4.58273	3.69458	3.84407	4.38243	3.74811	4.04345	4.64571	4.6908	5.10048
"ENSG00000114956"	6.31233	6.34501	6.35634	6.01821	6.55854	6.32232	6.35527	6.421	6.36009	6.52885	6.28121	6.50676	6.35414	6.37849
"ENSG00000114978"	9.03448	9.3799	9.34128	9.32185	9.27019	9.44453	8.99536	9.41295	9.26718	9.25985	8.94364	9.37212	9.3831	9.3557
"ENSG00000114982"	7.2366	6.93502	7.18876	7.29454	7.4716	7.28709	7.22891	7.14417	7.13017	7.18866	7.33001	7.03015	6.99072	7.11409
"ENSG00000114988"	5.84411	5.11425	5.78549	5.00977	6.0457	5.65667	5.41098	6.1826	5.28993	6.20944	5.04336	5.63714	5.847	5.65189
"ENSG00000114993"	4.99482	5.00015	4.78703	4.97863	5.27291	5.20965	4.96706	4.81479	5.1159	5.21748	4.668	4.84686	5.04264	5.03385
"ENSG00000114999"	6.78406	7.10658	6.89426	6.89569	6.93845	6.91054	6.5929	7.0684	6.7373	6.8308	6.92013	6.8728	6.86845	6.93176
"ENSG00000115008"	2.47529	2.37495	2.62883	2.32041	2.37232	2.42364	2.37426	2.39508	2.59674	2.24493	2.39539	2.63499	2.33339	2.36399
"ENSG00000115009"	2.34265	3.06457	2.70629	2.59641	2.84005	2.85593	2.68241	2.37436	2.75313	2.57475	2.44503	2.84032	2.78776	2.92762
"ENSG00000115020"	5.057685	4.862795	4.986655	4.802725	4.98733	5.03284	4.994455	5.081155	4.749605	5.166425	4.788025	4.99729	5.03679	5.30528
"ENSG00000115041"	5.27629	5.5419	5.08143	6.52112	4.87036	5.68825	5.76104	5.45427	6.20131	5.14047	6.16725	5.63239	5.5098	5.58953
"ENSG00000115042"	7.16975	6.859155	7.00661	7.009955	7.209625	7.1608	6.95514	7.13761	7.045995	7.08898	6.73904	7.012335	6.97963	7.107125
"ENSG00000115053"	10.53049	10.45461	10.2273	10.27721	10.39082	10.35723	10.55623	10.46077	10.29373	10.42112	10.47312	10.4952	10.49885	10.50865
"ENSG00000115073"	6.94698	6.73826	7.04192	6.46702	7.07214	6.69761	6.52025	6.68526	6.49379	6.77272	6.48157	6.64095	6.58128	6.75562
"ENSG00000115084"	8.65849	8.30439	8.4431	8.28273	8.40825	8.65071	8.13554	8.59453	8.1969	8.56023	8.38832	8.67229	8.66526	8.65938
"ENSG00000115085"	4.27231	4.2048	4.57944	4.62977	4.40299	4.07392	4.29293	3.82385	4.33341	4.46237	4.83955	4.31257	4.5736	4.15041
"ENSG00000115091"	9.73111	10.40608	9.79457	9.51818	9.63627	9.80505	9.77406	9.75507	10.08064	9.70816	9.38589	9.87545	9.81922	9.79743
"ENSG00000115107"	6.27371	6.54841	6.01897	6.08509	6.02602	6.09329	6.2042	6.41316	6.50561	6.00324	6.09701	6.08281	6.18241	6.05511
"ENSG00000115109"	6.56386	5.77219	6.40787	6.11351	6.60984	6.72541	6.1747	6.79935	6.09676	6.39715	6.05047	6.47436	6.74691	6.82007
"ENSG00000115112"	4.96044	5.66129	4.84562	5.07406	4.77666	5.82691	5.2773	4.43043	5.19174	3.92366	4.64218	4.91305	5.36778	6.25332
"ENSG00000115128"	8.65278	8.74951	8.5258	8.47315	8.44813	8.65608	8.24032	8.97052	8.35023	8.67037	8.60714	9.04056	8.87214	9.09402
"ENSG00000115129"	6.06385	6.24658	6.45067	6.1848	6.45354	6.08882	6.21205	6.47735	6.8078	5.9133	5.88958	6.58845	6.49989	6.23739
"ENSG00000115137"	5.23299	4.70769	5.40806	4.44764	5.57263	5.62417	5.256	5.4921	5.22524	5.56525	4.65514	5.36932	5.44097	5.5541
"ENSG00000115138"	3.56555	3.83588	3.83882	4.50804	3.49957	3.95886	3.92625	3.70254	3.84604	3.73289	3.99818	3.82121	3.22215	3.74172
"ENSG00000115145"	7.85296	8.19911	7.86844	8.11883	7.90831	8.18552	7.98226	8.14781	8.05556	7.96011	8.12368	8.10178	8.02048	8.05925
"ENSG00000115155"	2.93741	2.9122	2.9069	2.96213	2.87392	3.04445	2.97068	2.98584	3.00831	3.13486	2.86458	3.17847	2.81135	2.66249
"ENSG00000115159"	7.11184	7.51578	7.14382	6.8885	7.24033	7.55991	6.73103	7.29818	7.06262	7.38324	6.96937	7.13566	7.23388	7.47305
"ENSG00000115163"	4.13359	4.43129	4.34912	4.33605	4.14756	3.92401	4.36271	4.28285	4.75451	4.14452	3.9775	4.04208	4.41024	4.20763
"ENSG00000115165"	6.15191	6.26177	7.56953	6.54233	6.64521	5.94347	6.38705	6.3442	6.64696	6.94166	6.15419	6.72881	6.87338	6.60662
"ENSG00000115170"	6.95624	6.5719	6.66767	6.6768	6.81496	7.38823	6.65215	7.0071	6.78014	6.96974	6.3126	6.7763	6.82057	7.08333
"ENSG00000115183"	8.04115	7.3299	7.62274	7.27256	7.77955	7.72664	7.42048	7.73526	7.14657	7.68255	7.17121	7.80595	7.63003	7.88927
"ENSG00000115194"	3.82725	3.63269	3.71205	4.11949	4.0247	3.72945	3.93314	3.63981	3.78488	3.59258	4.17726	3.43913	3.66909	3.47438
"ENSG00000115204"	8.2078	8.37739	8.34017	8.20869	8.38998	8.19963	8.53115	8.65968	8.84466	8.34748	8.1708	8.45399	8.17579	8.34796
"ENSG00000115207"	7.25845	7.28022	7.43578	6.92687	7.16658	7.26514	7.47335	7.16121	7.33244	7.39069	7.06472	7.23604	7.39721	7.33352
"ENSG00000115211"	7.07287	6.80221	6.66351	6.70227	6.88772	7.03874	6.72499	6.77158	7.01004	7.0877	6.65502	6.95039	6.78723	6.98322
"ENSG00000115216"	7.53526	7.83198	7.48357	7.39688	7.72692	7.47904	7.94187	7.53415	7.9006	7.68381	7.77594	7.67732	7.6594	7.5839
"ENSG00000115221"	2.7971	2.55171	2.70503	2.97436	2.51109	2.52864	2.67862	2.57772	2.64659	2.43193	2.48198	2.78218	2.69645	4.15788
"ENSG00000115226"	5.94435	6.97349	6.61484	6.32577	6.21432	6.19301	6.73228	6.25096	6.7346	6.29248	6.2011	6.43279	6.27626	6.34626
"ENSG00000115232"	6.11602	7.34108	7.05745	6.74699	6.54678	5.96813	6.655	6.43902	6.68045	6.92539	7.45078	6.6047	7.36978	6.61168
"ENSG00000115233"	8.02247	8.20089	7.83329	7.8857	7.9625	8.02639	7.78551	8.16176	7.73165	8.03769	7.66786	8.05831	8.14784	8.17864
"ENSG00000115234"	7.67712	7.67166	7.62258	7.03493	7.67389	7.41862	7.55863	7.4664	7.60884	7.58958	7.37582	7.70921	7.49081	7.558
"ENSG00000115239"	7.45613	6.97179	7.35163	6.70131	7.30043	7.47739	6.89494	7.51922	7.13189	7.43823	7.08504	7.46294	7.6794	7.5608
"ENSG00000115241"	7.47869	7.36929	7.17703	6.94602	7.27442	7.10476	7.41001	7.39317	7.3878	7.53908	7.17838	7.44964	7.21982	7.4409
"ENSG00000115252"	6.07351	5.67759	6.50834	6.1027	6.73061	6.19435	5.80173	6.34603	6.04762	6.17669	6.0446	6.29535	6.59855	6.20492
"ENSG00000115255"	5.96781	5.84322	6.31473	5.84233	6.10301	5.0346	6.13677	6.32851	6.24791	5.88197	5.87399	5.9741	5.82673	5.78858
"ENSG00000115257"	4.13634	3.9801	3.87375	4.49794	3.85898	3.7249	4.14706	3.96103	4.42292	4.13581	4.15401	3.94778	3.98132	4.14678
"ENSG00000115263"	2.36938	2.62609	2.64802	2.73786	2.61246	2.62642	2.52964	2.61766	3.00037	2.38812	2.59977	2.57824	2.36973	2.48461
"ENSG00000115266"	3.18648	3.08324	3.11967	3.0267	3.01761	2.95846	3.41541	2.79251	3.05645	2.9011	2.97132	3.0862	2.86007	2.84259
"ENSG00000115267"	6.32257	6.80114	6.55801	6.59744	6.31893	6.59437	6.14024	6.41538	6.27695	6.32521	6.48429	6.19623	6.54654	6.13584
"ENSG00000115268"	7.07948	6.96354	6.907585	6.983155	7.021425	6.968785	7.28587	6.85239	7.220495	6.96574	7.11132	7.014455	6.721215	6.945085
"ENSG00000115271"	7.20958	7.72975	8.43249	8.03574	7.59007	7.05777	8.02977	7.43605	7.9378	7.85512	7.69052	7.18027	7.84375	7.37194
"ENSG00000115274"	7.3631575	7.30712	7.4021775	7.4940575	7.3283275	7.337725	7.6971225	7.1951925	7.76255	7.455265	7.56758	7.2645575	7.20484	7.255175
"ENSG00000115275"	6.36737	6.25303	6.18449	5.67264	6.26498	6.31094	6.05065	6.01919	6.46349	6.40357	5.54984	6.49989	6.27216	6.16498
"ENSG00000115282"	5.99413	6.04139	5.83055	5.83729	6.04879	5.82005	5.95625	5.95446	6.0706	6.3761	5.68683	6.05516	5.85908	5.85098
"ENSG00000115286"	6.21553	6.71072	6.23429	6.64522	6.32004	6.17234	6.85762	6.14361	6.86538	6.52355	6.54024	6.29189	5.89336	6.07112
"ENSG00000115289"	5.46539	5.48094	5.33143	5.4049	5.26178	5.32602	4.99213	5.33143	5.35357	5.34823	5.10697	5.18526	5.23408	5.2933
"ENSG00000115290"	4.93832	4.8408	5.89832	5.08613	5.42242	5.26463	4.80756	5.30349	4.82103	5.26301	5.57435	5.36369	5.7241	5.88798
"ENSG00000115295"	8.07989	7.73775	7.74669	7.76997	7.86422	8.47802	7.73312	7.79804	7.35561	8.10122	7.72151	8.13262	7.92713	8.31228
"ENSG00000115297"	4.18726	3.93552	4.17847	4.43499	3.99166	3.92122	4.1663	3.72956	3.753	4.01226	4.73667	4.14537	3.90347	3.81715
"ENSG00000115306"	11.95734	11.54228	11.90209	11.7892	11.94562	12.07408	11.83648	11.98828	11.69466	11.97782	11.70274	11.82944	11.82697	11.99544
"ENSG00000115307"	7.5477	8.05934	7.63589	7.84095	7.52389	7.49183	7.53845	7.71037	7.87631	7.62967	7.38172	7.62653	7.46804	7.69452
"ENSG00000115310"	9.51759	9.35767	9.35698	9.32267	9.3628	9.38422	9.41888	9.49614	9.31029	9.38073	8.91254	9.57943	9.12569	9.5458
"ENSG00000115317"	6.813	7.1237	6.92791	7.08741	6.74134	6.76542	6.85354	6.74278	6.86439	6.89477	7.43115	6.68755	7.00416	6.79171
"ENSG00000115318"	5.32083	5.64041	5.30186	5.14546	5.25969	5.31688	5.1852	5.68436	5.64423	5.38759	5.43331	5.47115	5.339	4.97945
"ENSG00000115325"	5.71635	5.79164	6.03827	5.41835	5.83307	5.19316	5.47733	5.47551	5.62326	5.7878	5.85088	5.73052	5.61677	5.50131
"ENSG00000115339"	3.84361	4.01858	4.5099	3.97818	3.886	4.39559	3.8176	4.02208	3.97946	3.99957	4.49085	3.93766	4.44147	4.38007
"ENSG00000115350"	7.31469	7.12454	7.14829	7.25299	7.05239	7.17222	7.49708	7.16611	7.18564	7.06857	7.17782	7.05868	6.99345	7.00804
"ENSG00000115353"	6.55661	5.73413	6.35177	5.81004	6.23937	6.32238	6.69775	6.03827	7.02541	6.2969	6.13082	6.09091	6.93918	6.48895
"ENSG00000115355"	8.07797	9.43796	8.43496	8.17981	8.3247	8.46148	8.78084	8.22022	8.8851	8.17246	8.12886	8.68404	8.55677	8.37868
"ENSG00000115361"	7.31819	6.15662	6.87113	7.25327	7.31008	7.87972	7.03444	7.88667	7.21808	7.54774	7.56416	7.38367	7.6989	7.38702
"ENSG00000115363"	3.12725	3.21958	3.21874	2.88	3.05163	3.02355	3.16664	3.50115	3.10639	3.08938	3.37309	3.15515	2.94627	3.16901
"ENSG00000115364"	6.41281	6.08788	6.36321	6.3008	6.45309	6.30704	6.22067	6.64854	6.24249	6.23441	6.05932	6.46262	6.24851	6.40164
"ENSG00000115365"	8.16396	7.40635	7.96235	7.19262	8.23309	8.12305	7.4323	8.52748	7.85401	8.23179	7.60234	8.17402	8.26076	8.31833
"ENSG00000115368"	7.94397	8.04969	7.83186	8.11294	7.8993	8.28899	8.01711	8.00723	7.94047	8.07233	8.11445	8.0673	8.24187	8.15765
"ENSG00000115380"	10.76857	10.75627	10.70483	10.51703	10.70887	10.77496	10.4106	10.83734	10.47019	11.04262	10.63209	10.77219	10.81138	10.76355
"ENSG00000115386"	3.28636	3.26098	3.39792	3.19124	3.35274	3.53538	3.6381	3.19867	3.24116	2.92727	3.1663	3.21751	3.41502	3.26069
"ENSG00000115392"	6.26846	6.61975	6.38796	7.02259	6.63522	6.90674	6.77264	6.68366	6.86114	6.5715	7.06705	6.53031	6.93784	6.85179
"ENSG00000115414"	10.08731	10.35574	10.03267	9.31471	10.47006	9.82598	9.99334	9.931	10.30626	9.4905	9.86835	9.85322	10.18125	9.64704
"ENSG00000115415"	9.12191	9.29629	9.61447	8.65975	9.14217	8.86163	8.62583	9.01743	8.89411	9.13295	9.38458	9.08032	9.66076	8.97171
"ENSG00000115419"	8.60241	8.30974	8.41336	8.12182	8.65272	8.40231	7.79574	8.62483	7.70443	8.54487	8.32298	8.22219	8.58403	8.85133
"ENSG00000115421"	7.13188	7.11386	7.02733	7.11242	6.96257	7.19463	6.8696	7.21692	6.91609	7.1169	6.96781	7.10852	7.26258	7.35257
"ENSG00000115423"	3.9117375	3.6709125	4.5606375	3.9740525	4.4877975	4.1371575	3.651425	3.8989125	3.693685	4.3193075	3.691465	4.074555	3.9804875	4.102865
"ENSG00000115425"	8.25904	7.85694	7.86355	7.91317	8.40186	7.79002	8.53592	8.47938	8.66421	8.34897	8.14438	8.08753	8.34223	8.22227
"ENSG00000115446"	6.62866	6.35796	6.41133	6.52565	6.73042	6.70887	6.01	6.54186	6.15485	6.84288	6.20482	6.8334	6.88617	6.79123
"ENSG00000115457"	6.3214	5.61733	5.51873	5.87711	5.81168	5.3619	6.04448	5.56244	5.60455	5.85715	6.41094	5.55465	5.92408	5.37101
"ENSG00000115459"	7.45925	6.69967	7.22022	7.07447	7.2866	7.11407	6.99339	7.34881	7.24637	7.37437	6.75171	7.3883	7.11023	7.40975
"ENSG00000115461"	11.31199	10.52517	10.6088	11.04522	10.82558	11.1173	11.17487	10.84545	10.90039	10.74296	10.38246	10.30718	10.30165	10.88858
"ENSG00000115464"	9.01323	8.77052	9.06104	8.78479	9.07763	9.09427	8.81829	9.09992	8.64969	9.1087	8.84476	8.97672	8.98148	9.12091
"ENSG00000115468"	7.1908	6.48037	6.85686	6.9217	7.32029	7.03127	7.02601	7.715	7.00234	7.49544	7.6587	6.45023	7.37379	6.44956
"ENSG00000115474"	2.33759	2.47058	2.64446	2.76489	2.47774	2.50508	2.44725	2.30852	2.35259	2.40987	2.45301	2.47545	2.29415	2.60082
"ENSG00000115484"	7.85779	8.43141	8.01455	8.32876	8.04052	8.17646	8.16536	8.20089	8.09075	7.96813	8.03752	8.0381	8.28978	8.00885
"ENSG00000115486"	6.94551	6.22006	6.7124	5.97985	6.72959	6.6346	6.1544	6.85291	6.39111	6.45964	6.23014	6.62443	6.7083	6.57819
"ENSG00000115488"	3.58347	3.82403	3.44766	4.04971	3.49368	3.39628	3.85726	3.10696	3.46636	2.9218	3.26445	3.29081	3.09588	2.9089
"ENSG00000115504"	9.75427	9.10969	9.2613	9.11382	9.76456	9.05691	9.54808	10.00876	9.35466	9.39397	9.65393	9.52464	9.51867	9.67039
"ENSG00000115507"	4.04995	3.99595	4.09713	4.6644	4.08106	4.21101	4.45686	4.31463	4.20587	4.195	4.35547	3.97818	4.11169	4.65144
"ENSG00000115514"	6.64319	6.91872	5.99567	6.00239	6.31227	6.76988	5.58147	6.87867	6.06365	6.50745	6.12117	6.8877	6.84855	6.90163
"ENSG00000115520"	7.02972	7.32238	7.08685	7.1518	7.00769	7.39282	6.99681	7.55516	6.99921	7.37976	7.00298	7.41465	7.43164	7.43363
"ENSG00000115523"	5.82194	5.56551	5.25762	5.90129	5.04751	5.20003	5.0282	4.89512	4.99798	5.33397	6.42952	5.30303	5.9636	5.19445
"ENSG00000115524"	10.08825	9.7992	10.10711	9.76459	10.13775	10.21045	9.86732	10.14504	9.81646	10.05537	9.82402	10.13512	10.1734	10.24431
"ENSG00000115525"	6.40649	6.81034	6.66108	6.71028	6.39681	6.79493	6.45048	6.23923	6.41053	6.26772	6.23684	6.68127	6.28493	6.51036
"ENSG00000115526"	4.77713	5.12293	4.80128	4.70784	4.69123	5.06304	4.41232	4.74089	4.72568	4.97494	4.82246	4.88169	4.76038	4.87254
"ENSG00000115539"	5.85681	5.99912	5.94735	5.76779	5.83924	5.90694	5.30273	5.97497	5.42676	5.66294	5.52479	6.45346	6.06579	6.06937
"ENSG00000115540"	6.85282	6.95142	6.91253	6.87518	7.05184	7.11159	6.72046	7.28111	6.60205	6.92377	6.88302	7.03665	7.32463	7.27589
"ENSG00000115541"	5.63712	6.24985	5.70953	5.92874	5.72896	5.60073	5.29108	5.74316	5.61126	5.84767	6.05346	6.36377	5.72719	5.94328
"ENSG00000115548"	7.51693	7.01683	7.29889	7.27585	7.1928	7.60949	7.06475	7.2473	6.77207	7.51491	7.38933	7.5631	7.47447	7.3795
"ENSG00000115556"	4.91415	3.66723	4.23665	4.06	5.02219	3.95561	3.91601	4.72566	4.62742	4.17048	4.07519	4.46188	4.50791	4.66207
"ENSG00000115561"	9.43656	8.96808	9.35271	8.72803	9.32074	9.38512	8.97905	9.48145	9.22046	9.5001	8.63238	9.5609	9.42215	9.5378
"ENSG00000115568"	6.38889	6.44348	6.32439	6.58507	6.43381	6.45902	6.61349	6.21762	6.564	6.3537	6.69779	6.18069	6.40426	6.31733
"ENSG00000115590"	4.80593	4.73363	6.64766	5.2339	5.11052	4.24883	5.26914	5.1901	5.28324	5.63003	4.58042	4.72218	4.30512	4.87474
"ENSG00000115592"	2.93262	3.04393	3.28232	2.99395	2.94735	2.98608	3.38452	2.69003	3.02579	3.0446	3.1964	3.0064	2.72624	2.71077
"ENSG00000115593"	2.43495	2.29716	2.26288	2.27035	2.20023	2.25862	2.22772	2.29348	2.27935	2.24556	2.28744	2.29988	2.22296	2.22899
"ENSG00000115594"	8.93546	9.26408	9.04313	8.96388	8.94044	9.33082	8.8632	9.01765	8.75676	8.99548	8.66702	9.39231	8.80958	9.11303
"ENSG00000115596"	3.80157	4.05712	3.89511	4.45088	4.05516	4.18645	4.30906	4.03594	4.07393	3.90038	4.21121	4.11855	3.70754	3.51017
"ENSG00000115598"	2.70051	2.92039	3.0197	2.79122	2.68298	2.8147	3.08031	2.93643	3.13266	3.04504	2.59517	3.17656	2.67602	2.76619
"ENSG00000115602"	5.06694	4.91499	5.10232	4.71384	5.24846	5.52562	5.49467	4.98028	5.39034	4.9455	4.31202	4.90611	4.64234	5.25736
"ENSG00000115604"	4.60409	4.47382	5.03832	4.60664	4.70818	5.1936	4.45594	4.51934	4.37265	4.61077	4.93293	4.50556	4.89986	5.15584
"ENSG00000115607"	4.04446	3.6401	5.06034	4.31067	3.72672	3.50868	3.53198	3.90849	3.95618	5.09884	4.68759	3.76766	4.85215	4.50415
"ENSG00000115616"	2.66876	2.5438	2.77558	2.91972	2.59094	2.52726	2.41991	2.37387	2.60048	2.41912	2.47621	2.51475	2.62908	2.83396
"ENSG00000115641"	5.33868	5.11232	5.32251	5.35491	5.32207	5.59242	5.40494	5.29019	5.32286	5.37987	5.43247	4.89582	5.48837	5.29749
"ENSG00000115648"	6.35587	5.877	6.1739	5.98681	6.4309	6.40348	6.06255	6.42659	6.41149	5.71074	5.89511	6.30731	6.22917	6.40615
"ENSG00000115649"	7.30273	7.60812	7.44221	8.129	7.27867	7.61582	7.52373	7.15933	8.03492	7.44762	7.34408	7.32927	7.02353	7.20391
"ENSG00000115652"	7.1549	7.46517	7.10862	6.94296	7.43884	7.20567	7.14463	7.3439	7.17201	7.2772	7.01071	7.41009	7.25468	7.44006
"ENSG00000115657"	5.94075	5.47004	5.5015	5.13037	5.57068	5.54032	5.10235	5.51093	5.51977	5.57666	4.98275	5.5285	5.46173	5.5541
"ENSG00000115661"	6.00383	5.82312	5.73524	5.51114	6.12946	5.77141	5.34696	5.66003	5.86635	5.78002	5.50821	5.81889	5.96762	5.92822
"ENSG00000115665"	2.42616	2.58013	2.53465	2.46162	2.2639	2.4308	2.32729	2.36003	2.28955	2.45625	2.34577	2.81519	2.3304	2.65879
"ENSG00000115677"	7.433025	7.08513	7.21591	6.86494	7.398035	7.116945	7.477785	7.27969	7.019735	7.26986	6.943665	7.173105	7.30225	7.322155
"ENSG00000115685"	7.92235	8.01163	7.96271	7.91849	7.94005	7.76576	7.99179	7.82773	7.96388	7.99765	8.09281	7.89928	7.94196	7.83567
"ENSG00000115687"	4.33956	4.30475	4.6014	4.37347	4.53396	4.44964	4.25365	4.08821	4.0167	4.22948	4.54836	3.87099	4.0089	4.41943
"ENSG00000115694"	6.72444	7.06507	6.71423	7.12958	6.9251	6.56065	7.08738	6.67267	6.96003	6.77038	7.10868	6.57324	6.60368	6.5894
"ENSG00000115705"	5.19303	5.51079	5.69339	5.89227	5.6978	5.83741	5.39482	5.24267	5.51158	4.57554	5.92085	5.71871	5.77216	5.78782
"ENSG00000115718"	3.62481	3.38028	3.82566	3.56048	3.51389	3.71227	3.85516	3.59929	3.62737	3.57421	3.6128	3.58999	3.49026	3.28939
"ENSG00000115738"	6.35452	7.69687	6.29416	7.34013	6.73299	6.67834	6.99173	6.84374	6.98547	6.4112	7.43562	6.83479	7.0594	6.73683
