"eWAT_M04(r1)"	"eWAT_M04(r2)"	"eWAT_M04(r3)"	"BAT_M04(r1)"	"BAT_M04(r2)"	"BAT_M04(r3)"
"ENSMUSG00000049013"	3.73013	3.67667	3.70224	4.07836	4.24164	4.08422
"ENSMUSG00000049015"	2.51145	2.52714	2.58438	2.3761	2.90899	2.82674
"ENSMUSG00000049018"	4.30909	4.37174	4.24718	4.10712	4.64323	4.46114
"ENSMUSG00000049028"	2.45266	2.66995	2.78351	2.61434	2.68379	2.80712
"ENSMUSG00000049036"	5.22735	5.18173	5.12521	5.47702	5.36593	6.0205
"ENSMUSG00000049037"	5.38136	5.49734	6.02029	4.97018	5.01248	4.81495
"ENSMUSG00000049038"	4.22369	4.14488	3.98023	5.67373	6.37958	5.56183
"ENSMUSG00000049041"	3.78198	4.29381	4.36862	4.55183	4.30802	4.63416
"ENSMUSG00000049044"	5.75707	5.65473	5.65781	5.28585	5.97086	5.49644
"ENSMUSG00000049047"	9.34519	9.39763666666667	9.41546333333333	7.14523333333333	6.95674666666667	7.04543666666667
"ENSMUSG00000049052"	2.5118	2.82349	2.58026	2.85414	2.82625	2.63518
"ENSMUSG00000049057"	2.70907	2.563	2.97765	2.84307	3.17373	2.94819
"ENSMUSG00000049062"	2.8037	2.74234	2.61381	3.1966	3.23524	3.13895
"ENSMUSG00000049073"	2.87809	2.55653	2.46756	3.312	3.13198	2.89829
"ENSMUSG00000049076"	8.15598	8.09221	8.23378	7.38964	7.33082	7.28439
"ENSMUSG00000049086"	10.56978	10.54	10.45252	7.79392	7.55504	7.55014
"ENSMUSG00000049090"	7.8655	7.83674	7.68054	9.67895	9.739	9.71232
"ENSMUSG00000049091"	7.96584	7.63625	7.66354	10.12107	9.97373	10.16703
"ENSMUSG00000049092"	4.82961	4.53738	4.34831	4.37235	4.58288	4.59235
"ENSMUSG00000049093"	2.66675	2.6752	2.4423	3.50445	3.27521	2.60749
"ENSMUSG00000049094"	3.59173	3.90629	3.91316	4.28749	3.66445	4.17809
"ENSMUSG00000049097"	4.70737	4.80209	4.67549	4.82888	4.75747	5.23456
"ENSMUSG00000049098"	3.41745	3.3957	3.57132	3.88788	3.66004	3.852
"ENSMUSG00000049100"	3.67333	3.67081	3.74052	4.06032	3.81711	3.60168
"ENSMUSG00000049103"	5.17261	5.0656	5.56598	4.06118	3.92601	4.29361
"ENSMUSG00000049106"	7.89237	8.06926	8.08614	7.50465	7.3415	7.46348
"ENSMUSG00000049107"	4.93177	5.18479	5.08102	6.21217	6.19446	6.51405
"ENSMUSG00000049109"	2.70102	2.66648	2.62334	2.79967	3.01174	2.76227
"ENSMUSG00000049112"	7.70549	7.77138	7.63131	4.35405	4.79672	4.48348
"ENSMUSG00000049115"	6.15154	6.09924	6.41284	6.72131	6.78673	6.69736
"ENSMUSG00000049119"	4.73958	4.87506	5.10089	5.42499	5.10487	5.54921
"ENSMUSG00000049122"	3.09292	2.92864	2.79367	2.90119	3.15765	3.51936
"ENSMUSG00000049123"	5.17557	5.1933	5.15775	4.89599	4.85484	4.97675
"ENSMUSG00000049124"	7.87801	7.657925	7.76605	7.694345	7.67236	7.26244
"ENSMUSG00000049128"	3.00993	3.04829	3.19261	3.25333	3.50316	3.38336
"ENSMUSG00000049130"	5.71158	5.61045	6.2516	5.30362	5.46605	5.19589
"ENSMUSG00000049133"	2.90972	3.33956	2.67395	3.49722	3.18496	3.10714
"ENSMUSG00000049134"	4.53348	4.88828	5.04332	5.9614	7.04462	7.66385
"ENSMUSG00000049148"	4.69767	4.63592	4.76619	3.9701	4.1637	4.35949
"ENSMUSG00000049149"	3.24236	3.24394	3.18662	3.65436	3.63185	3.46359
"ENSMUSG00000049152"	3.40102666666667	3.45013666666667	3.41370333333333	3.39562333333333	3.57821666666667	3.18231
"ENSMUSG00000049154"	5.84582	5.49763	5.83146	4.30801	4.3954	4.68649
"ENSMUSG00000049160"	2.60987	2.68383	2.6214	2.63769	2.80027	2.64955
"ENSMUSG00000049164"	7.830705	7.91932	7.96824	7.852435	7.89196	7.58427
"ENSMUSG00000049168"	3.39585	3.54028	3.80485	3.38907	4.04756	3.5176
"ENSMUSG00000049173"	5.66869	5.27367	5.52266	5.8966	6.07376	6.45821
"ENSMUSG00000049176"	5.74455	5.84249	5.90762	3.7906	3.79536	3.55602
"ENSMUSG00000049184"	6.37529	6.46135	6.50635	6.41832	6.46852	6.29687
"ENSMUSG00000049191"	5.70651	6.0952	5.9557	4.68088	4.39262	4.59703
"ENSMUSG00000049202"	3.38259	3.20677	2.736	3.26343	3.90712	3.3357
"ENSMUSG00000049214"	2.73723	3.02447	3.09613	3.73173	2.75774	3.14876
"ENSMUSG00000049217"	2.75962	2.43153	2.47307	2.5504	3.38822	2.86029
"ENSMUSG00000049225"	7.33001	7.2212	7.21547	7.14377	7.33795	7.27783
"ENSMUSG00000049229"	2.82254	2.93195	2.5549	3.20024	3.51183	3.1759
"ENSMUSG00000049230"	4.395505	4.612475	4.65067	4.307705	3.900105	4.155765
"ENSMUSG00000049231"	7.23937	7.0434	6.99213	8.12823	8.26368	8.05686
"ENSMUSG00000049232"	7.57056	7.56551	7.46539	7.36413	7.38588	7.19028
"ENSMUSG00000049233"	7.02899	6.75652	6.774745	9.942145	10.08208	9.828845
"ENSMUSG00000049235"	8.3364	8.28371333333333	8.42608666666667	7.82977333333333	7.99166666666667	7.81598333333333
"ENSMUSG00000049241"	7.70585	7.31211	7.45928	8.37207	8.22875	7.96383
"ENSMUSG00000049246"	3.32814	3.11853	2.78336	3.57813	4.47303	3.81915
"ENSMUSG00000049249"	2.68275	2.56785	2.67998	3.42741	2.91441	3.21787
"ENSMUSG00000049252"	3.15824	3.10526	3.2023	3.47584	3.46276	3.48816
"ENSMUSG00000049265"	6.64786	6.70407	6.29041	10.24679	10.14854	10.17358
"ENSMUSG00000049280"	2.32369	2.39854	2.43231	2.34079	2.39657	2.65694
"ENSMUSG00000049281"	4.97703	4.74563	4.72633	4.79824	4.65585	4.6307
"ENSMUSG00000049285"	6.47302	6.35916	6.59409	6.60775	6.50449	6.3239
"ENSMUSG00000049287"	3.816135	3.62687	3.754785	4.43763	4.624455	4.56705
"ENSMUSG00000049288"	7.87634	7.90445	8.0212	7.34341	7.53359	7.37156
"ENSMUSG00000049291"	3.08385	3.03695	3.07366	3.17255	3.04895	3.35653
"ENSMUSG00000049295"	7.21102	7.22055	7.10878	7.39476	7.17764	7.32686
"ENSMUSG00000049299"	8.54123	8.44017	8.45935	9.15652	8.8709	8.8124
"ENSMUSG00000049300"	6.28038	5.92107	6.03864	5.7976	5.90675	5.89481
"ENSMUSG00000049303"	8.50927	8.47805	8.23882	8.37829	8.0832	8.44517
"ENSMUSG00000049305"	7.29507	7.02634	7.31887	7.30819	7.39447	7.09372
"ENSMUSG00000049307"	7.0025	7.14201	7.25355	4.64884	4.59426	5.09729
"ENSMUSG00000049313"	7.21019	7.87767	7.84035	8.04516	7.85701	8.23623
"ENSMUSG00000049314"	2.86015	2.73265	2.72177	3.33603	3.12305	2.93631
"ENSMUSG00000049315"	2.445	2.445	2.23893	2.49086	2.90784	2.68168
"ENSMUSG00000049321"	4.60562	4.62798	4.84029	4.84467	4.85233	4.62787
"ENSMUSG00000049323"	7.07263	7.1352	7.1599	7.4324	7.10287	7.16373
"ENSMUSG00000049327"	9.01512	8.98489	8.99253	9.55512	9.59035	9.57766
"ENSMUSG00000049334"	2.2547	2.23495	2.04107	2.41079	2.32632	2.59526
"ENSMUSG00000049336"	5.71545	5.91894	5.71854	5.89118	5.74571	6.07218
"ENSMUSG00000049339"	8.27037	8.14584	8.19597	8.45708	8.32045	8.34697
"ENSMUSG00000049349"	3.23637	3.24009	3.09105	3.64482	3.60101	3.85139
"ENSMUSG00000049350"	2.97328	3.21214	2.74333	3.49882	3.96634	3.39806
"ENSMUSG00000049353"	3.8958	4.00958	4.01817	4.26728	4.05103	4.05218
"ENSMUSG00000049354"	8.88102	8.98861	8.91529	7.87231	7.84789	7.702
"ENSMUSG00000049357"	3.09138	3.057	2.96284	3.15989	2.9352	3.26687
"ENSMUSG00000049362"	2.396	2.4944	2.48428	2.86271	2.64147	2.49428
"ENSMUSG00000049372"	2.53536	2.18557	2.59426	2.40279	2.4102	2.71581
"ENSMUSG00000049382"	10.12415	10.16874	10.24873	6.06308	5.77583	6.06056
"ENSMUSG00000049387"	2.65848	2.6136	2.59143	2.68885	2.80792	2.82728
"ENSMUSG00000049396"	5.95437	5.9176	5.81719	5.47673	5.55341	5.85423
"ENSMUSG00000049401"	8.04344	7.86564	8.08649	7.91263	7.82044	7.89071
"ENSMUSG00000049404"	8.38927	8.11601	7.45089	5.53602	6.05468	5.23569
"ENSMUSG00000049409"	5.59802	5.84768	6.02186	4.78174	4.99919	4.51974
"ENSMUSG00000049410"	4.89378	5.15384	4.86503	5.36098	5.24531	5.58318
"ENSMUSG00000049411"	6.47854	6.25684	6.45023	6.89577	7.11885	6.74951
"ENSMUSG00000049414"	9.40588	9.328325	9.213445	9.20834	9.17537	9.199735
"ENSMUSG00000049420"	4.24957	4.34228	4.29154	4.58773	4.41445	4.65351
"ENSMUSG00000049421"	6.8662	6.85136	6.93727	6.92006	7.15132	6.76663
"ENSMUSG00000049422"	8.41147	8.20491	8.2382	11.57539	11.39787	11.43156
"ENSMUSG00000049427"	3.52393	3.33941	3.65295	4.10576	4.10809	3.86753
"ENSMUSG00000049436"	9.63427	9.3781	8.81897	4.64289	4.54286	4.30521
"ENSMUSG00000049439"	6.87442	7.02724	6.99338	7.11101	7.07456	6.85187
"ENSMUSG00000049456"	2.70501	2.5325	2.132	2.71046	3.05297	2.63763
"ENSMUSG00000049460"	7.21638	7.17637	7.05186	7.51377	7.42103	7.31863
"ENSMUSG00000049470"	9.16524	9.29511	9.40043	8.47772	8.48842	8.42429
"ENSMUSG00000049476"	4.66088	4.33323	4.19595	4.33503	4.21711	4.17508
"ENSMUSG00000049477"	7.69891166666667	7.54455833333333	7.63892333333333	7.83932	7.850555	7.78458833333333
"ENSMUSG00000049482"	6.08617	6.11371	6.24469	6.08397	6.02958	6.31363
"ENSMUSG00000049488"	6.13847	6.16103	6.15596	4.96117	5.37391	4.92543
"ENSMUSG00000049489"	6.31718	6.09717	5.8638	6.69816	6.97075	6.88805
"ENSMUSG00000049491"	3.71693	3.78113	3.8768	3.98797	4.04814	4.13458
"ENSMUSG00000049493"	5.04825	5.26784	5.62844	4.9384	4.69505	4.63589
"ENSMUSG00000049498"	2.33772	2.46316	2.28002	2.46353	2.77284	2.54038
"ENSMUSG00000049502"	6.51537	6.65989	6.66206	6.51146	6.43034	6.84219
"ENSMUSG00000049504"	6.71297	6.78603	6.72964	6.70904	6.72091	6.71924
"ENSMUSG00000049506"	4.65737	4.58566	4.50968	4.83943	5.07321	4.848
"ENSMUSG00000049511"	4.76001	4.82249	4.67386	5.153	4.93242	5.05946
"ENSMUSG00000049515"	5.51808	5.51854	5.20731	5.75907	5.72491	5.94004
"ENSMUSG00000049516"	7.76403	8.10292	8.10205	6.57588	6.70003	6.47911
"ENSMUSG00000049517"	10.8942916666667	10.7471116666667	10.7364416666667	10.0698966666667	10.2204766666667	9.92436
"ENSMUSG00000049521"	6.68296	6.84398	6.87675	6.32013	6.20558	6.74528
"ENSMUSG00000049526"	3.16565	2.95669	3.7152	3.48861	3.14692	3.1286
"ENSMUSG00000049528"	3.27816	3.01262	3.38234	3.26166	3.13033	3.27327
"ENSMUSG00000049530"	4.14752	4.08593	4.17679	4.83041	5.11881	4.45554
"ENSMUSG00000049532"	5.64407	5.76435	5.73705	5.71157	5.69234	5.85298
"ENSMUSG00000049536"	7.2393	7.21502	7.31597	5.60118	5.89047	5.52508
"ENSMUSG00000049537"	2.52817	2.33881	2.32274	3.01196	2.79472	2.56767
"ENSMUSG00000049538"	5.0525	5.42046	5.81632	4.57781	4.60965	4.88437
"ENSMUSG00000049539"	7.2709	7.18053	7.41582	6.57543	6.60393	6.5102
"ENSMUSG00000049548"	4.17565	4.31151	4.1953	4.78477	4.87398	4.61367
"ENSMUSG00000049550"	7.74641	7.7243	7.69605	7.56724	7.59338	7.78279
"ENSMUSG00000049551"	5.03887	5.10443	5.14272	5.70202	5.75098	5.76872
"ENSMUSG00000049553"	6.68289	6.83167	6.89876	7.12544	7.04927	7.08466
"ENSMUSG00000049555"	4.70604	4.75683	4.46917	5.17307	4.97201	5.11844
"ENSMUSG00000049556"	7.19159	7.12725	6.73689	6.35626	5.60145	6.4201
"ENSMUSG00000049560"	12.13842	12.20405	12.08391	5.10547	6.40856	5.39988
"ENSMUSG00000049561"	4.23899	4.40125	4.19571	4.5962	4.52051	4.83101
"ENSMUSG00000049562"	5.27291	5.34211	5.36198	5.19061	5.19212	5.06724
"ENSMUSG00000049565"	3.68907	3.6897	3.75386	4.2862	4.13769	3.6905
"ENSMUSG00000049571"	4.313555	4.66139	4.551435	4.49372	4.63732	4.558345
"ENSMUSG00000049573"	2.45211	2.51828	2.13889	2.55827	2.62275	2.71704
"ENSMUSG00000049576"	2.44087	2.67241	2.87306	2.73143	2.79589	3.07079
"ENSMUSG00000049577"	6.62722	6.72176	6.61112	6.58217	6.66475	6.87259
"ENSMUSG00000049580"	5.79422	5.70162	5.81039	6.57533	6.45721	6.56796
"ENSMUSG00000049583"	4.22954	4.16184	4.2232	4.68445	4.07417	4.68105
"ENSMUSG00000049588"	5.749	5.59601	5.64322	7.30858	7.36673	7.1886
"ENSMUSG00000049593"	5.28066	5.39394	4.93508	5.30638	5.30038	5.83354
"ENSMUSG00000049598"	5.31622	5.37105	5.21019	5.68715	5.54397	5.69495
"ENSMUSG00000049600"	6.31218	6.64189	6.75554	6.46871	6.13197	5.93632
"ENSMUSG00000049604"	3.94697	3.85302	3.79896	4.41434	4.32215	4.40321
"ENSMUSG00000049605"	3.08531	3.0288	2.78142	3.29021	2.92204	2.92856
"ENSMUSG00000049606"	8.08834	8.04955	8.2228	8.49338	8.6855	8.24003
"ENSMUSG00000049608"	3.36523	3.53793	3.39281	3.76833	3.54159	3.54159
"ENSMUSG00000049612"	2.86131	2.65354	2.96968	3.0573	3.43893	3.42573
"ENSMUSG00000049618"	2.08186	2.33254	2.59467	2.96594	3.79769	3.1585
"ENSMUSG00000049620"	4.7848	4.74899	4.92623	4.78475	4.88495	5.48643
"ENSMUSG00000049624"	8.50201	8.95311	8.56411	7.41833	7.22735	7.232
"ENSMUSG00000049625"	5.19119	5.09162	5.46004	4.61192	4.88334	4.88319
"ENSMUSG00000049630"	3.10598	3.4096	3.53378	3.38116	3.86682	3.57941
"ENSMUSG00000049641"	5.47839	5.45944	5.28424	5.87611	6.10965	6.36828
"ENSMUSG00000049643"	4.93826	5.30632	4.83055	5.29795	5.03393	5.43204
"ENSMUSG00000049648"	2.74513	2.91965	2.89773	3.02738	3.2319	2.91051
"ENSMUSG00000049649"	4.82921	4.74556	4.66796	5.07467	4.69016	5.19733
"ENSMUSG00000049653"	3.65042	3.44865	3.40952	4.09426	3.87578	4.17572
"ENSMUSG00000049657"	6.41806	6.59065	6.37248	6.6199	6.53992	6.43645
"ENSMUSG00000049658"	6.83661	7.0586	7.18003	7.05641	7.03061	7.11951
"ENSMUSG00000049659"	8.51658	8.4054	8.45155	8.0233	8.07865	8.01323
"ENSMUSG00000049670"	6.85405	6.73317	6.72341	5.15609	4.54126	5.46426
"ENSMUSG00000049672"	7.38022	7.29955	7.18388	7.35887	7.4213	7.32711
"ENSMUSG00000049674"	3.4023	3.16343	3.39367	3.56414	3.26024	3.74652
"ENSMUSG00000049676"	5.04244	5.2803	5.289115	4.254105	4.869975	4.705365
"ENSMUSG00000049680"	6.84909	7.01813	7.02205	8.39554	7.88494	8.21298
"ENSMUSG00000049685"	3.14924	3.13183	3.04189	3.41504	3.12317	3.26126
"ENSMUSG00000049686"	6.13161	5.83309	6.18818	6.02824	6.10608	6.35416
"ENSMUSG00000049687"	3.77773	3.78929	3.67711	3.61332	3.90884	4.03171
"ENSMUSG00000049690"	3.84287	3.76735	3.93172	4.245665	4.219675	4.085
"ENSMUSG00000049691"	4.65472	4.4613	4.55719	4.89639	5.01267	5.05312
"ENSMUSG00000049692"	4.72898	3.98023	4.32575	4.31032	4.96687	4.73935
"ENSMUSG00000049694"	3.46379	3.36857	3.68069	3.77172	3.44677	3.54168
"ENSMUSG00000049699"	3.33454	3.70803	3.61497	3.47068	3.43359	3.73701
"ENSMUSG00000049708"	2.63693	2.52886	2.59967	2.77806	2.71266	2.94335
"ENSMUSG00000049709"	3.43156	3.65449	3.48244	3.67203	3.35859	3.62503
"ENSMUSG00000049717"	6.45784	6.58317	6.42648	6.94437	6.85317	6.54406
"ENSMUSG00000049719"	3.59083	3.89918	3.83528	3.25206	3.94823	3.80589
"ENSMUSG00000049721"	4.12313	4.42945	3.89066	4.82086	4.41531	4.64644
"ENSMUSG00000049723"	3.8545	3.90234	4.02211	3.92459	3.9924	3.84218
"ENSMUSG00000049728"	5.19408	5.15138	5.0145	4.93084	5.38732	5.14955
"ENSMUSG00000049734"	6.04632	5.92164	5.93648	6.57241	6.51062	6.42162
"ENSMUSG00000049737"	3.37604	3.51343	3.81106	4.15322	3.867	4.24586
"ENSMUSG00000049739"	7.3554	7.2897	7.23903	6.9696	6.88324	6.66873
"ENSMUSG00000049740"	4.58716	4.8733	4.78655	4.82836	5.03402	4.91283
"ENSMUSG00000049741"	4.07105	4.54729	4.19061	4.20374	4.37351	4.26348
"ENSMUSG00000049744"	4.71929	4.72752	4.65274	4.29279	4.45738	4.64879
"ENSMUSG00000049751"	10.717435	10.62231	10.6125	10.050205	10.2527	9.956985
"ENSMUSG00000049755"	5.79612	5.4707	5.484135	5.589805	5.59053	5.530585
"ENSMUSG00000049758"	2.52817	2.45565	2.60899	2.79996	2.68522	2.56032
"ENSMUSG00000049760"	7.13493	6.99912	6.91733	8.22356	8.26484	8.07904
"ENSMUSG00000049761"	2.80938	2.97688	3.15017	3.30272	2.99608	2.94611
"ENSMUSG00000049764"	6.79447	6.85226	7.04258	6.55336	6.14829	6.75697
"ENSMUSG00000049775"	11.11799	11.03679	11.01601	9.00519	9.4831	9.21223
"ENSMUSG00000049791"	9.71518	9.68806	9.54294	10.05585	9.69296	9.81837
"ENSMUSG00000049792"	6.82991	6.6698	6.64095	7.08061	6.75556	6.97962
"ENSMUSG00000049796"	2.46389	2.70228	2.53418	3.10777	2.63478	2.60563
"ENSMUSG00000049797"	3.65327	3.74742	4.07777	4.55183	4.27932	4.2366
"ENSMUSG00000049799"	2.79139	3.12204	2.9116	3.44104	3.36636	3.00146
"ENSMUSG00000049800"	7.04156	6.90539	6.88252	6.91047	6.74291	6.76087
"ENSMUSG00000049804"	5.99683	6.43659	6.34675	5.56832	5.92656	5.71961
"ENSMUSG00000049806"	2.66881	2.32094	2.62277	2.60137	2.60063	2.71721
"ENSMUSG00000049807"	6.82871	6.51977	6.7568	6.83838	6.86246	6.71521
"ENSMUSG00000049809"	5.57661	5.75459	5.3258	6.06365	5.86019	6.04321
"ENSMUSG00000049811"	5.35316	5.64351	5.45496	5.84412	5.67905	5.53492
"ENSMUSG00000049815"	2.39953	2.27287	1.99564	2.5191	2.85567	2.65539
"ENSMUSG00000049823"	5.49156	5.42074	5.40206	5.08835	5.28958	5.62494
"ENSMUSG00000049832"	9.05428	8.74903	8.8545	9.46725	9.6416	9.30338
"ENSMUSG00000049843"	2.12353	2.07094	2.1913	2.25654	2.40609	2.31022
"ENSMUSG00000049848"	3.39019	3.31886	3.38851	3.33978	3.37534	3.50291
"ENSMUSG00000049858"	9.19641	9.304	9.30125	8.50186	7.96945	8.23543
"ENSMUSG00000049864"	2.39262	2.39774	2.69866	2.69856	2.67885	2.61399
"ENSMUSG00000049866"	7.4917	7.1818	7.24548	4.39327	4.92189	4.5042
"ENSMUSG00000049871"	4.09099	4.13905	4.16251	4.52172	4.46614	4.88498
"ENSMUSG00000049872"	3.61895	3.56857	3.66184	3.45956	3.52163	3.44859
"ENSMUSG00000049878"	6.85829	6.78394	7.09143	6.50164	6.40589	6.29155
"ENSMUSG00000049881"	6.6452	6.36205	6.45314	7.07858	7.15281	6.88218
"ENSMUSG00000049882"	6.6853	6.46649	6.48138	6.73081	6.42031	6.45339
"ENSMUSG00000049891"	7.988755	7.83905	7.92783	9.37365	9.690655	9.26479
"ENSMUSG00000049892"	10.36931	10.12916	10.45779	9.73266	9.09905	9.98644
"ENSMUSG00000049894"	2.34639	2.3289	2.3731	2.73745	2.42511	2.63539
"ENSMUSG00000049897"	3.36827	3.46878	3.55785	3.67416	3.70551	3.8883
"ENSMUSG00000049902"	3.56227	3.74884	3.53255	4.59095	4.01554	4.21849
"ENSMUSG00000049904"	5.56292	5.43577	5.39186	5.37775	5.34188	5.65749
"ENSMUSG00000049907"	7.41953	7.66612	7.3686	5.57871	5.86717	5.07752
"ENSMUSG00000049908"	3.90089	4.31585	3.85863	4.46223	4.13981	4.44461
"ENSMUSG00000049916"	3.835335	3.791945	4.019625	3.616925	3.63964	3.953205
"ENSMUSG00000049922"	6.50096	6.36077	6.13462	5.84152	5.52894	5.61956
"ENSMUSG00000049926"	2.77408	2.45236	2.6705	2.54874	2.78203	2.94191
"ENSMUSG00000049928"	3.95018	4.20177	4.1382	4.35474	4.35979	4.53561
"ENSMUSG00000049929"	4.55483	4.95338	5.12759	5.51279	4.69282	4.77029
"ENSMUSG00000049932"	10.2933216666667	10.3798541666667	10.4573558333333	9.61046916666667	9.62984666666667	9.67150166666667
"ENSMUSG00000049939"	4.61507	4.53014	4.55303	4.27484	4.60015	4.41955
"ENSMUSG00000049940"	8.34335	8.14677	8.23632	8.46444	8.21628	8.00813
"ENSMUSG00000049946"	4.14988	4.01395	3.85741	4.46826	4.1695	4.52375
"ENSMUSG00000049950"	7.30009	7.06899	7.166	6.59409	6.71411	6.65206
"ENSMUSG00000049957"	6.20433	6.10738	5.81483	5.73999	6.19017	5.56171
"ENSMUSG00000049960"	8.37007	8.30166	8.28786	9.18002	9.61816	9.19219
"ENSMUSG00000049969"	7.24604	7.26135	7.10937	8.3321	8.2853	8.23324
"ENSMUSG00000049971"	3.66982	3.71059	3.53849	4.17397	3.96291	4.20306
"ENSMUSG00000049972"	2.05834	2.26066	2.2081	2.58363	2.2754	2.25378
"ENSMUSG00000049985"	3.38154	3.22084	3.55541	3.95896	3.53963	3.7725
"ENSMUSG00000049988"	4.62107	4.91774	4.76948	4.83621	4.77437	4.95576
"ENSMUSG00000049999"	6.07675	6.39734	6.56336	8.13799	7.89253	8.01301
"ENSMUSG00000050002"	8.38761	8.33703	8.23781	8.59127	8.65062	8.55618
"ENSMUSG00000050010"	4.66955	4.54741	4.67019	4.78676	4.75074	4.82179
"ENSMUSG00000050014"	4.13862	4.09571	4.27848	4.27934	4.17199	4.47503
"ENSMUSG00000050015"	3.05445	3.12968	3.0585	3.02391	3.62008	3.14165
"ENSMUSG00000050017"	9.12898	9.11542	9.04252	9.02813	8.91985	8.86402
"ENSMUSG00000050022"	5.85675	6.01436	5.82991	6.01191	6.03785	6.42716
"ENSMUSG00000050023"	2.5078	2.40497	2.27238	2.78932	2.76169	2.77909
"ENSMUSG00000050028"	3.52417	3.27181	3.43393	3.48197	3.37824	3.5215
"ENSMUSG00000050029"	6.58366	6.53913	6.91441	7.33663	7.28683	7.02379
"ENSMUSG00000050030"	2.74652	2.77896	2.64937	2.9404	3.34572	2.78682
"ENSMUSG00000050035"	4.93961	4.8037	4.74747	3.58557	3.7663	4.24406
"ENSMUSG00000050043"	9.38731	9.39023	9.41085	10.42118	10.31809	10.25493
"ENSMUSG00000050050"	4.16529	3.93615	4.15371	4.58098	4.10146	4.61891
"ENSMUSG00000050052"	7.30797	7.42217	7.27751	6.73922	6.51173	6.72676
"ENSMUSG00000050058"	5.99845	5.92664	5.91145	6.47944	6.12788	6.52962
"ENSMUSG00000050063"	3.80337	4.06793	3.71349	4.17973	3.85053	3.97191
"ENSMUSG00000050064"	6.38051	6.60642	6.72563	5.4163	5.56656	5.28917
"ENSMUSG00000050066"	2.95457	3.07739	3.06461	3.15616	3.4919	3.23901
"ENSMUSG00000050069"	4.92982	5.11298	5.07664	4.82385	5.07152	5.08148
"ENSMUSG00000050071"	4.06091	3.4742	3.24283	2.09801	2.83704	2.63939
"ENSMUSG00000050074"	11.95491	11.70932	11.64469	4.31754	4.79833	3.53936
"ENSMUSG00000050075"	3.36109	3.39765	3.09023	3.3331	3.71067	3.59515
"ENSMUSG00000050079"	7.20263	7.10264	7.17094	7.31423	7.49751	7.05115
"ENSMUSG00000050085"	2.84659	2.76951	2.59481	2.84405	2.60016	2.80642
"ENSMUSG00000050087"	6.4566	6.57403	6.42009	6.8616	7.04461	6.95694
"ENSMUSG00000050088"	6.90845	6.77061	6.65078	7.09809	7.15764	6.8956
"ENSMUSG00000050089"	3.90358	3.31677	3.98743	2.9793	3.19613	2.99879
"ENSMUSG00000050092"	1.72742	2.31025	2.47465	2.47265	2.85586	2.44271
"ENSMUSG00000050097"	3.37733	3.56677	3.47777	4.38722	3.96996	3.81389
"ENSMUSG00000050100"	5.62738	5.66913	5.55584	6.03727	6.23292	6.15929
"ENSMUSG00000050102"	2.49965	2.59295	2.58467	3.22969	3.32779	2.9529
"ENSMUSG00000050103"	7.78983	7.75254	7.66647	9.40807	9.39637	9.22852
"ENSMUSG00000050105"	5.11202	5.1638	5.08421	5.9497	5.78107	5.49542
"ENSMUSG00000050106"	4.98698	4.62402	5.00459	4.87517	5.20183	5.29154
"ENSMUSG00000050107"	3.39418	3.299	3.59222	3.44796	3.17134	3.29389
"ENSMUSG00000050108"	5.96593	6.32519	6.04272	4.77582	5.17978	5.21908
"ENSMUSG00000050114"	4.44948	4.63645	4.93574	3.81241	4.19084	4.00307
"ENSMUSG00000050121"	3.07787	3.13308	2.78035	3.28913	3.18051	3.15562
"ENSMUSG00000050122"	3.824465	3.85975125	3.882245	3.89946875	3.8670125	4.000595
"ENSMUSG00000050128"	2.40903	2.83812	2.53438	2.96989	2.46848	2.92416
"ENSMUSG00000050132"	3.44432	3.42591	3.33292	3.68255	3.75344	3.57709
"ENSMUSG00000050134"	2.66888	2.62639	2.51096	2.6057	3.08924	2.94777
"ENSMUSG00000050138"	5.48168	5.1395	5.13554	5.62994	5.44705	5.82287
"ENSMUSG00000050141"	3.79445	3.73841	3.90591	4.05691	4.08664	3.90203
"ENSMUSG00000050144"	8.31704	8.30857	8.26814	9.67044	9.50541	9.90231
"ENSMUSG00000050147"	4.78964	4.86632	4.68701	5.14675	5.22479	5.50519
"ENSMUSG00000050148"	6.98945	7.14149	7.22491	6.07144	5.89263	5.9528
"ENSMUSG00000050150"	2.8001	2.66156	3.07969	3.06725	3.04557	2.78511
"ENSMUSG00000050157"	3.34531	3.33205	3.28516	3.50372	3.44197	3.54825
"ENSMUSG00000050158"	2.8691	2.90508	2.88179	2.99613	2.87003	2.90846
"ENSMUSG00000050164"	4.66429	5.0396	4.83577	4.91048	4.7337	4.82432
"ENSMUSG00000050174"	6.2303	6.18947	6.07689	7.18366	7.09385	7.07281
"ENSMUSG00000050179"	2.78032	2.69234	2.56998	3.0642	2.90243	3.02433
"ENSMUSG00000050188"	7.2222	6.86157	6.69288	6.64803	6.63505	6.53919
"ENSMUSG00000050189"	3.09839	3.00137	3.08957	3.59957	3.11448	3.5601
"ENSMUSG00000050190"	3.0464	3.326	3.31656	3.70474	3.23107	3.89651
"ENSMUSG00000050192"	5.55571	5.54763	5.26421	5.58547	5.69004	5.74458
"ENSMUSG00000050195"	3.65375	3.33427	3.12996	3.7645	3.88098	3.67612
"ENSMUSG00000050197"	3.50702	3.31788	3.25629	3.81359	3.26283	3.90652
